sample_id,target,status,target_family,k,original_score,top_k_features,top_k_removal_effect,random_removal_effect_mean,random_removal_effect_std,top_minus_random,top_effect_exceeds_random,method
SGBTR_83,family_score,accepted,steam_generator_tube_rupture,5,0.9983046252390119,"[""P__std"", ""QMWT__std"", ""P__last"", ""NSGB__last"", ""TAVG__last""]",0.8327269010009792,0.000279900525351473,0.00034899012515553034,0.8324470004756278,True,reference replacement in frozen model input space
SGBTR_85,family_score,accepted,steam_generator_tube_rupture,5,0.9983046252390119,"[""P__std"", ""QMWT__std"", ""P__last"", ""NSGB__last"", ""TAVG__last""]",0.8327269010009792,0.0,0.0,0.8327269010009792,True,reference replacement in frozen model input space
SGBTR_91,family_score,accepted,steam_generator_tube_rupture,5,0.9983046252390119,"[""P__std"", ""QMWT__std"", ""P__last"", ""NSGB__last"", ""TAVG__last""]",0.8327269010009792,3.408696080398066e-06,6.817392160796132e-06,0.8327234923048988,True,reference replacement in frozen model input space
SGBTR_95,family_score,accepted,steam_generator_tube_rupture,5,0.9978038877451297,"[""P__std"", ""QMWT__std"", ""NSGB__last"", ""P__last"", ""TAVG__last""]",0.8488803709223591,0.00883217251547912,0.017664345030958244,0.84004819840688,True,reference replacement in frozen model input space
SLBIC_16,family_score,requires_review,steam_line_break,5,0.9974948725024891,"[""WFWA__last"", ""P__last"", ""P__std"", ""LSGA__last"", ""QMGB__slope""]",0.8315341953863953,0.0140769719403536,0.028153943880707202,0.8174572234460417,True,reference replacement in frozen model input space
SLBIC_18,family_score,requires_review,steam_line_break,5,0.9974948725024891,"[""WFWA__last"", ""P__last"", ""P__std"", ""LSGA__last"", ""QMGB__slope""]",0.8315341953863953,0.024640365622556448,0.030685249020665724,0.8068938297638388,True,reference replacement in frozen model input space
SLBIC_22,family_score,unknown,steam_line_break,5,0.9955993473988561,"[""WFWA__last"", ""P__last"", ""P__std"", ""LSGA__last"", ""LSGB__mean""]",0.8962108661539434,-0.0003809292427096267,0.0007618678707185537,0.896591795396653,True,reference replacement in frozen model input space
SLBIC_27,family_score,requires_review,steam_line_break,5,0.9969829774019615,"[""WFWA__last"", ""P__last"", ""LSGA__last"", ""P__std"", ""QMGB__slope""]",0.8563146594816597,-5.272745805773304e-06,1.0545491611546608e-05,0.8563199322274655,True,reference replacement in frozen model input space
SLBIC_31,family_score,requires_review,steam_line_break,5,0.9974948725024891,"[""WFWA__last"", ""P__last"", ""LSGA__last"", ""P__std"", ""QMGB__slope""]",0.8327454461893065,3.010353254448983e-05,0.00011493072523362517,0.832715342656762,True,reference replacement in frozen model input space
SLBIC_34,family_score,requires_review,steam_line_break,5,0.9974948725024891,"[""WFWA__last"", ""P__last"", ""LSGA__last"", ""P__std"", ""QMGB__slope""]",0.8327454461893065,0.018067287382984153,0.026535655355163862,0.8146781588063223,True,reference replacement in frozen model input space
SLBIC_35,family_score,requires_review,steam_line_break,5,0.9974948725024891,"[""WFWA__last"", ""P__last"", ""LSGA__last"", ""P__std"", ""QMGB__slope""]",0.8327454461893065,0.0019386688188192114,0.0038578587834116954,0.8308067773704872,True,reference replacement in frozen model input space
SLBIC_37,family_score,requires_review,steam_line_break,5,0.9974948725024891,"[""WFWA__last"", ""P__last"", ""LSGA__last"", ""P__std"", ""QMGB__slope""]",0.8327454461893065,0.0019350423203663425,0.003859670535517862,0.8308104038689401,True,reference replacement in frozen model input space
SLBIC_42,family_score,requires_review,steam_line_break,5,0.9975167742662565,"[""WFWA__last"", ""P__last"", ""LSGA__last"", ""P__std"", ""QMGB__slope""]",0.8327673479530739,0.010544631796098413,0.021089263592196827,0.8222227161569755,True,reference replacement in frozen model input space
SLBIC_44,family_score,requires_review,steam_line_break,5,0.9980940482291574,"[""WFWA__last"", ""P__last"", ""LSGA__last"", ""P__std"", ""TCA__last""]",0.8141420044766287,0.010920586756969452,0.02179085326679544,0.8032214177196592,True,reference replacement in frozen model input space
SLBIC_55,family_score,requires_review,steam_line_break,5,0.9980940482291574,"[""WFWA__last"", ""P__last"", ""LSGA__last"", ""P__std"", ""TCA__last""]",0.8141420044766287,0.01998206339640396,0.03987002703842668,0.7941599410802247,True,reference replacement in frozen model input space
SLBIC_57,family_score,requires_review,steam_line_break,5,0.9981403084749202,"[""WFWA__last"", ""P__last"", ""LSGA__last"", ""P__std"", ""TCA__last""]",0.8055945843081302,0.002062215894542008,0.004124431789084016,0.8035323684135882,True,reference replacement in frozen model input space
SLBIC_63,family_score,requires_review,steam_line_break,5,0.9981403084749202,"[""WFWA__last"", ""P__last"", ""LSGA__last"", ""P__std"", ""TCA__last""]",0.8055945843081302,0.0014379047256253053,0.0028758094512506102,0.8041566795825049,True,reference replacement in frozen model input space
SLBIC_66,family_score,requires_review,steam_line_break,5,0.9981403084749202,"[""WFWA__last"", ""P__last"", ""LSGA__last"", ""P__std"", ""TCA__last""]",0.8055945843081302,0.010652300386807778,0.021300059478029095,0.7949422839213225,True,reference replacement in frozen model input space
SLBIC_67,family_score,requires_review,steam_line_break,5,0.9981403084749202,"[""WFWA__last"", ""P__last"", ""LSGA__last"", ""P__std"", ""TCA__last""]",0.8055945843081302,0.0038889664538583448,0.0077779329077166896,0.8017056178542719,True,reference replacement in frozen model input space
SLBIC_68,family_score,requires_review,steam_line_break,5,0.9981403084749202,"[""WFWA__last"", ""P__last"", ""LSGA__last"", ""P__std"", ""TCA__last""]",0.8055945843081302,0.0041291640636044406,0.008209280995237545,0.8014654202445258,True,reference replacement in frozen model input space
SLBIC_74,family_score,requires_review,steam_line_break,5,0.9981403084749202,"[""WFWA__last"", ""P__last"", ""LSGA__last"", ""P__std"", ""TCA__last""]",0.8055945843081302,1.9654144014369378e-05,3.9308288028738755e-05,0.8055749301641159,True,reference replacement in frozen model input space
SLBIC_90,family_score,requires_review,steam_line_break,5,0.9980911609015064,"[""WFWA__last"", ""P__last"", ""LSGA__last"", ""P__std"", ""TCA__last""]",0.8055454367347163,0.0014774163952030682,0.0029501736203405592,0.8040680203395133,True,reference replacement in frozen model input space
