sample_id,target,status,target_family,k,original_score,top_k_features,top_k_removal_effect,random_removal_effect_mean,random_removal_effect_std,top_minus_random,top_effect_exceeds_random,method
SGATR_77,family_score,accepted,steam_generator_tube_rupture,5,0.9983132755516201,"[""P__std"", ""QMWT__std"", ""P__last"", ""NSGB__last"", ""TAVG__last""]",0.8349196471704543,0.00011866062869814176,0.00023732125739628354,0.8348009865417562,True,reference replacement in frozen model input space
SGATR_79,family_score,accepted,steam_generator_tube_rupture,5,0.9983132755516201,"[""P__std"", ""QMWT__std"", ""P__last"", ""NSGB__last"", ""TAVG__last""]",0.8349196471704543,0.0,0.0,0.8349196471704543,True,reference replacement in frozen model input space
SGATR_82,family_score,accepted,steam_generator_tube_rupture,5,0.9983132755516201,"[""P__std"", ""QMWT__std"", ""P__last"", ""NSGB__last"", ""TAVG__last""]",0.8349196471704543,0.0,0.0,0.8349196471704543,True,reference replacement in frozen model input space
SGATR_92,family_score,accepted,steam_generator_tube_rupture,5,0.997879457065178,"[""P__std"", ""QMWT__std"", ""NSGB__last"", ""P__last"", ""TAVG__last""]",0.848743168901287,0.0,0.0,0.848743168901287,True,reference replacement in frozen model input space
SGATR_97,family_score,requires_review,steam_generator_tube_rupture,5,0.9977585239349205,"[""P__std"", ""QMWT__std"", ""NSGB__last"", ""P__last"", ""TAVG__last""]",0.8521656518281442,0.009005970341209446,0.018011940682418893,0.8431596814869348,True,reference replacement in frozen model input space
SGBTR_100,family_score,accepted,steam_generator_tube_rupture,5,0.9978038877451297,"[""P__std"", ""QMWT__std"", ""NSGB__last"", ""P__last"", ""TAVG__last""]",0.8488803709223591,0.0,0.0,0.8488803709223591,True,reference replacement in frozen model input space
SGBTR_109,family_score,requires_review,steam_generator_tube_rupture,5,0.9973581523651501,"[""P__std"", ""QMWT__std"", ""NSGB__last"", ""P__last"", ""TAVG__last""]",0.8535749010369437,0.00011143387314351826,0.00022286774628703653,0.8534634671638002,True,reference replacement in frozen model input space
SGBTR_57,family_score,unknown,steam_generator_tube_rupture,5,0.9643596541136724,"[""QMWT__std"", ""P__last"", ""NSGB__last"", ""TAVG__last"", ""LSGA__last""]",0.1843970323058115,0.0,0.0,0.1843970323058115,True,reference replacement in frozen model input space
SGBTR_59,family_score,requires_review,steam_generator_tube_rupture,5,0.9968928529723637,"[""P__std"", ""QMWT__std"", ""P__last"", ""NSGB__last"", ""TAVG__last""]",0.8201146885495023,0.0001309862999884448,0.0002619725999768896,0.8199837022495139,True,reference replacement in frozen model input space
SGBTR_65,family_score,requires_review,steam_generator_tube_rupture,5,0.9973945148474107,"[""P__std"", ""QMWT__std"", ""P__last"", ""NSGB__last"", ""TAVG__last""]",0.8204914234383709,0.005991085453040901,0.012442219988735109,0.81450033798533,True,reference replacement in frozen model input space
SGBTR_75,family_score,accepted,steam_generator_tube_rupture,5,0.9983046252390119,"[""P__std"", ""QMWT__std"", ""P__last"", ""NSGB__last"", ""TAVG__last""]",0.8327269010009792,0.003315066244257192,0.006452638128004537,0.8294118347567221,True,reference replacement in frozen model input space
SGBTR_81,family_score,accepted,steam_generator_tube_rupture,5,0.9983046252390119,"[""P__std"", ""QMWT__std"", ""P__last"", ""NSGB__last"", ""TAVG__last""]",0.8327269010009792,7.159357393460297e-05,0.00014318714786920597,0.8326553074270446,True,reference replacement in frozen model input space
