split_type,split_id,window_s,feature_group,analysis_scope,mechanism,target_coverage,validation_threshold,validation_coverage,n_total,n_accepted,n_rejected,coverage,selective_accuracy,selective_macro_f1,selective_balanced_accuracy,risk,reject_rate
random,seed_20266975,120,A_strict_38,main,distance,0.5,2.4888546481919085,0.504950495049505,101,54,47,0.5346534653465347,1.0,0.5714285714285714,1.0,0.0,0.4653465346534653
random,seed_20266975,120,A_strict_38,main,distance,0.6,3.340977612800396,0.6039603960396039,101,62,39,0.6138613861386139,1.0,0.5714285714285714,1.0,0.0,0.38613861386138615
random,seed_20266975,120,A_strict_38,main,distance,0.7,4.185300845857444,0.7029702970297029,101,69,32,0.6831683168316832,1.0,0.7142857142857143,1.0,0.0,0.3168316831683168
random,seed_20266975,120,A_strict_38,main,distance,0.8,7.413975926919429,0.801980198019802,101,87,14,0.8613861386138614,1.0,0.8571428571428571,1.0,0.0,0.13861386138613863
random,seed_20266975,120,A_strict_38,main,distance,0.9,9.083370079593582,0.900990099009901,101,92,9,0.9108910891089109,1.0,0.8571428571428571,1.0,0.0,0.08910891089108908
random,seed_20266975,120,A_strict_38,main,distance,1.0,98.54585646154926,1.0,101,101,0,1.0,0.9900990099009901,0.8507936507936508,0.9907407407407408,0.00990099009900991,0.0
random,seed_20267984,120,A_strict_38,main,probability,0.5,0.9194824322726688,0.5247524752475248,101,59,42,0.5841584158415841,1.0,0.5714285714285714,1.0,0.0,0.4158415841584159
random,seed_20267984,120,A_strict_38,main,probability,0.6,0.9108589079488931,0.7821782178217822,101,86,15,0.8514851485148515,1.0,0.7142857142857143,1.0,0.0,0.14851485148514854
random,seed_20267984,120,A_strict_38,main,probability,0.7,0.9108589079488931,0.7821782178217822,101,86,15,0.8514851485148515,1.0,0.7142857142857143,1.0,0.0,0.14851485148514854
random,seed_20267984,120,A_strict_38,main,probability,0.8,0.887632018326279,0.8118811881188119,101,88,13,0.8712871287128713,1.0,0.7142857142857143,1.0,0.0,0.12871287128712872
random,seed_20267984,120,A_strict_38,main,probability,0.9,0.8464645419709478,0.9108910891089109,101,96,5,0.9504950495049505,1.0,0.8571428571428571,1.0,0.0,0.04950495049504955
random,seed_20267984,120,A_strict_38,main,probability,1.0,0.4502357946096985,1.0,101,101,0,1.0,1.0,0.8571428571428571,1.0,0.0,0.0
random,seed_20267984,120,A_strict_38,main,margin,0.5,0.8956412544547703,0.5247524752475248,101,58,43,0.5742574257425742,1.0,0.5714285714285714,1.0,0.0,0.4257425742574258
random,seed_20267984,120,A_strict_38,main,margin,0.6,0.8758871672082001,0.7821782178217822,101,86,15,0.8514851485148515,1.0,0.7142857142857143,1.0,0.0,0.14851485148514854
random,seed_20267984,120,A_strict_38,main,margin,0.7,0.8758871672082001,0.7821782178217822,101,86,15,0.8514851485148515,1.0,0.7142857142857143,1.0,0.0,0.14851485148514854
random,seed_20267984,120,A_strict_38,main,margin,0.8,0.8296674299296256,0.8118811881188119,101,87,14,0.8613861386138614,1.0,0.8571428571428571,1.0,0.0,0.13861386138613863
random,seed_20267984,120,A_strict_38,main,margin,0.9,0.7645764115301308,0.9108910891089109,101,96,5,0.9504950495049505,1.0,0.8571428571428571,1.0,0.0,0.04950495049504955
random,seed_20267984,120,A_strict_38,main,margin,1.0,0.004379175874745012,1.0,101,101,0,1.0,1.0,0.8571428571428571,1.0,0.0,0.0
random,seed_20267984,120,A_strict_38,main,distance,0.5,2.4361571639727,0.504950495049505,101,50,51,0.49504950495049505,1.0,0.7142857142857143,1.0,0.0,0.504950495049505
random,seed_20267984,120,A_strict_38,main,distance,0.6,3.7475421223850933,0.6039603960396039,101,69,32,0.6831683168316832,1.0,0.7142857142857143,1.0,0.0,0.3168316831683168
random,seed_20267984,120,A_strict_38,main,distance,0.7,4.933976908878133,0.7029702970297029,101,76,25,0.7524752475247525,1.0,0.7142857142857143,1.0,0.0,0.24752475247524752
random,seed_20267984,120,A_strict_38,main,distance,0.8,7.381573863125258,0.801980198019802,101,86,15,0.8514851485148515,1.0,0.7142857142857143,1.0,0.0,0.14851485148514854
random,seed_20267984,120,A_strict_38,main,distance,0.9,8.913493929001135,0.900990099009901,101,94,7,0.9306930693069307,1.0,0.8571428571428571,1.0,0.0,0.06930693069306926
random,seed_20267984,120,A_strict_38,main,distance,1.0,4495.963816441881,1.0,101,101,0,1.0,1.0,0.8571428571428571,1.0,0.0,0.0
random,seed_20268993,120,A_strict_38,main,probability,0.5,0.9344206637484493,0.6633663366336634,101,72,29,0.7128712871287128,1.0,0.7142857142857143,1.0,0.0,0.28712871287128716
random,seed_20268993,120,A_strict_38,main,probability,0.6,0.9344206637484493,0.6633663366336634,101,72,29,0.7128712871287128,1.0,0.7142857142857143,1.0,0.0,0.28712871287128716
random,seed_20268993,120,A_strict_38,main,probability,0.7,0.9333625964289545,0.7029702970297029,101,76,25,0.7524752475247525,1.0,0.7142857142857143,1.0,0.0,0.24752475247524752
random,seed_20268993,120,A_strict_38,main,probability,0.8,0.929471996964811,0.8118811881188119,101,83,18,0.8217821782178217,1.0,0.7142857142857143,1.0,0.0,0.17821782178217827
random,seed_20268993,120,A_strict_38,main,probability,0.9,0.9156305233687232,0.9108910891089109,101,87,14,0.8613861386138614,1.0,0.8571428571428571,1.0,0.0,0.13861386138613863
random,seed_20268993,120,A_strict_38,main,probability,1.0,0.8051604392537773,1.0,101,98,3,0.9702970297029703,0.9897959183673469,0.8513166162106586,0.9946236559139785,0.010204081632653073,0.02970297029702973
