split_type,split_id,window_s,feature_group,analysis_scope,mechanism,target_coverage,validation_threshold,validation_coverage,n_total,n_accepted,n_rejected,coverage,selective_accuracy,selective_macro_f1,selective_balanced_accuracy,risk,reject_rate
random,seed_20268993,120,A_strict_38,main,margin,0.5,0.9151598278568434,0.5643564356435643,101,59,42,0.5841584158415841,1.0,0.5714285714285714,1.0,0.0,0.4158415841584159
random,seed_20268993,120,A_strict_38,main,margin,0.6,0.9146515216978072,0.6633663366336634,101,72,29,0.7128712871287128,1.0,0.7142857142857143,1.0,0.0,0.28712871287128716
random,seed_20268993,120,A_strict_38,main,margin,0.7,0.9143548251502535,0.7029702970297029,101,74,27,0.7326732673267327,1.0,0.7142857142857143,1.0,0.0,0.26732673267326734
random,seed_20268993,120,A_strict_38,main,margin,0.8,0.9080932732400379,0.8118811881188119,101,83,18,0.8217821782178217,1.0,0.7142857142857143,1.0,0.0,0.17821782178217827
random,seed_20268993,120,A_strict_38,main,margin,0.9,0.8849315608719905,0.9108910891089109,101,89,12,0.8811881188118812,1.0,0.8571428571428571,1.0,0.0,0.1188118811881188
random,seed_20268993,120,A_strict_38,main,margin,1.0,0.7420150961625005,1.0,101,96,5,0.9504950495049505,1.0,0.8571428571428571,1.0,0.0,0.04950495049504955
random,seed_20268993,120,A_strict_38,main,distance,0.5,2.520472914709832,0.504950495049505,101,54,47,0.5346534653465347,1.0,0.5714285714285714,1.0,0.0,0.4653465346534653
random,seed_20268993,120,A_strict_38,main,distance,0.6,2.8011234982021307,0.6039603960396039,101,60,41,0.594059405940594,1.0,0.5714285714285714,1.0,0.0,0.40594059405940597
random,seed_20268993,120,A_strict_38,main,distance,0.7,3.459994061348071,0.7029702970297029,101,70,31,0.693069306930693,1.0,0.5714285714285714,1.0,0.0,0.306930693069307
random,seed_20268993,120,A_strict_38,main,distance,0.8,4.945775608094129,0.801980198019802,101,80,21,0.7920792079207921,1.0,0.5714285714285714,1.0,0.0,0.20792079207920788
random,seed_20268993,120,A_strict_38,main,distance,0.9,7.2484095047921056,0.900990099009901,101,86,15,0.8514851485148515,1.0,0.7142857142857143,1.0,0.0,0.14851485148514854
random,seed_20268993,120,A_strict_38,main,distance,1.0,46.824400198382236,1.0,101,98,3,0.9702970297029703,1.0,0.8571428571428571,1.0,0.0,0.02970297029702973
random,seed_20270002,120,A_strict_38,main,probability,0.5,0.9314055227516634,0.5148514851485149,101,46,55,0.45544554455445546,1.0,0.5714285714285714,1.0,0.0,0.5445544554455446
random,seed_20270002,120,A_strict_38,main,probability,0.6,0.9311186791113452,0.7524752475247525,101,67,34,0.6633663366336634,1.0,0.7142857142857143,1.0,0.0,0.3366336633663366
random,seed_20270002,120,A_strict_38,main,probability,0.7,0.9311186791113452,0.7524752475247525,101,67,34,0.6633663366336634,1.0,0.7142857142857143,1.0,0.0,0.3366336633663366
random,seed_20270002,120,A_strict_38,main,probability,0.8,0.9299417027641086,0.8118811881188119,101,78,23,0.7722772277227723,1.0,0.7142857142857143,1.0,0.0,0.2277227722772277
random,seed_20270002,120,A_strict_38,main,probability,0.9,0.926265511821145,0.9108910891089109,101,83,18,0.8217821782178217,1.0,0.8571428571428571,1.0,0.0,0.17821782178217827
random,seed_20270002,120,A_strict_38,main,probability,1.0,0.45003502560946834,1.0,101,100,1,0.9900990099009901,0.99,0.841888270459699,0.9722222222222223,0.010000000000000009,0.00990099009900991
random,seed_20270002,120,A_strict_38,main,margin,0.5,0.9124197942665159,0.693069306930693,101,64,37,0.6336633663366337,1.0,0.7142857142857143,1.0,0.0,0.36633663366336633
random,seed_20270002,120,A_strict_38,main,margin,0.6,0.9124197942665159,0.693069306930693,101,64,37,0.6336633663366337,1.0,0.7142857142857143,1.0,0.0,0.36633663366336633
random,seed_20270002,120,A_strict_38,main,margin,0.7,0.9122860714732803,0.7128712871287128,101,65,36,0.6435643564356436,1.0,0.7142857142857143,1.0,0.0,0.3564356435643564
random,seed_20270002,120,A_strict_38,main,margin,0.8,0.9100545999049447,0.8118811881188119,101,77,24,0.7623762376237624,1.0,0.7142857142857143,1.0,0.0,0.2376237623762376
random,seed_20270002,120,A_strict_38,main,margin,0.9,0.906393314161452,0.9108910891089109,101,81,20,0.801980198019802,1.0,0.8571428571428571,1.0,0.0,0.19801980198019797
random,seed_20270002,120,A_strict_38,main,margin,1.0,0.0020970660149329245,1.0,101,101,0,1.0,0.9801980198019802,0.8272047557761845,0.9523809523809524,0.01980198019801982,0.0
random,seed_20270002,120,A_strict_38,main,distance,0.5,2.2821096348543426,0.504950495049505,101,50,51,0.49504950495049505,1.0,0.5714285714285714,1.0,0.0,0.504950495049505
random,seed_20270002,120,A_strict_38,main,distance,0.6,2.655311533116488,0.6039603960396039,101,56,45,0.5544554455445545,1.0,0.5714285714285714,1.0,0.0,0.4455445544554455
random,seed_20270002,120,A_strict_38,main,distance,0.7,3.703355964065914,0.7029702970297029,101,69,32,0.6831683168316832,1.0,0.7142857142857143,1.0,0.0,0.3168316831683168
random,seed_20270002,120,A_strict_38,main,distance,0.8,5.295470113838648,0.801980198019802,101,77,24,0.7623762376237624,1.0,0.7142857142857143,1.0,0.0,0.2376237623762376
random,seed_20270002,120,A_strict_38,main,distance,0.9,7.2798044426028685,0.900990099009901,101,85,16,0.8415841584158416,1.0,0.8571428571428571,1.0,0.0,0.15841584158415845
random,seed_20270002,120,A_strict_38,main,distance,1.0,89.48193545146206,1.0,101,99,2,0.9801980198019802,1.0,0.8571428571428571,1.0,0.0,0.01980198019801982
severity_blocked,low_block,120,A_strict_38,main,probability,0.5,0.9277664255107728,0.5128205128205128,103,57,46,0.5533980582524272,1.0,0.5714285714285714,1.0,0.0,0.44660194174757284
severity_blocked,low_block,120,A_strict_38,main,probability,0.6,0.9234224799699716,0.6153846153846154,103,57,46,0.5533980582524272,1.0,0.5714285714285714,1.0,0.0,0.44660194174757284
severity_blocked,low_block,120,A_strict_38,main,probability,0.7,0.9046147411606744,0.7307692307692307,103,64,39,0.6213592233009708,1.0,0.7142857142857143,1.0,0.0,0.3786407766990292
severity_blocked,low_block,120,A_strict_38,main,probability,0.8,0.8942389717721603,0.8076923076923077,103,64,39,0.6213592233009708,1.0,0.7142857142857143,1.0,0.0,0.3786407766990292
severity_blocked,low_block,120,A_strict_38,main,probability,0.9,0.8780371120123381,0.9487179487179487,103,64,39,0.6213592233009708,1.0,0.7142857142857143,1.0,0.0,0.3786407766990292
severity_blocked,low_block,120,A_strict_38,main,probability,1.0,0.8393750052511624,1.0,103,66,37,0.6407766990291263,0.9848484848484849,0.7050871080139373,0.9846153846153847,0.015151515151515138,0.35922330097087374
severity_blocked,low_block,120,A_strict_38,main,margin,0.5,0.9079329156426286,0.5128205128205128,103,57,46,0.5533980582524272,1.0,0.5714285714285714,1.0,0.0,0.44660194174757284
severity_blocked,low_block,120,A_strict_38,main,margin,0.6,0.9004727682663614,0.6153846153846154,103,57,46,0.5533980582524272,1.0,0.5714285714285714,1.0,0.0,0.44660194174757284
severity_blocked,low_block,120,A_strict_38,main,margin,0.7,0.8703139548952643,0.7307692307692307,103,64,39,0.6213592233009708,1.0,0.7142857142857143,1.0,0.0,0.3786407766990292
severity_blocked,low_block,120,A_strict_38,main,margin,0.8,0.8501429611410601,0.8076923076923077,103,64,39,0.6213592233009708,1.0,0.7142857142857143,1.0,0.0,0.3786407766990292
severity_blocked,low_block,120,A_strict_38,main,margin,0.9,0.8030101999555166,0.9743589743589743,103,65,38,0.6310679611650486,1.0,0.7142857142857143,1.0,0.0,0.3689320388349514
severity_blocked,low_block,120,A_strict_38,main,margin,1.0,0.7857522151166632,1.0,103,65,38,0.6310679611650486,1.0,0.7142857142857143,1.0,0.0,0.3689320388349514
severity_blocked,low_block,120,A_strict_38,main,distance,0.5,11.810052911423362,0.5128205128205128,103,42,61,0.4077669902912621,1.0,0.5714285714285714,1.0,0.0,0.5922330097087378
severity_blocked,low_block,120,A_strict_38,main,distance,0.6,14.79597458957079,0.6153846153846154,103,45,58,0.4368932038834951,1.0,0.7142857142857143,1.0,0.0,0.5631067961165048
severity_blocked,low_block,120,A_strict_38,main,distance,0.7,18.626932456639047,0.7051282051282052,103,49,54,0.47572815533980584,1.0,0.7142857142857143,1.0,0.0,0.5242718446601942
severity_blocked,low_block,120,A_strict_38,main,distance,0.8,25.71347094888842,0.8076923076923077,103,52,51,0.5048543689320388,1.0,0.7142857142857143,1.0,0.0,0.49514563106796117
severity_blocked,low_block,120,A_strict_38,main,distance,0.9,32.53494769911081,0.9102564102564102,103,53,50,0.5145631067961165,1.0,0.7142857142857143,1.0,0.0,0.4854368932038835
severity_blocked,low_block,120,A_strict_38,main,distance,1.0,480.2238021763254,1.0,103,76,27,0.7378640776699029,0.9868421052631579,0.825531914893617,0.9444444444444445,0.013157894736842146,0.2621359223300971
severity_blocked,middle_block,120,A_strict_38,main,probability,0.5,0.9051012758564309,0.5194805194805194,103,89,14,0.8640776699029126,1.0,0.5714285714285714,1.0,0.0,0.13592233009708743
severity_blocked,middle_block,120,A_strict_38,main,probability,0.6,0.8903064174162713,0.6493506493506493,103,103,0,1.0,1.0,0.8571428571428571,1.0,0.0,0.0
severity_blocked,middle_block,120,A_strict_38,main,probability,0.7,0.8879532292304847,0.7142857142857143,103,103,0,1.0,1.0,0.8571428571428571,1.0,0.0,0.0
severity_blocked,middle_block,120,A_strict_38,main,probability,0.8,0.8772912193892075,0.8311688311688312,103,103,0,1.0,1.0,0.8571428571428571,1.0,0.0,0.0
severity_blocked,middle_block,120,A_strict_38,main,probability,0.9,0.6525877263239565,0.9090909090909091,103,103,0,1.0,1.0,0.8571428571428571,1.0,0.0,0.0
severity_blocked,middle_block,120,A_strict_38,main,probability,1.0,0.3217405991420769,1.0,103,103,0,1.0,1.0,0.8571428571428571,1.0,0.0,0.0
severity_blocked,middle_block,120,A_strict_38,main,margin,0.5,0.8549400195498288,0.5194805194805194,103,89,14,0.8640776699029126,1.0,0.5714285714285714,1.0,0.0,0.13592233009708743
severity_blocked,middle_block,120,A_strict_38,main,margin,0.6,0.8434453027236227,0.6493506493506493,103,96,7,0.9320388349514563,1.0,0.7142857142857143,1.0,0.0,0.06796116504854366
severity_blocked,middle_block,120,A_strict_38,main,margin,0.7,0.835679429780701,0.7142857142857143,103,102,1,0.9902912621359223,1.0,0.8571428571428571,1.0,0.0,0.009708737864077666
severity_blocked,middle_block,120,A_strict_38,main,margin,0.8,0.8331404627153153,0.8311688311688312,103,103,0,1.0,1.0,0.8571428571428571,1.0,0.0,0.0
severity_blocked,middle_block,120,A_strict_38,main,margin,0.9,0.5569443344703658,0.9090909090909091,103,103,0,1.0,1.0,0.8571428571428571,1.0,0.0,0.0
severity_blocked,middle_block,120,A_strict_38,main,margin,1.0,0.05491195171592961,1.0,103,103,0,1.0,1.0,0.8571428571428571,1.0,0.0,0.0
severity_blocked,middle_block,120,A_strict_38,main,distance,0.5,7.763886984631579,0.5064935064935064,103,91,12,0.883495145631068,1.0,0.7142857142857143,1.0,0.0,0.11650485436893199
severity_blocked,middle_block,120,A_strict_38,main,distance,0.6,9.513069982657184,0.6103896103896104,103,91,12,0.883495145631068,1.0,0.7142857142857143,1.0,0.0,0.11650485436893199
severity_blocked,middle_block,120,A_strict_38,main,distance,0.7,12.02266114340241,0.7142857142857143,103,91,12,0.883495145631068,1.0,0.7142857142857143,1.0,0.0,0.11650485436893199
severity_blocked,middle_block,120,A_strict_38,main,distance,0.8,17.726241856802215,0.8051948051948052,103,91,12,0.883495145631068,1.0,0.7142857142857143,1.0,0.0,0.11650485436893199
severity_blocked,middle_block,120,A_strict_38,main,distance,0.9,22.10384929214959,0.9090909090909091,103,93,10,0.9029126213592233,1.0,0.7142857142857143,1.0,0.0,0.09708737864077666
severity_blocked,middle_block,120,A_strict_38,main,distance,1.0,23808.898775796635,1.0,103,103,0,1.0,1.0,0.8571428571428571,1.0,0.0,0.0
severity_blocked,high_block,120,A_strict_38,main,probability,0.5,0.8839643059295297,0.5128205128205128,103,43,60,0.4174757281553398,1.0,0.42857142857142855,1.0,0.0,0.5825242718446602
severity_blocked,high_block,120,A_strict_38,main,probability,0.6,0.8659763416166046,0.6282051282051282,103,59,44,0.5728155339805825,1.0,0.5714285714285714,1.0,0.0,0.4271844660194175
severity_blocked,high_block,120,A_strict_38,main,probability,0.7,0.8443382335255066,0.7435897435897436,103,63,40,0.6116504854368932,1.0,0.5714285714285714,1.0,0.0,0.38834951456310685
severity_blocked,high_block,120,A_strict_38,main,probability,0.8,0.8162367552468234,0.8205128205128205,103,73,30,0.7087378640776699,1.0,0.5714285714285714,1.0,0.0,0.2912621359223301
severity_blocked,high_block,120,A_strict_38,main,probability,0.9,0.7140549332124714,0.9230769230769231,103,77,26,0.7475728155339806,1.0,0.7142857142857143,1.0,0.0,0.2524271844660194
severity_blocked,high_block,120,A_strict_38,main,probability,1.0,0.5497322936781041,1.0,103,97,6,0.941747572815534,1.0,0.8571428571428571,1.0,0.0,0.058252427184465994
severity_blocked,high_block,120,A_strict_38,main,margin,0.5,0.8391242878284897,0.5128205128205128,103,43,60,0.4174757281553398,1.0,0.42857142857142855,1.0,0.0,0.5825242718446602
severity_blocked,high_block,120,A_strict_38,main,margin,0.6,0.7998872432850537,0.6282051282051282,103,59,44,0.5728155339805825,1.0,0.5714285714285714,1.0,0.0,0.4271844660194175
severity_blocked,high_block,120,A_strict_38,main,margin,0.7,0.7840271461397182,0.7435897435897436,103,63,40,0.6116504854368932,1.0,0.5714285714285714,1.0,0.0,0.38834951456310685
severity_blocked,high_block,120,A_strict_38,main,margin,0.8,0.7379538076573348,0.8076923076923077,103,73,30,0.7087378640776699,1.0,0.5714285714285714,1.0,0.0,0.2912621359223301
severity_blocked,high_block,120,A_strict_38,main,margin,0.9,0.6100778572078618,0.9230769230769231,103,77,26,0.7475728155339806,1.0,0.7142857142857143,1.0,0.0,0.2524271844660194
severity_blocked,high_block,120,A_strict_38,main,margin,1.0,0.3402165601214705,1.0,103,96,7,0.9320388349514563,1.0,0.7142857142857143,1.0,0.0,0.06796116504854366
severity_blocked,high_block,120,A_strict_38,main,distance,0.5,10.845457633886793,0.5128205128205128,103,20,83,0.1941747572815534,1.0,0.14285714285714285,1.0,0.0,0.8058252427184466
severity_blocked,high_block,120,A_strict_38,main,distance,0.6,13.374855163764881,0.6153846153846154,103,22,81,0.21359223300970873,1.0,0.2857142857142857,1.0,0.0,0.7864077669902912
severity_blocked,high_block,120,A_strict_38,main,distance,0.7,18.836906428354695,0.7051282051282052,103,34,69,0.3300970873786408,1.0,0.42857142857142855,1.0,0.0,0.6699029126213591
severity_blocked,high_block,120,A_strict_38,main,distance,0.8,26.38181770784216,0.8076923076923077,103,49,54,0.47572815533980584,1.0,0.42857142857142855,1.0,0.0,0.5242718446601942
severity_blocked,high_block,120,A_strict_38,main,distance,0.9,39.128967752426576,0.9102564102564102,103,58,45,0.5631067961165048,1.0,0.42857142857142855,1.0,0.0,0.4368932038834952
severity_blocked,high_block,120,A_strict_38,main,distance,1.0,253.78373549996383,1.0,103,90,13,0.8737864077669902,1.0,0.5714285714285714,1.0,0.0,0.12621359223300976
severity_extrapolation,low_train_to_high_test,120,A_strict_38,main,probability,0.5,0.8839643059295297,0.5128205128205128,103,43,60,0.4174757281553398,1.0,0.42857142857142855,1.0,0.0,0.5825242718446602
severity_extrapolation,low_train_to_high_test,120,A_strict_38,main,probability,0.6,0.8659763416166046,0.6282051282051282,103,59,44,0.5728155339805825,1.0,0.5714285714285714,1.0,0.0,0.4271844660194175
severity_extrapolation,low_train_to_high_test,120,A_strict_38,main,probability,0.7,0.8443382335255066,0.7435897435897436,103,63,40,0.6116504854368932,1.0,0.5714285714285714,1.0,0.0,0.38834951456310685
severity_extrapolation,low_train_to_high_test,120,A_strict_38,main,probability,0.8,0.8162367552468234,0.8205128205128205,103,73,30,0.7087378640776699,1.0,0.5714285714285714,1.0,0.0,0.2912621359223301
severity_extrapolation,low_train_to_high_test,120,A_strict_38,main,probability,0.9,0.7140549332124714,0.9230769230769231,103,77,26,0.7475728155339806,1.0,0.7142857142857143,1.0,0.0,0.2524271844660194
severity_extrapolation,low_train_to_high_test,120,A_strict_38,main,probability,1.0,0.5497322936781041,1.0,103,97,6,0.941747572815534,1.0,0.8571428571428571,1.0,0.0,0.058252427184465994
severity_extrapolation,low_train_to_high_test,120,A_strict_38,main,margin,0.5,0.8391242878284897,0.5128205128205128,103,43,60,0.4174757281553398,1.0,0.42857142857142855,1.0,0.0,0.5825242718446602
severity_extrapolation,low_train_to_high_test,120,A_strict_38,main,margin,0.6,0.7998872432850537,0.6282051282051282,103,59,44,0.5728155339805825,1.0,0.5714285714285714,1.0,0.0,0.4271844660194175
severity_extrapolation,low_train_to_high_test,120,A_strict_38,main,margin,0.7,0.7840271461397182,0.7435897435897436,103,63,40,0.6116504854368932,1.0,0.5714285714285714,1.0,0.0,0.38834951456310685
severity_extrapolation,low_train_to_high_test,120,A_strict_38,main,margin,0.8,0.7379538076573348,0.8076923076923077,103,73,30,0.7087378640776699,1.0,0.5714285714285714,1.0,0.0,0.2912621359223301
severity_extrapolation,low_train_to_high_test,120,A_strict_38,main,margin,0.9,0.6100778572078618,0.9230769230769231,103,77,26,0.7475728155339806,1.0,0.7142857142857143,1.0,0.0,0.2524271844660194
severity_extrapolation,low_train_to_high_test,120,A_strict_38,main,margin,1.0,0.3402165601214705,1.0,103,96,7,0.9320388349514563,1.0,0.7142857142857143,1.0,0.0,0.06796116504854366
severity_extrapolation,low_train_to_high_test,120,A_strict_38,main,distance,0.5,10.845457633886793,0.5128205128205128,103,20,83,0.1941747572815534,1.0,0.14285714285714285,1.0,0.0,0.8058252427184466
severity_extrapolation,low_train_to_high_test,120,A_strict_38,main,distance,0.6,13.374855163764881,0.6153846153846154,103,22,81,0.21359223300970873,1.0,0.2857142857142857,1.0,0.0,0.7864077669902912
severity_extrapolation,low_train_to_high_test,120,A_strict_38,main,distance,0.7,18.836906428354695,0.7051282051282052,103,34,69,0.3300970873786408,1.0,0.42857142857142855,1.0,0.0,0.6699029126213591
severity_extrapolation,low_train_to_high_test,120,A_strict_38,main,distance,0.8,26.38181770784216,0.8076923076923077,103,49,54,0.47572815533980584,1.0,0.42857142857142855,1.0,0.0,0.5242718446601942
severity_extrapolation,low_train_to_high_test,120,A_strict_38,main,distance,0.9,39.128967752426576,0.9102564102564102,103,58,45,0.5631067961165048,1.0,0.42857142857142855,1.0,0.0,0.4368932038834952
severity_extrapolation,low_train_to_high_test,120,A_strict_38,main,distance,1.0,253.78373549996383,1.0,103,90,13,0.8737864077669902,1.0,0.5714285714285714,1.0,0.0,0.12621359223300976
severity_extrapolation,high_train_to_low_test,120,A_strict_38,main,probability,0.5,0.8547183511327461,0.5128205128205128,103,44,59,0.42718446601941745,0.9090909090909091,0.42857142857142855,0.75,0.09090909090909094,0.5728155339805825
severity_extrapolation,high_train_to_low_test,120,A_strict_38,main,probability,0.6,0.7881813301245503,0.6666666666666666,103,55,48,0.5339805825242718,0.8363636363636363,0.41180193007435534,0.6,0.1636363636363637,0.46601941747572817
severity_extrapolation,high_train_to_low_test,120,A_strict_38,main,probability,0.7,0.7696743911557915,0.7051282051282052,103,60,43,0.5825242718446602,0.7666666666666667,0.41180193007435534,0.6,0.23333333333333328,0.41747572815533984
severity_extrapolation,high_train_to_low_test,120,A_strict_38,main,probability,0.8,0.7476439309483465,0.8717948717948718,103,68,35,0.6601941747572816,0.7941176470588235,0.5822279952372627,0.75,0.20588235294117652,0.3398058252427184
severity_extrapolation,high_train_to_low_test,120,A_strict_38,main,probability,0.9,0.6013729743561983,0.9487179487179487,103,79,24,0.7669902912621359,0.8227848101265823,0.6257425787976126,0.7999999999999999,0.17721518987341767,0.23300970873786409
severity_extrapolation,high_train_to_low_test,120,A_strict_38,main,probability,1.0,0.4048501237736314,1.0,103,103,0,1.0,0.6407766990291263,0.5233073266971572,0.734375,0.35922330097087374,0.0
severity_extrapolation,high_train_to_low_test,120,A_strict_38,main,margin,0.5,0.7489588086636447,0.5512820512820513,103,47,56,0.4563106796116505,0.851063829787234,0.4147465437788019,0.6,0.14893617021276595,0.5436893203883495
severity_extrapolation,high_train_to_low_test,120,A_strict_38,main,margin,0.6,0.7343415817361791,0.6666666666666666,103,55,48,0.5339805825242718,0.8363636363636363,0.41180193007435534,0.6,0.1636363636363637,0.46601941747572817
severity_extrapolation,high_train_to_low_test,120,A_strict_38,main,margin,0.7,0.6813207076100298,0.7051282051282052,103,55,48,0.5339805825242718,0.8363636363636363,0.41180193007435534,0.6,0.1636363636363637,0.46601941747572817
severity_extrapolation,high_train_to_low_test,120,A_strict_38,main,margin,0.8,0.6770514941870736,0.8205128205128205,103,58,45,0.5631067961165048,0.8448275862068966,0.5070400253124505,0.7,0.15517241379310343,0.4368932038834952
severity_extrapolation,high_train_to_low_test,120,A_strict_38,main,margin,0.9,0.3262932631491247,0.9230769230769231,103,80,23,0.7766990291262136,0.825,0.6268372695474759,0.8020833333333334,0.17500000000000004,0.22330097087378642
severity_extrapolation,high_train_to_low_test,120,A_strict_38,main,margin,1.0,0.2513930676320424,1.0,103,80,23,0.7766990291262136,0.825,0.6268372695474759,0.8020833333333334,0.17500000000000004,0.22330097087378642
severity_extrapolation,high_train_to_low_test,120,A_strict_38,main,distance,0.5,10.617958197369699,0.5128205128205128,103,20,83,0.1941747572815534,1.0,0.14285714285714285,1.0,0.0,0.8058252427184466
severity_extrapolation,high_train_to_low_test,120,A_strict_38,main,distance,0.6,16.627587790518373,0.6153846153846154,103,34,69,0.3300970873786408,1.0,0.2857142857142857,1.0,0.0,0.6699029126213591
severity_extrapolation,high_train_to_low_test,120,A_strict_38,main,distance,0.7,22.364358080462868,0.7051282051282052,103,40,63,0.3883495145631068,1.0,0.2857142857142857,1.0,0.0,0.6116504854368932
severity_extrapolation,high_train_to_low_test,120,A_strict_38,main,distance,0.8,33.64064802867242,0.8076923076923077,103,40,63,0.3883495145631068,1.0,0.2857142857142857,1.0,0.0,0.6116504854368932
severity_extrapolation,high_train_to_low_test,120,A_strict_38,main,distance,0.9,79.78000632350113,0.9102564102564102,103,42,61,0.4077669902912621,1.0,0.42857142857142855,1.0,0.0,0.5922330097087378
severity_extrapolation,high_train_to_low_test,120,A_strict_38,main,distance,1.0,3.334145059490497e+26,1.0,103,99,4,0.9611650485436893,0.6666666666666666,0.5356960220126817,0.734375,0.33333333333333337,0.03883495145631066
