split_type,split_id,window_s,input_group,accident_class,support,recall
random,seed_20266975,90,A_absolute_38,SGATR,9,0.0
random,seed_20266975,90,A_absolute_38,SGBTR,11,0.0
random,seed_20266975,90,A_absolute_38,SLBIC,18,0.16666666666666666
random,seed_20266975,90,B_relative_change,FLB,20,1.0
random,seed_20266975,90,B_relative_change,LOCAC,16,0.0
random,seed_20266975,90,B_relative_change,LOCA,15,1.0
random,seed_20266975,90,B_relative_change,LR,5,0.0
random,seed_20266975,90,B_relative_change,RI,7,1.0
random,seed_20266975,90,B_relative_change,SGATR,9,0.0
random,seed_20266975,90,B_relative_change,SGBTR,11,0.0
random,seed_20266975,90,B_relative_change,SLBIC,18,0.16666666666666666
random,seed_20266975,90,C_train_only_screened,FLB,20,1.0
random,seed_20266975,90,C_train_only_screened,LOCAC,16,0.0
random,seed_20266975,90,C_train_only_screened,LOCA,15,1.0
random,seed_20266975,90,C_train_only_screened,LR,5,0.0
random,seed_20266975,90,C_train_only_screened,RI,7,1.0
random,seed_20266975,90,C_train_only_screened,SGATR,9,0.0
random,seed_20266975,90,C_train_only_screened,SGBTR,11,0.0
random,seed_20266975,90,C_train_only_screened,SLBIC,18,0.16666666666666666
random,seed_20266975,120,A_absolute_38,FLB,20,1.0
random,seed_20266975,120,A_absolute_38,LOCAC,16,0.9375
random,seed_20266975,120,A_absolute_38,LOCA,15,1.0
random,seed_20266975,120,A_absolute_38,LR,5,1.0
random,seed_20266975,120,A_absolute_38,RI,7,1.0
random,seed_20266975,120,A_absolute_38,SGATR,9,1.0
random,seed_20266975,120,A_absolute_38,SGBTR,11,1.0
random,seed_20266975,120,A_absolute_38,SLBIC,18,0.9444444444444444
random,seed_20266975,120,B_relative_change,FLB,20,1.0
random,seed_20266975,120,B_relative_change,LOCAC,16,0.9375
random,seed_20266975,120,B_relative_change,LOCA,15,1.0
random,seed_20266975,120,B_relative_change,LR,5,1.0
random,seed_20266975,120,B_relative_change,RI,7,1.0
random,seed_20266975,120,B_relative_change,SGATR,9,1.0
random,seed_20266975,120,B_relative_change,SGBTR,11,1.0
random,seed_20266975,120,B_relative_change,SLBIC,18,0.9444444444444444
random,seed_20266975,120,C_train_only_screened,FLB,20,1.0
random,seed_20266975,120,C_train_only_screened,LOCAC,16,0.9375
random,seed_20266975,120,C_train_only_screened,LOCA,15,1.0
random,seed_20266975,120,C_train_only_screened,LR,5,1.0
random,seed_20266975,120,C_train_only_screened,RI,7,1.0
random,seed_20266975,120,C_train_only_screened,SGATR,9,1.0
random,seed_20266975,120,C_train_only_screened,SGBTR,11,1.0
random,seed_20266975,120,C_train_only_screened,SLBIC,18,0.9444444444444444
random,seed_20267984,60,A_absolute_38,FLB,20,1.0
random,seed_20267984,60,A_absolute_38,LOCAC,16,0.0
random,seed_20267984,60,A_absolute_38,LOCA,15,1.0
random,seed_20267984,60,A_absolute_38,LR,5,0.0
random,seed_20267984,60,A_absolute_38,RI,7,1.0
random,seed_20267984,60,A_absolute_38,SGATR,9,0.0
random,seed_20267984,60,A_absolute_38,SGBTR,11,0.0
random,seed_20267984,60,A_absolute_38,SLBIC,18,0.1111111111111111
random,seed_20267984,60,B_relative_change,FLB,20,1.0
random,seed_20267984,60,B_relative_change,LOCAC,16,0.0
random,seed_20267984,60,B_relative_change,LOCA,15,1.0
random,seed_20267984,60,B_relative_change,LR,5,0.0
random,seed_20267984,60,B_relative_change,RI,7,1.0
random,seed_20267984,60,B_relative_change,SGATR,9,0.0
random,seed_20267984,60,B_relative_change,SGBTR,11,0.0
random,seed_20267984,60,B_relative_change,SLBIC,18,0.1111111111111111
random,seed_20267984,60,C_train_only_screened,FLB,20,1.0
random,seed_20267984,60,C_train_only_screened,LOCAC,16,0.0
random,seed_20267984,60,C_train_only_screened,LOCA,15,1.0
random,seed_20267984,60,C_train_only_screened,LR,5,0.0
random,seed_20267984,60,C_train_only_screened,RI,7,1.0
random,seed_20267984,60,C_train_only_screened,SGATR,9,0.0
random,seed_20267984,60,C_train_only_screened,SGBTR,11,0.0
random,seed_20267984,60,C_train_only_screened,SLBIC,18,0.1111111111111111
random,seed_20267984,90,A_absolute_38,FLB,20,1.0
random,seed_20267984,90,A_absolute_38,LOCAC,16,0.0
random,seed_20267984,90,A_absolute_38,LOCA,15,1.0
random,seed_20267984,90,A_absolute_38,LR,5,0.0
random,seed_20267984,90,A_absolute_38,RI,7,1.0
random,seed_20267984,90,A_absolute_38,SGATR,9,0.0
random,seed_20267984,90,A_absolute_38,SGBTR,11,0.0
random,seed_20267984,90,A_absolute_38,SLBIC,18,0.1111111111111111
random,seed_20267984,90,B_relative_change,FLB,20,1.0
random,seed_20267984,90,B_relative_change,LOCAC,16,0.0
random,seed_20267984,90,B_relative_change,LOCA,15,1.0
random,seed_20267984,90,B_relative_change,LR,5,0.0
random,seed_20267984,90,B_relative_change,RI,7,1.0
random,seed_20267984,90,B_relative_change,SGATR,9,0.0
random,seed_20267984,90,B_relative_change,SGBTR,11,0.0
random,seed_20267984,90,B_relative_change,SLBIC,18,0.1111111111111111
random,seed_20267984,90,C_train_only_screened,FLB,20,1.0
random,seed_20267984,90,C_train_only_screened,LOCAC,16,0.0
random,seed_20267984,90,C_train_only_screened,LOCA,15,1.0
random,seed_20267984,90,C_train_only_screened,LR,5,0.0
random,seed_20267984,90,C_train_only_screened,RI,7,1.0
random,seed_20267984,90,C_train_only_screened,SGATR,9,0.0
random,seed_20267984,90,C_train_only_screened,SGBTR,11,0.0
random,seed_20267984,90,C_train_only_screened,SLBIC,18,0.1111111111111111
random,seed_20267984,120,A_absolute_38,FLB,20,1.0
random,seed_20267984,120,A_absolute_38,LOCAC,16,1.0
random,seed_20267984,120,A_absolute_38,LOCA,15,1.0
random,seed_20267984,120,A_absolute_38,LR,5,1.0
random,seed_20267984,120,A_absolute_38,RI,7,1.0
random,seed_20267984,120,A_absolute_38,SGATR,9,1.0
random,seed_20267984,120,A_absolute_38,SGBTR,11,1.0
random,seed_20267984,120,A_absolute_38,SLBIC,18,1.0
random,seed_20267984,120,B_relative_change,FLB,20,1.0
random,seed_20267984,120,B_relative_change,LOCAC,16,1.0
random,seed_20267984,120,B_relative_change,LOCA,15,1.0
random,seed_20267984,120,B_relative_change,LR,5,1.0
random,seed_20267984,120,B_relative_change,RI,7,1.0
random,seed_20267984,120,B_relative_change,SGATR,9,1.0
random,seed_20267984,120,B_relative_change,SGBTR,11,1.0
random,seed_20267984,120,B_relative_change,SLBIC,18,1.0
random,seed_20267984,120,C_train_only_screened,FLB,20,1.0
random,seed_20267984,120,C_train_only_screened,LOCAC,16,1.0
random,seed_20267984,120,C_train_only_screened,LOCA,15,1.0
random,seed_20267984,120,C_train_only_screened,LR,5,1.0
random,seed_20267984,120,C_train_only_screened,RI,7,1.0
random,seed_20267984,120,C_train_only_screened,SGATR,9,1.0
random,seed_20267984,120,C_train_only_screened,SGBTR,11,1.0
random,seed_20267984,120,C_train_only_screened,SLBIC,18,1.0
random,seed_20268993,60,A_absolute_38,FLB,20,1.0
random,seed_20268993,60,A_absolute_38,LOCAC,16,0.0
random,seed_20268993,60,A_absolute_38,LOCA,15,1.0
random,seed_20268993,60,A_absolute_38,LR,5,0.0
random,seed_20268993,60,A_absolute_38,RI,7,1.0
random,seed_20268993,60,A_absolute_38,SGATR,9,0.0
random,seed_20268993,60,A_absolute_38,SGBTR,11,0.0
random,seed_20268993,60,A_absolute_38,SLBIC,18,0.05555555555555555
random,seed_20268993,60,B_relative_change,FLB,20,1.0
random,seed_20268993,60,B_relative_change,LOCAC,16,0.0
random,seed_20268993,60,B_relative_change,LOCA,15,1.0
random,seed_20268993,60,B_relative_change,LR,5,0.0
random,seed_20268993,60,B_relative_change,RI,7,1.0
random,seed_20268993,60,B_relative_change,SGATR,9,0.0
random,seed_20268993,60,B_relative_change,SGBTR,11,0.0
random,seed_20268993,60,B_relative_change,SLBIC,18,0.05555555555555555
random,seed_20268993,60,C_train_only_screened,FLB,20,1.0
random,seed_20268993,60,C_train_only_screened,LOCAC,16,0.0
random,seed_20268993,60,C_train_only_screened,LOCA,15,1.0
random,seed_20268993,60,C_train_only_screened,LR,5,0.0
random,seed_20268993,60,C_train_only_screened,RI,7,1.0
random,seed_20268993,60,C_train_only_screened,SGATR,9,0.0
random,seed_20268993,60,C_train_only_screened,SGBTR,11,0.0
random,seed_20268993,60,C_train_only_screened,SLBIC,18,0.05555555555555555
random,seed_20268993,90,A_absolute_38,FLB,20,1.0
random,seed_20268993,90,A_absolute_38,LOCAC,16,0.0
random,seed_20268993,90,A_absolute_38,LOCA,15,1.0
random,seed_20268993,90,A_absolute_38,LR,5,0.0
random,seed_20268993,90,A_absolute_38,RI,7,1.0
random,seed_20268993,90,A_absolute_38,SGATR,9,0.0
random,seed_20268993,90,A_absolute_38,SGBTR,11,0.0
random,seed_20268993,90,A_absolute_38,SLBIC,18,0.05555555555555555
random,seed_20268993,90,B_relative_change,FLB,20,1.0
random,seed_20268993,90,B_relative_change,LOCAC,16,0.0
random,seed_20268993,90,B_relative_change,LOCA,15,1.0
random,seed_20268993,90,B_relative_change,LR,5,0.0
random,seed_20268993,90,B_relative_change,RI,7,1.0
random,seed_20268993,90,B_relative_change,SGATR,9,0.0
random,seed_20268993,90,B_relative_change,SGBTR,11,0.0
random,seed_20268993,90,B_relative_change,SLBIC,18,0.05555555555555555
random,seed_20268993,90,C_train_only_screened,FLB,20,1.0
random,seed_20268993,90,C_train_only_screened,LOCAC,16,0.0
random,seed_20268993,90,C_train_only_screened,LOCA,15,1.0
random,seed_20268993,90,C_train_only_screened,LR,5,0.0
random,seed_20268993,90,C_train_only_screened,RI,7,1.0
random,seed_20268993,90,C_train_only_screened,SGATR,9,0.0
random,seed_20268993,90,C_train_only_screened,SGBTR,11,0.0
random,seed_20268993,90,C_train_only_screened,SLBIC,18,0.05555555555555555
random,seed_20268993,120,A_absolute_38,FLB,20,1.0
random,seed_20268993,120,A_absolute_38,LOCAC,16,0.9375
random,seed_20268993,120,A_absolute_38,LOCA,15,1.0
random,seed_20268993,120,A_absolute_38,LR,5,1.0
random,seed_20268993,120,A_absolute_38,RI,7,0.8571428571428571
random,seed_20268993,120,A_absolute_38,SGATR,9,1.0
random,seed_20268993,120,A_absolute_38,SGBTR,11,1.0
random,seed_20268993,120,A_absolute_38,SLBIC,18,0.8333333333333334
random,seed_20268993,120,B_relative_change,FLB,20,1.0
random,seed_20268993,120,B_relative_change,LOCAC,16,1.0
random,seed_20268993,120,B_relative_change,LOCA,15,1.0
random,seed_20268993,120,B_relative_change,LR,5,1.0
random,seed_20268993,120,B_relative_change,RI,7,0.8571428571428571
random,seed_20268993,120,B_relative_change,SGATR,9,1.0
random,seed_20268993,120,B_relative_change,SGBTR,11,1.0
random,seed_20268993,120,B_relative_change,SLBIC,18,0.8333333333333334
random,seed_20268993,120,C_train_only_screened,FLB,20,1.0
random,seed_20268993,120,C_train_only_screened,LOCAC,16,0.9375
random,seed_20268993,120,C_train_only_screened,LOCA,15,1.0
random,seed_20268993,120,C_train_only_screened,LR,5,1.0
random,seed_20268993,120,C_train_only_screened,RI,7,0.8571428571428571
random,seed_20268993,120,C_train_only_screened,SGATR,9,1.0
random,seed_20268993,120,C_train_only_screened,SGBTR,11,1.0
random,seed_20268993,120,C_train_only_screened,SLBIC,18,0.8333333333333334
random,seed_20270002,60,A_absolute_38,FLB,20,1.0
random,seed_20270002,60,A_absolute_38,LOCAC,16,0.0
random,seed_20270002,60,A_absolute_38,LOCA,15,1.0
random,seed_20270002,60,A_absolute_38,LR,5,0.0
random,seed_20270002,60,A_absolute_38,RI,7,1.0
random,seed_20270002,60,A_absolute_38,SGATR,9,0.0
random,seed_20270002,60,A_absolute_38,SGBTR,11,0.0
random,seed_20270002,60,A_absolute_38,SLBIC,18,0.2777777777777778
random,seed_20270002,60,B_relative_change,FLB,20,1.0
random,seed_20270002,60,B_relative_change,LOCAC,16,0.0
random,seed_20270002,60,B_relative_change,LOCA,15,1.0
random,seed_20270002,60,B_relative_change,LR,5,0.0
random,seed_20270002,60,B_relative_change,RI,7,1.0
random,seed_20270002,60,B_relative_change,SGATR,9,0.0
random,seed_20270002,60,B_relative_change,SGBTR,11,0.0
random,seed_20270002,60,B_relative_change,SLBIC,18,0.2777777777777778
random,seed_20270002,60,C_train_only_screened,FLB,20,1.0
random,seed_20270002,60,C_train_only_screened,LOCAC,16,0.0
random,seed_20270002,60,C_train_only_screened,LOCA,15,1.0
random,seed_20270002,60,C_train_only_screened,LR,5,0.0
random,seed_20270002,60,C_train_only_screened,RI,7,1.0
random,seed_20270002,60,C_train_only_screened,SGATR,9,0.0
random,seed_20270002,60,C_train_only_screened,SGBTR,11,0.0
random,seed_20270002,60,C_train_only_screened,SLBIC,18,0.2777777777777778
random,seed_20270002,90,A_absolute_38,FLB,20,1.0
random,seed_20270002,90,A_absolute_38,LOCAC,16,0.0
random,seed_20270002,90,A_absolute_38,LOCA,15,1.0
random,seed_20270002,90,A_absolute_38,LR,5,0.0
random,seed_20270002,90,A_absolute_38,RI,7,1.0
random,seed_20270002,90,A_absolute_38,SGATR,9,0.0
random,seed_20270002,90,A_absolute_38,SGBTR,11,0.0
random,seed_20270002,90,A_absolute_38,SLBIC,18,0.2777777777777778
random,seed_20270002,90,B_relative_change,FLB,20,1.0
random,seed_20270002,90,B_relative_change,LOCAC,16,0.0
random,seed_20270002,90,B_relative_change,LOCA,15,1.0
random,seed_20270002,90,B_relative_change,LR,5,0.0
random,seed_20270002,90,B_relative_change,RI,7,1.0
random,seed_20270002,90,B_relative_change,SGATR,9,0.0
random,seed_20270002,90,B_relative_change,SGBTR,11,0.0
random,seed_20270002,90,B_relative_change,SLBIC,18,0.2777777777777778
random,seed_20270002,90,C_train_only_screened,FLB,20,1.0
random,seed_20270002,90,C_train_only_screened,LOCAC,16,0.0
random,seed_20270002,90,C_train_only_screened,LOCA,15,1.0
random,seed_20270002,90,C_train_only_screened,LR,5,0.0
random,seed_20270002,90,C_train_only_screened,RI,7,1.0
random,seed_20270002,90,C_train_only_screened,SGATR,9,0.0
random,seed_20270002,90,C_train_only_screened,SGBTR,11,0.0
random,seed_20270002,90,C_train_only_screened,SLBIC,18,0.2777777777777778
random,seed_20270002,120,A_absolute_38,FLB,20,1.0
random,seed_20270002,120,A_absolute_38,LOCAC,16,0.9375
random,seed_20270002,120,A_absolute_38,LOCA,15,0.9333333333333333
random,seed_20270002,120,A_absolute_38,LR,5,1.0
random,seed_20270002,120,A_absolute_38,RI,7,0.8571428571428571
random,seed_20270002,120,A_absolute_38,SGATR,9,1.0
random,seed_20270002,120,A_absolute_38,SGBTR,11,1.0
random,seed_20270002,120,A_absolute_38,SLBIC,18,1.0
random,seed_20270002,120,B_relative_change,FLB,20,1.0
random,seed_20270002,120,B_relative_change,LOCAC,16,0.9375
random,seed_20270002,120,B_relative_change,LOCA,15,0.9333333333333333
random,seed_20270002,120,B_relative_change,LR,5,1.0
random,seed_20270002,120,B_relative_change,RI,7,0.8571428571428571
random,seed_20270002,120,B_relative_change,SGATR,9,1.0
random,seed_20270002,120,B_relative_change,SGBTR,11,1.0
random,seed_20270002,120,B_relative_change,SLBIC,18,1.0
random,seed_20270002,120,C_train_only_screened,FLB,20,1.0
random,seed_20270002,120,C_train_only_screened,LOCAC,16,0.9375
random,seed_20270002,120,C_train_only_screened,LOCA,15,0.9333333333333333
random,seed_20270002,120,C_train_only_screened,LR,5,1.0
random,seed_20270002,120,C_train_only_screened,RI,7,0.8571428571428571
random,seed_20270002,120,C_train_only_screened,SGATR,9,1.0
random,seed_20270002,120,C_train_only_screened,SGBTR,11,1.0
random,seed_20270002,120,C_train_only_screened,SLBIC,18,1.0
severity_blocked,low_block,60,A_absolute_38,FLB,20,1.0
severity_blocked,low_block,60,A_absolute_38,LOCAC,16,0.0
severity_blocked,low_block,60,A_absolute_38,LOCA,16,1.0
severity_blocked,low_block,60,A_absolute_38,LR,6,0.0
severity_blocked,low_block,60,A_absolute_38,RI,7,1.0
severity_blocked,low_block,60,A_absolute_38,SGATR,9,0.0
severity_blocked,low_block,60,A_absolute_38,SGBTR,11,0.0
severity_blocked,low_block,60,A_absolute_38,SLBIC,18,0.0
severity_blocked,low_block,60,B_relative_change,FLB,20,1.0
severity_blocked,low_block,60,B_relative_change,LOCAC,16,0.0
severity_blocked,low_block,60,B_relative_change,LOCA,16,1.0
severity_blocked,low_block,60,B_relative_change,LR,6,0.0
severity_blocked,low_block,60,B_relative_change,RI,7,1.0
severity_blocked,low_block,60,B_relative_change,SGATR,9,0.0
severity_blocked,low_block,60,B_relative_change,SGBTR,11,0.0
severity_blocked,low_block,60,B_relative_change,SLBIC,18,0.0
severity_blocked,low_block,60,C_train_only_screened,FLB,20,1.0
severity_blocked,low_block,60,C_train_only_screened,LOCAC,16,0.0
severity_blocked,low_block,60,C_train_only_screened,LOCA,16,1.0
severity_blocked,low_block,60,C_train_only_screened,LR,6,0.0
severity_blocked,low_block,60,C_train_only_screened,RI,7,1.0
severity_blocked,low_block,60,C_train_only_screened,SGATR,9,0.0
severity_blocked,low_block,60,C_train_only_screened,SGBTR,11,0.0
severity_blocked,low_block,60,C_train_only_screened,SLBIC,18,0.0
severity_blocked,low_block,90,A_absolute_38,FLB,20,1.0
severity_blocked,low_block,90,A_absolute_38,LOCAC,16,0.0
severity_blocked,low_block,90,A_absolute_38,LOCA,16,1.0
severity_blocked,low_block,90,A_absolute_38,LR,6,0.0
severity_blocked,low_block,90,A_absolute_38,RI,7,1.0
severity_blocked,low_block,90,A_absolute_38,SGATR,9,0.0
severity_blocked,low_block,90,A_absolute_38,SGBTR,11,0.0
severity_blocked,low_block,90,A_absolute_38,SLBIC,18,0.0
severity_blocked,low_block,90,B_relative_change,FLB,20,1.0
severity_blocked,low_block,90,B_relative_change,LOCAC,16,0.0
severity_blocked,low_block,90,B_relative_change,LOCA,16,1.0
severity_blocked,low_block,90,B_relative_change,LR,6,0.0
severity_blocked,low_block,90,B_relative_change,RI,7,1.0
severity_blocked,low_block,90,B_relative_change,SGATR,9,0.0
severity_blocked,low_block,90,B_relative_change,SGBTR,11,0.0
severity_blocked,low_block,90,B_relative_change,SLBIC,18,0.0
severity_blocked,low_block,90,C_train_only_screened,FLB,20,1.0
severity_blocked,low_block,90,C_train_only_screened,LOCAC,16,0.0
severity_blocked,low_block,90,C_train_only_screened,LOCA,16,1.0
severity_blocked,low_block,90,C_train_only_screened,LR,6,0.0
severity_blocked,low_block,90,C_train_only_screened,RI,7,1.0
severity_blocked,low_block,90,C_train_only_screened,SGATR,9,0.0
severity_blocked,low_block,90,C_train_only_screened,SGBTR,11,0.0
severity_blocked,low_block,90,C_train_only_screened,SLBIC,18,0.0
severity_blocked,low_block,120,A_absolute_38,FLB,20,1.0
severity_blocked,low_block,120,A_absolute_38,LOCAC,16,1.0
severity_blocked,low_block,120,A_absolute_38,LOCA,16,1.0
severity_blocked,low_block,120,A_absolute_38,LR,6,1.0
severity_blocked,low_block,120,A_absolute_38,RI,7,1.0
severity_blocked,low_block,120,A_absolute_38,SGATR,9,1.0
severity_blocked,low_block,120,A_absolute_38,SGBTR,11,1.0
severity_blocked,low_block,120,A_absolute_38,SLBIC,18,0.1111111111111111
severity_blocked,low_block,120,B_relative_change,FLB,20,1.0
severity_blocked,low_block,120,B_relative_change,LOCAC,16,1.0
severity_blocked,low_block,120,B_relative_change,LOCA,16,1.0
severity_blocked,low_block,120,B_relative_change,LR,6,1.0
severity_blocked,low_block,120,B_relative_change,RI,7,1.0
severity_blocked,low_block,120,B_relative_change,SGATR,9,1.0
severity_blocked,low_block,120,B_relative_change,SGBTR,11,1.0
severity_blocked,low_block,120,B_relative_change,SLBIC,18,0.1111111111111111
severity_blocked,low_block,120,C_train_only_screened,FLB,20,1.0
severity_blocked,low_block,120,C_train_only_screened,LOCAC,16,1.0
severity_blocked,low_block,120,C_train_only_screened,LOCA,16,1.0
severity_blocked,low_block,120,C_train_only_screened,LR,6,1.0
severity_blocked,low_block,120,C_train_only_screened,RI,7,1.0
severity_blocked,low_block,120,C_train_only_screened,SGATR,9,1.0
severity_blocked,low_block,120,C_train_only_screened,SGBTR,11,1.0
severity_blocked,low_block,120,C_train_only_screened,SLBIC,18,0.1111111111111111
severity_blocked,middle_block,60,A_absolute_38,FLB,20,1.0
severity_blocked,middle_block,60,A_absolute_38,LOCAC,16,0.0
severity_blocked,middle_block,60,A_absolute_38,LOCA,16,1.0
severity_blocked,middle_block,60,A_absolute_38,LR,6,0.0
severity_blocked,middle_block,60,A_absolute_38,RI,7,1.0
severity_blocked,middle_block,60,A_absolute_38,SGATR,9,0.0
severity_blocked,middle_block,60,A_absolute_38,SGBTR,11,0.0
severity_blocked,middle_block,60,A_absolute_38,SLBIC,18,0.0
severity_blocked,middle_block,60,B_relative_change,FLB,20,1.0
severity_blocked,middle_block,60,B_relative_change,LOCAC,16,0.0
severity_blocked,middle_block,60,B_relative_change,LOCA,16,1.0
severity_blocked,middle_block,60,B_relative_change,LR,6,0.0
severity_blocked,middle_block,60,B_relative_change,RI,7,1.0
severity_blocked,middle_block,60,B_relative_change,SGATR,9,0.0
severity_blocked,middle_block,60,B_relative_change,SGBTR,11,0.0
severity_blocked,middle_block,60,B_relative_change,SLBIC,18,0.0
severity_blocked,middle_block,60,C_train_only_screened,FLB,20,1.0
severity_blocked,middle_block,60,C_train_only_screened,LOCAC,16,0.0
severity_blocked,middle_block,60,C_train_only_screened,LOCA,16,1.0
severity_blocked,middle_block,60,C_train_only_screened,LR,6,0.0
severity_blocked,middle_block,60,C_train_only_screened,RI,7,1.0
severity_blocked,middle_block,60,C_train_only_screened,SGATR,9,0.0
severity_blocked,middle_block,60,C_train_only_screened,SGBTR,11,0.0
severity_blocked,middle_block,60,C_train_only_screened,SLBIC,18,0.0
severity_blocked,middle_block,90,A_absolute_38,FLB,20,1.0
severity_blocked,middle_block,90,A_absolute_38,LOCAC,16,0.0
severity_blocked,middle_block,90,A_absolute_38,LOCA,16,1.0
severity_blocked,middle_block,90,A_absolute_38,LR,6,0.0
severity_blocked,middle_block,90,A_absolute_38,RI,7,1.0
severity_blocked,middle_block,90,A_absolute_38,SGATR,9,0.0
severity_blocked,middle_block,90,A_absolute_38,SGBTR,11,0.0
severity_blocked,middle_block,90,A_absolute_38,SLBIC,18,0.0
severity_blocked,middle_block,90,B_relative_change,FLB,20,1.0
severity_blocked,middle_block,90,B_relative_change,LOCAC,16,0.0
severity_blocked,middle_block,90,B_relative_change,LOCA,16,1.0
severity_blocked,middle_block,90,B_relative_change,LR,6,0.0
severity_blocked,middle_block,90,B_relative_change,RI,7,1.0
severity_blocked,middle_block,90,B_relative_change,SGATR,9,0.0
severity_blocked,middle_block,90,B_relative_change,SGBTR,11,0.0
severity_blocked,middle_block,90,B_relative_change,SLBIC,18,0.0
severity_blocked,middle_block,90,C_train_only_screened,FLB,20,1.0
severity_blocked,middle_block,90,C_train_only_screened,LOCAC,16,0.0
severity_blocked,middle_block,90,C_train_only_screened,LOCA,16,1.0
severity_blocked,middle_block,90,C_train_only_screened,LR,6,0.0
severity_blocked,middle_block,90,C_train_only_screened,RI,7,1.0
severity_blocked,middle_block,90,C_train_only_screened,SGATR,9,0.0
severity_blocked,middle_block,90,C_train_only_screened,SGBTR,11,0.0
severity_blocked,middle_block,90,C_train_only_screened,SLBIC,18,0.0
severity_blocked,middle_block,120,A_absolute_38,FLB,20,1.0
severity_blocked,middle_block,120,A_absolute_38,LOCAC,16,1.0
severity_blocked,middle_block,120,A_absolute_38,LOCA,16,1.0
severity_blocked,middle_block,120,A_absolute_38,LR,6,1.0
severity_blocked,middle_block,120,A_absolute_38,RI,7,1.0
severity_blocked,middle_block,120,A_absolute_38,SGATR,9,1.0
severity_blocked,middle_block,120,A_absolute_38,SGBTR,11,1.0
severity_blocked,middle_block,120,A_absolute_38,SLBIC,18,1.0
severity_blocked,middle_block,120,B_relative_change,FLB,20,1.0
severity_blocked,middle_block,120,B_relative_change,LOCAC,16,1.0
severity_blocked,middle_block,120,B_relative_change,LOCA,16,1.0
severity_blocked,middle_block,120,B_relative_change,LR,6,1.0
severity_blocked,middle_block,120,B_relative_change,RI,7,1.0
severity_blocked,middle_block,120,B_relative_change,SGATR,9,1.0
severity_blocked,middle_block,120,B_relative_change,SGBTR,11,1.0
severity_blocked,middle_block,120,B_relative_change,SLBIC,18,1.0
severity_blocked,middle_block,120,C_train_only_screened,FLB,20,1.0
severity_blocked,middle_block,120,C_train_only_screened,LOCAC,16,1.0
severity_blocked,middle_block,120,C_train_only_screened,LOCA,16,1.0
severity_blocked,middle_block,120,C_train_only_screened,LR,6,1.0
severity_blocked,middle_block,120,C_train_only_screened,RI,7,1.0
severity_blocked,middle_block,120,C_train_only_screened,SGATR,9,1.0
severity_blocked,middle_block,120,C_train_only_screened,SGBTR,11,1.0
severity_blocked,middle_block,120,C_train_only_screened,SLBIC,18,1.0
severity_blocked,high_block,60,A_absolute_38,FLB,20,1.0
severity_blocked,high_block,60,A_absolute_38,LOCAC,16,0.0
severity_blocked,high_block,60,A_absolute_38,LOCA,16,1.0
severity_blocked,high_block,60,A_absolute_38,LR,6,0.0
severity_blocked,high_block,60,A_absolute_38,RI,7,1.0
severity_blocked,high_block,60,A_absolute_38,SGATR,9,0.0
severity_blocked,high_block,60,A_absolute_38,SGBTR,11,0.0
severity_blocked,high_block,60,A_absolute_38,SLBIC,18,0.0
severity_blocked,high_block,60,B_relative_change,FLB,20,1.0
severity_blocked,high_block,60,B_relative_change,LOCAC,16,0.0
severity_blocked,high_block,60,B_relative_change,LOCA,16,1.0
severity_blocked,high_block,60,B_relative_change,LR,6,0.0
severity_blocked,high_block,60,B_relative_change,RI,7,1.0
severity_blocked,high_block,60,B_relative_change,SGATR,9,0.0
severity_blocked,high_block,60,B_relative_change,SGBTR,11,0.0
severity_blocked,high_block,60,B_relative_change,SLBIC,18,0.0
severity_blocked,high_block,60,C_train_only_screened,FLB,20,1.0
severity_blocked,high_block,60,C_train_only_screened,LOCAC,16,0.0
severity_blocked,high_block,60,C_train_only_screened,LOCA,16,1.0
severity_blocked,high_block,60,C_train_only_screened,LR,6,0.0
severity_blocked,high_block,60,C_train_only_screened,RI,7,1.0
severity_blocked,high_block,60,C_train_only_screened,SGATR,9,0.0
severity_blocked,high_block,60,C_train_only_screened,SGBTR,11,0.0
severity_blocked,high_block,60,C_train_only_screened,SLBIC,18,0.0
severity_blocked,high_block,90,A_absolute_38,FLB,20,1.0
severity_blocked,high_block,90,A_absolute_38,LOCAC,16,0.0
severity_blocked,high_block,90,A_absolute_38,LOCA,16,1.0
severity_blocked,high_block,90,A_absolute_38,LR,6,0.0
severity_blocked,high_block,90,A_absolute_38,RI,7,1.0
severity_blocked,high_block,90,A_absolute_38,SGATR,9,0.0
severity_blocked,high_block,90,A_absolute_38,SGBTR,11,0.0
severity_blocked,high_block,90,A_absolute_38,SLBIC,18,0.0
severity_blocked,high_block,90,B_relative_change,FLB,20,1.0
severity_blocked,high_block,90,B_relative_change,LOCAC,16,0.0
severity_blocked,high_block,90,B_relative_change,LOCA,16,1.0
severity_blocked,high_block,90,B_relative_change,LR,6,0.0
severity_blocked,high_block,90,B_relative_change,RI,7,1.0
severity_blocked,high_block,90,B_relative_change,SGATR,9,0.0
severity_blocked,high_block,90,B_relative_change,SGBTR,11,0.0
severity_blocked,high_block,90,B_relative_change,SLBIC,18,0.0
severity_blocked,high_block,90,C_train_only_screened,FLB,20,1.0
severity_blocked,high_block,90,C_train_only_screened,LOCAC,16,0.0
severity_blocked,high_block,90,C_train_only_screened,LOCA,16,1.0
severity_blocked,high_block,90,C_train_only_screened,LR,6,0.0
