scope,input_group,window_s,selected_model,accident_class,recall,support,test_macro_f1,test_balanced_accuracy
all_sample,C_without_SLBIC_initial,40,hist_gradient_boosting,RI,1.0,10,0.19275498978469274,0.2727272727272727
all_sample,C_without_SLBIC_initial,40,hist_gradient_boosting,SGBTR,1.0,11,0.19275498978469274,0.2727272727272727
all_sample,C_without_SLBIC_initial,40,hist_gradient_boosting,LOCA,1.0,10,0.19275498978469274,0.2727272727272727
all_sample,C_without_SLBIC_initial,60,hist_gradient_boosting,FLB,0.0,10,0.19275498978469274,0.2727272727272727
all_sample,C_without_SLBIC_initial,60,hist_gradient_boosting,LLB,0.0,11,0.19275498978469274,0.2727272727272727
all_sample,C_without_SLBIC_initial,60,hist_gradient_boosting,LOCAC,0.0,10,0.19275498978469274,0.2727272727272727
all_sample,C_without_SLBIC_initial,60,hist_gradient_boosting,RW,0.0,10,0.19275498978469274,0.2727272727272727
all_sample,C_without_SLBIC_initial,60,hist_gradient_boosting,RI,1.0,10,0.19275498978469274,0.2727272727272727
all_sample,C_without_SLBIC_initial,60,hist_gradient_boosting,SGBTR,1.0,11,0.19275498978469274,0.2727272727272727
all_sample,C_without_SLBIC_initial,60,hist_gradient_boosting,LOCA,1.0,10,0.19275498978469274,0.2727272727272727
all_sample,C_without_SLBIC_initial,90,hist_gradient_boosting,FLB,0.0,10,0.19275498978469274,0.2727272727272727
all_sample,C_without_SLBIC_initial,90,hist_gradient_boosting,LLB,0.0,11,0.19275498978469274,0.2727272727272727
all_sample,C_without_SLBIC_initial,90,hist_gradient_boosting,LOCAC,0.0,10,0.19275498978469274,0.2727272727272727
all_sample,C_without_SLBIC_initial,90,hist_gradient_boosting,RW,0.0,10,0.19275498978469274,0.2727272727272727
all_sample,C_without_SLBIC_initial,90,hist_gradient_boosting,RI,1.0,10,0.19275498978469274,0.2727272727272727
all_sample,C_without_SLBIC_initial,90,hist_gradient_boosting,SGBTR,1.0,11,0.19275498978469274,0.2727272727272727
