split_type,split_id,window_s,feature,severity_dependency_max_abs_spearman,class_signal_max_between_share,class_signal_train_median,removed,screening_rule
random,seed_20262939,120,WSTA,0.23629697280349335,0.88511463010928,0.7534207546740825,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20262939,120,WSTB,0.21354432723496422,0.8880209101938621,0.7534207546740825,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20262939,120,VOL,0.16335812972087957,0.6950866017945654,0.7534207546740825,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20262939,120,LVPZ,0.16335804097946693,0.6950877812293892,0.7534207546740825,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20262939,120,QMWT,0.08548022627111126,0.7534210526904928,0.7534207546740825,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20262939,120,LSGA,0.31227071908757154,0.9552733289253627,0.7534207546740825,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20262939,120,LSGB,0.5944021526218739,0.9843949296845768,0.7534207546740825,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20262939,120,QMGA,0.18738832494193794,0.8306016080089965,0.7534207546740825,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20262939,120,QMGB,0.43462893101868494,0.822705513289383,0.7534207546740825,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20262939,120,NSGA,0.18650413588935197,0.5816899450687051,0.7534207546740825,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20262939,120,NSGB,0.1574858912063792,0.5922588715090045,0.7534207546740825,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20262939,120,TSAT,0.1614112075884899,0.6590002222789089,0.7534207546740825,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20262939,120,LVCR,0.0,0.0,0.7534207546740825,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20262939,120,RHBR,0.0,0.0,0.7534207546740825,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20262939,120,RHMT,0.3826561773283297,0.8150397619863774,0.7534207546740825,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20262939,120,RHFL,0.07211432015278743,0.7507757965778457,0.7534207546740825,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20262939,120,RH,0.1078884899706349,0.7135047877079899,0.7534207546740825,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20262939,120,PWNT,0.07317495063191061,0.7835326163590065,0.7534207546740825,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20262939,120,PWR,0.0641360415735735,0.7534204566576722,0.7534207546740825,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20262939,120,TFSB,0.0635672934303048,0.7551115199149412,0.7534207546740825,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20262939,120,TFPK,0.060800207281637576,0.7507770786062005,0.7534207546740825,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20262939,120,TF,0.060800207281637576,0.7507770786062005,0.7534207546740825,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20262939,120,PPM,0.0,0.0,0.7534207546740825,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20262939,120,RRCA,0.3988306551177616,0.6382508152024262,0.7534207546740825,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20262939,120,RRCB,0.3988328185457563,0.7083373292436521,0.7534207546740825,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20262939,120,RRCO,0.3988328185457563,0.6761765767123755,0.7534207546740825,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,P,0.539798474070079,0.8930140018927886,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,TAVG,0.539798474070079,0.973961528602769,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,THA,0.539798474070079,0.992862346047943,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,THB,0.539798474070079,0.9928127647377151,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,TCA,0.539798474070079,0.9979937513450885,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,TCB,0.539798474070079,0.9979893282132648,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,WRCA,0.0,0.0,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,WRCB,0.0,0.0,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,PSGA,0.539798474070079,0.9971713418488534,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,PSGB,0.539798474070079,0.9971727051995775,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,WFWA,0.539798474070079,0.9999916746126212,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,WFWB,0.539798474070079,0.999991942279683,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,WSTA,0.5367298518062691,0.9999999999688423,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,WSTB,0.4664927471054826,0.9999999999981516,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,VOL,0.5367298518062691,0.8235578100237368,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,LVPZ,0.5367298518062691,0.8236614827088743,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,QMWT,0.539798474070079,0.9999713104888301,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,LSGA,0.45646376593380633,0.9997385594590054,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,LSGB,0.45646376593380633,0.9997381130515648,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,QMGA,0.539798474070079,0.9999981463632623,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,QMGB,0.539798474070079,0.9999980936397347,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,NSGA,0.5341907501230583,0.9998334769468643,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,NSGB,0.5341907501230583,0.9998288178232204,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,TSAT,0.539798474070079,0.8796516099181371,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,LVCR,0.0,0.0,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,RHBR,0.0,0.0,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,RHMT,0.539798474070079,0.9892246006499538,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,RHFL,0.539798474070079,0.9898315070007867,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,RH,0.539798474070079,0.9993848656830666,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,PWNT,0.539798474070079,0.9999059758892168,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,PWR,0.539798474070079,0.9998821418791766,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,TFSB,0.539798474070079,0.9998015506472919,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,TFPK,0.539798474070079,0.9997947475148444,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,TF,0.539798474070079,0.9997947475148444,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,PPM,0.0,0.0,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,RRCA,0.0,0.0,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,RRCB,0.0,0.0,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,60,RRCO,0.0,0.0,0.9975810167064212,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,P,0.5367298518062691,0.9700725070285903,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,TAVG,0.539798474070079,0.9902711552309406,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,THA,0.539798474070079,0.9974803740813949,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,THB,0.539798474070079,0.9974614401142496,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,TCA,0.539798474070079,0.9990277761921006,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,TCB,0.539798474070079,0.9990238763711317,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,WRCA,0.0,0.0,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,WRCB,0.0,0.0,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,PSGA,0.539798474070079,0.9989061142668294,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,PSGB,0.539798474070079,0.9989064149720953,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,WFWA,0.539798474070079,0.9999912249214994,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,WFWB,0.539798474070079,0.9999913949219612,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,WSTA,0.5367298518062691,0.9999999999288711,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,WSTB,0.08266552109190788,0.9999999999675885,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,VOL,0.5367298518062691,0.8542051482705877,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,LVPZ,0.5367298518062691,0.8543430401085054,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,QMWT,0.539798474070079,0.9999998698307877,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,LSGA,0.45646376593380633,0.9999539943238771,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,LSGB,0.45646376593380633,0.9999540849869222,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,QMGA,0.539798474070079,0.9999994938081368,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,QMGB,0.539798474070079,0.9999994664464424,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,NSGA,0.539798474070079,0.9999197667960038,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,NSGB,0.539798474070079,0.9999203051432437,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,TSAT,0.5367298518062691,0.9594630642510179,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,LVCR,0.0,0.0,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,RHBR,0.0,0.0,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,RHMT,0.539798474070079,0.9955810961164101,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,RHFL,0.539798474070079,0.9957042845944261,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,RH,0.45646376593380633,0.9999996604095901,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,PWNT,0.539798474070079,0.9999909985527718,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,PWR,0.539798474070079,0.9999900831079488,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,TFSB,0.539798474070079,0.9999718206189809,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,TFPK,0.539798474070079,0.99997139304011,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,TF,0.539798474070079,0.99997139304011,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,PPM,0.0,0.0,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,RRCA,0.0,0.0,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,RRCB,0.0,0.0,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,90,RRCO,0.0,0.0,0.9989651456716135,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,P,0.23458542920862868,0.6275382889970542,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,TAVG,0.3709433383994862,0.7446398236475604,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,THA,0.10941821603348016,0.7377276843400425,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,THB,0.0908216580202194,0.7317069189754162,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,TCA,0.3992970592268243,0.9465699479814875,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,TCB,0.40127781652249334,0.9631503241111902,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,WRCA,0.38757386729216525,0.5958421294869841,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,WRCB,0.38757720670931295,0.6529577261517201,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,PSGA,0.3574646421265073,0.9663323701812424,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,PSGB,0.5090096386917725,0.9876785101311307,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,WFWA,0.11211806633600732,0.7857504561068482,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,WFWB,0.1146294874665357,0.7968322736407888,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,WSTA,0.2690362142217779,0.8598000657529549,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,WSTB,0.2423962549751725,0.8523046605007987,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,VOL,0.23724539723163635,0.6539469295990886,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,LVPZ,0.23724529412815162,0.6539484566807451,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,QMWT,0.059769060332477655,0.721743700064885,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,LSGA,0.3035093571589643,0.9597886319511308,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,LSGB,0.6001705451989854,0.9850796986816936,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,QMGA,0.18753344486391518,0.8041712107122977,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,QMGB,0.3917767168205296,0.7859867797709885,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,NSGA,0.18795670592513788,0.6004684402241758,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,NSGB,0.1694089050236625,0.6068273981380987,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,TSAT,0.2354160583526592,0.6184148729262905,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,LVCR,0.0,0.0,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,RHBR,0.0,0.0,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,RHMT,0.35645523411103613,0.7852544882961682,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,RHFL,0.04269940165410169,0.7187213056501259,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,RH,0.13686909167705835,0.6564992733644045,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,PWNT,0.046145882855819255,0.758190227415791,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,PWR,0.04253420134235129,0.7217430231882428,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,TFSB,0.03888895700377432,0.7247029473394832,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,TFPK,0.039095291914233166,0.7187189650650614,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,TF,0.039095291914233166,0.7187189650650614,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,PPM,0.0,0.0,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,RRCA,0.38757386729216525,0.5958415804945719,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,RRCB,0.38757720670931295,0.6529572267433501,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20263948,120,RRCO,0.38757720670931295,0.6268869714803317,0.7217433616265638,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,P,0.5221519146886331,0.8616843876835183,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,TAVG,0.5221519146886331,0.9652796375020591,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,THA,0.5221519146886331,0.9904277634359223,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,THB,0.5221519146886331,0.9903614056028406,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,TCA,0.5221519146886331,0.9973067868102302,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,TCB,0.5221519146886331,0.9973008500428253,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,WRCA,0.0,0.0,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,WRCB,0.0,0.0,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,PSGA,0.5221519146886331,0.9962032751121621,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,PSGB,0.5221519146886331,0.9962051044416368,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,WFWA,0.5221519146886331,0.9999888291376196,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,WFWB,0.5221519146886331,0.9999891883034816,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,WSTA,0.5183750297476261,0.9999999999581972,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,WSTB,0.47947960186191946,0.9999999999975203,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,VOL,0.5183750297476261,0.777596739630705,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,LVPZ,0.5183750297476261,0.7777264600009016,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,QMWT,0.5221519146886331,0.9999615155912301,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,LSGA,0.40055936086507477,0.9996492718359334,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,LSGB,0.40055936086507477,0.9996486725738142,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,QMGA,0.5221519146886331,0.9999975131419606,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,QMGB,0.5221519146886331,0.9999974424090822,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,NSGA,0.511675201551593,0.9997765018778392,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,NSGB,0.511675201551593,0.9997702476630269,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,TSAT,0.5221519146886331,0.8452040143858908,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,LVCR,0.0,0.0,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,RHBR,0.0,0.0,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,RHMT,0.5221519146886331,0.9855635286319033,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,RHFL,0.5221519146886331,0.9863732797808343,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,RH,0.5221519146886331,0.9991743439528172,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,PWNT,0.5221519146886331,0.999873896620262,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,PWR,0.5221519146886331,0.9998419388775595,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,TFSB,0.5221519146886331,0.999733894545348,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,TFPK,0.5221519146886331,0.9997247751693645,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,TF,0.5221519146886331,0.9997247751693645,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,PPM,0.0,0.0,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,RRCA,0.0,0.0,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,RRCB,0.0,0.0,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,60,RRCO,0.0,0.0,0.996752977242231,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,90,P,0.5183750297476261,0.9602364879676967,0.9986108103619546,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,90,TAVG,0.5221519146886331,0.9869620758782015,0.9986108103619546,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,90,THA,0.5221519146886331,0.996617932393676,0.9986108103619546,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,90,THB,0.5221519146886331,0.9965925265115337,0.9986108103619546,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,90,TCA,0.5221519146886331,0.9986948769115245,0.9986108103619546,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,90,TCB,0.5221519146886331,0.9986896411911391,0.9986108103619546,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,90,WRCA,0.0,0.0,0.9986108103619546,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,90,WRCB,0.0,0.0,0.9986108103619546,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,90,PSGA,0.5221519146886331,0.9985315758383034,0.9986108103619546,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,90,PSGB,0.5221519146886331,0.9985319795327702,0.9986108103619546,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,90,WFWA,0.5221519146886331,0.9999882257417727,0.9986108103619546,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,90,WFWB,0.5221519146886331,0.9999884538548571,0.9986108103619546,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,90,WSTA,0.5183750297476261,0.9999999999046805,0.9986108103619546,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
random,seed_20264957,90,WSTB,0.13320361806939346,0.9999999999565147,0.9986108103619546,False,train_only: severity_abs_spearman>=0.70 and class_signal<=train_median
