sample_id,status,family,estimate,historical_validation_mae,historical_test_mae,exploratory,feature,variable,statistic,contribution,abs_contribution,direction,global_model_importance
LOCAC_54,accepted,primary_coolant_boundary_break,19.97902116402116,0.9655100308641985,0.9724715909090943,True,TCA__std,TCA,std,0.5550000000000033,0.5550000000000033,raises_estimate,0.009045997709904408
LOCAC_54,accepted,primary_coolant_boundary_break,19.97902116402116,0.9655100308641985,0.9724715909090943,True,NSGB__std,NSGB,std,0.46373015873016143,0.46373015873016143,raises_estimate,0.009256709472047786
LOCAC_54,accepted,primary_coolant_boundary_break,19.97902116402116,0.9655100308641985,0.9724715909090943,True,TFPK__slope,TFPK,slope,-0.44856349206348867,0.44856349206348867,lowers_estimate,0.007698429463396752
LOCAC_54,accepted,primary_coolant_boundary_break,19.97902116402116,0.9655100308641985,0.9724715909090943,True,WFWA__slope,WFWA,slope,-0.43333333333333357,0.43333333333333357,lowers_estimate,0.009504943397152455
LOCAC_54,accepted,primary_coolant_boundary_break,19.97902116402116,0.9655100308641985,0.9724715909090943,True,TCA__mean,TCA,mean,-0.4267777777777759,0.4267777777777759,lowers_estimate,0.009227263858899635
LOCA_16,accepted,primary_coolant_boundary_break,15.947431216931214,0.9655100308641985,0.9724715909090943,True,RH__mean,RH,mean,-0.3524126984126994,0.3524126984126994,lowers_estimate,0.0052505938488472395
LOCA_16,accepted,primary_coolant_boundary_break,15.947431216931214,0.9655100308641985,0.9724715909090943,True,RH__delta_t0,RH,delta_t0,-0.3464999999999989,0.3464999999999989,lowers_estimate,0.005821470653964866
LOCA_16,accepted,primary_coolant_boundary_break,15.947431216931214,0.9655100308641985,0.9724715909090943,True,QMGB__slope,QMGB,slope,-0.3246825396825379,0.3246825396825379,lowers_estimate,0.005943215488539718
LOCA_16,accepted,primary_coolant_boundary_break,15.947431216931214,0.9655100308641985,0.9724715909090943,True,TCB__std,TCB,std,-0.3187407407407399,0.3187407407407399,lowers_estimate,0.008439584649667922
LOCA_16,accepted,primary_coolant_boundary_break,15.947431216931214,0.9655100308641985,0.9724715909090943,True,LSGA__mean,LSGA,mean,-0.3072698412698429,0.3072698412698429,lowers_estimate,0.013537138000793467
LOCA_16,accepted,primary_coolant_boundary_break,15.947431216931214,0.9655100308641985,0.9724715909090943,True,LSGA__delta_t0,LSGA,delta_t0,-0.29277777777777914,0.29277777777777914,lowers_estimate,0.02006256554572539
LOCA_16,accepted,primary_coolant_boundary_break,15.947431216931214,0.9655100308641985,0.9724715909090943,True,TFPK__mean,TFPK,mean,-0.28966666666666896,0.28966666666666896,lowers_estimate,0.015392658674102604
LOCA_16,accepted,primary_coolant_boundary_break,15.947431216931214,0.9655100308641985,0.9724715909090943,True,QMWT__slope,QMWT,slope,-0.27993650793650815,0.27993650793650815,lowers_estimate,0.007974357662803265
LOCA_16,accepted,primary_coolant_boundary_break,15.947431216931214,0.9655100308641985,0.9724715909090943,True,TFSB__mean,TFSB,mean,-0.26146296296296256,0.26146296296296256,lowers_estimate,0.0034732855578071403
LOCA_16,accepted,primary_coolant_boundary_break,15.947431216931214,0.9655100308641985,0.9724715909090943,True,THA__mean,THA,mean,-0.23183333333333422,0.23183333333333422,lowers_estimate,0.009242139255192863
LOCA_19,accepted,primary_coolant_boundary_break,18.86970767195767,0.9655100308641985,0.9724715909090943,True,LSGA__mean,LSGA,mean,-0.28849206349206824,0.28849206349206824,lowers_estimate,0.013537138000793467
LOCA_19,accepted,primary_coolant_boundary_break,18.86970767195767,0.9655100308641985,0.9724715909090943,True,RH__delta_t0,RH,delta_t0,-0.27527777777778084,0.27527777777778084,lowers_estimate,0.005821470653964866
LOCA_19,accepted,primary_coolant_boundary_break,18.86970767195767,0.9655100308641985,0.9724715909090943,True,QMGB__slope,QMGB,slope,-0.2413492063492093,0.2413492063492093,lowers_estimate,0.005943215488539718
LOCA_19,accepted,primary_coolant_boundary_break,18.86970767195767,0.9655100308641985,0.9724715909090943,True,TCA__mean,TCA,mean,-0.2404444444444458,0.2404444444444458,lowers_estimate,0.009227263858899635
LOCA_19,accepted,primary_coolant_boundary_break,18.86970767195767,0.9655100308641985,0.9724715909090943,True,PSGB__last,PSGB,last,-0.21782539682540047,0.21782539682540047,lowers_estimate,0.007404363932094515
LOCA_19,accepted,primary_coolant_boundary_break,18.86970767195767,0.9655100308641985,0.9724715909090943,True,QMGB__std,QMGB,std,-0.20856349206349378,0.20856349206349378,lowers_estimate,0.012182162745938356
LOCA_19,accepted,primary_coolant_boundary_break,18.86970767195767,0.9655100308641985,0.9724715909090943,True,WFWB__slope,WFWB,slope,-0.20142857142857196,0.20142857142857196,lowers_estimate,0.0048443839051287504
LOCA_19,accepted,primary_coolant_boundary_break,18.86970767195767,0.9655100308641985,0.9724715909090943,True,RH__slope,RH,slope,-0.18893650793651062,0.18893650793651062,lowers_estimate,0.0077606827792692365
LOCA_19,accepted,primary_coolant_boundary_break,18.86970767195767,0.9655100308641985,0.9724715909090943,True,RH__mean,RH,mean,-0.18857936507936301,0.18857936507936301,lowers_estimate,0.0052505938488472395
LOCA_19,accepted,primary_coolant_boundary_break,18.86970767195767,0.9655100308641985,0.9724715909090943,True,TFPK__mean,TFPK,mean,-0.18344444444444363,0.18344444444444363,lowers_estimate,0.015392658674102604
LOCA_23,accepted,primary_coolant_boundary_break,23.67686375661374,0.9655100308641985,0.9724715909090943,True,LSGA__mean,LSGA,mean,-0.20804761904761904,0.20804761904761904,lowers_estimate,0.013537138000793467
LOCA_23,accepted,primary_coolant_boundary_break,23.67686375661374,0.9655100308641985,0.9724715909090943,True,NSGA__std,NSGA,std,-0.19285714285714306,0.19285714285714306,lowers_estimate,0.008031031446175903
LOCA_23,accepted,primary_coolant_boundary_break,23.67686375661374,0.9655100308641985,0.9724715909090943,True,NSGB__std,NSGB,std,-0.1672777777777803,0.1672777777777803,lowers_estimate,0.009256709472047786
LOCA_23,accepted,primary_coolant_boundary_break,23.67686375661374,0.9655100308641985,0.9724715909090943,True,RH__mean,RH,mean,-0.16522222222222283,0.16522222222222283,lowers_estimate,0.0052505938488472395
LOCA_23,accepted,primary_coolant_boundary_break,23.67686375661374,0.9655100308641985,0.9724715909090943,True,PWNT__mean,PWNT,mean,-0.16505555555555418,0.16505555555555418,lowers_estimate,0.006842439204773416
LOCA_23,accepted,primary_coolant_boundary_break,23.67686375661374,0.9655100308641985,0.9724715909090943,True,WFWB__slope,WFWB,slope,-0.15465079365079148,0.15465079365079148,lowers_estimate,0.0048443839051287504
LOCA_23,accepted,primary_coolant_boundary_break,23.67686375661374,0.9655100308641985,0.9724715909090943,True,QMGB__std,QMGB,std,-0.1406666666666645,0.1406666666666645,lowers_estimate,0.012182162745938356
LOCA_23,accepted,primary_coolant_boundary_break,23.67686375661374,0.9655100308641985,0.9724715909090943,True,TF__slope,TF,slope,-0.13845238095238344,0.13845238095238344,lowers_estimate,0.0068063535718008395
LOCA_23,accepted,primary_coolant_boundary_break,23.67686375661374,0.9655100308641985,0.9724715909090943,True,TF__last,TF,last,-0.13674603174603206,0.13674603174603206,lowers_estimate,0.011247594056309406
LOCA_23,accepted,primary_coolant_boundary_break,23.67686375661374,0.9655100308641985,0.9724715909090943,True,WFWA__slope,WFWA,slope,-0.13461111111110924,0.13461111111110924,lowers_estimate,0.009504943397152455
LOCA_40,accepted,primary_coolant_boundary_break,38.15948677248676,0.9655100308641985,0.9724715909090943,True,LSGA__delta_t0,LSGA,delta_t0,0.21961111111111364,0.21961111111111364,raises_estimate,0.02006256554572539
LOCA_40,accepted,primary_coolant_boundary_break,38.15948677248676,0.9655100308641985,0.9724715909090943,True,QMGA__slope,QMGA,slope,0.14138888888888346,0.14138888888888346,raises_estimate,0.01235351363600563
LOCA_40,accepted,primary_coolant_boundary_break,38.15948677248676,0.9655100308641985,0.9724715909090943,True,PSGB__delta_t0,PSGB,delta_t0,0.13544444444443826,0.13544444444443826,raises_estimate,0.010128120895377787
