window_s,input_group,model,eval_split,accident_class,recall,support,correct
120,C_without_SLBIC_initial,logistic_regression,test,LOCAC,0.9,10,9
120,C_without_SLBIC_initial,logistic_regression,test,LR,0.9,10,9
120,C_without_SLBIC_initial,logistic_regression,test,MD,0.0,10,0
120,C_without_SLBIC_initial,logistic_regression,test,RI,1.0,8,8
120,C_without_SLBIC_initial,logistic_regression,test,RW,0.9,10,9
120,C_without_SLBIC_initial,logistic_regression,test,SGATR,0.8,10,8
120,C_without_SLBIC_initial,logistic_regression,test,SGBTR,0.8181818181818182,11,9
120,C_without_SLBIC_initial,logistic_regression,test,SLBIC,0.8181818181818182,11,9
120,C_without_SLBIC_initial,logistic_regression,test,SLBOC,0.0,10,0
120,C_without_SLBIC_initial,random_forest,validation,FLB,1.0,10,10
120,C_without_SLBIC_initial,random_forest,validation,LLB,1.0,10,10
120,C_without_SLBIC_initial,random_forest,validation,LOCA,1.0,10,10
120,C_without_SLBIC_initial,random_forest,validation,LOCAC,1.0,10,10
120,C_without_SLBIC_initial,random_forest,validation,LR,1.0,10,10
120,C_without_SLBIC_initial,random_forest,validation,MD,0.0,10,0
120,C_without_SLBIC_initial,random_forest,validation,RI,1.0,8,8
120,C_without_SLBIC_initial,random_forest,validation,RW,0.9,10,9
120,C_without_SLBIC_initial,random_forest,validation,SGATR,1.0,10,10
120,C_without_SLBIC_initial,random_forest,validation,SGBTR,1.0,11,11
120,C_without_SLBIC_initial,random_forest,validation,SLBIC,1.0,10,10
120,C_without_SLBIC_initial,random_forest,validation,SLBOC,0.0,10,0
120,C_without_SLBIC_initial,random_forest,test,FLB,1.0,10,10
120,C_without_SLBIC_initial,random_forest,test,LLB,0.9090909090909091,11,10
120,C_without_SLBIC_initial,random_forest,test,LOCA,0.9,10,9
120,C_without_SLBIC_initial,random_forest,test,LOCAC,0.9,10,9
120,C_without_SLBIC_initial,random_forest,test,LR,0.9,10,9
120,C_without_SLBIC_initial,random_forest,test,MD,0.0,10,0
120,C_without_SLBIC_initial,random_forest,test,RI,1.0,8,8
120,C_without_SLBIC_initial,random_forest,test,RW,0.9,10,9
120,C_without_SLBIC_initial,random_forest,test,SGATR,0.9,10,9
120,C_without_SLBIC_initial,random_forest,test,SGBTR,0.9090909090909091,11,10
120,C_without_SLBIC_initial,random_forest,test,SLBIC,1.0,11,11
120,C_without_SLBIC_initial,random_forest,test,SLBOC,0.0,10,0
120,C_without_SLBIC_initial,hist_gradient_boosting,validation,FLB,1.0,10,10
120,C_without_SLBIC_initial,hist_gradient_boosting,validation,LLB,1.0,10,10
120,C_without_SLBIC_initial,hist_gradient_boosting,validation,LOCA,1.0,10,10
120,C_without_SLBIC_initial,hist_gradient_boosting,validation,LOCAC,1.0,10,10
120,C_without_SLBIC_initial,hist_gradient_boosting,validation,LR,0.9,10,9
120,C_without_SLBIC_initial,hist_gradient_boosting,validation,MD,0.0,10,0
120,C_without_SLBIC_initial,hist_gradient_boosting,validation,RI,1.0,8,8
120,C_without_SLBIC_initial,hist_gradient_boosting,validation,RW,1.0,10,10
120,C_without_SLBIC_initial,hist_gradient_boosting,validation,SGATR,0.9,10,9
120,C_without_SLBIC_initial,hist_gradient_boosting,validation,SGBTR,0.9090909090909091,11,10
120,C_without_SLBIC_initial,hist_gradient_boosting,validation,SLBIC,0.9,10,9
120,C_without_SLBIC_initial,hist_gradient_boosting,validation,SLBOC,0.0,10,0
120,C_without_SLBIC_initial,hist_gradient_boosting,test,FLB,1.0,10,10
120,C_without_SLBIC_initial,hist_gradient_boosting,test,LLB,1.0,11,11
120,C_without_SLBIC_initial,hist_gradient_boosting,test,LOCA,1.0,10,10
120,C_without_SLBIC_initial,hist_gradient_boosting,test,LOCAC,0.9,10,9
120,C_without_SLBIC_initial,hist_gradient_boosting,test,LR,0.9,10,9
120,C_without_SLBIC_initial,hist_gradient_boosting,test,MD,0.0,10,0
120,C_without_SLBIC_initial,hist_gradient_boosting,test,RI,1.0,8,8
120,C_without_SLBIC_initial,hist_gradient_boosting,test,RW,1.0,10,10
120,C_without_SLBIC_initial,hist_gradient_boosting,test,SGATR,0.9,10,9
120,C_without_SLBIC_initial,hist_gradient_boosting,test,SGBTR,0.9090909090909091,11,10
120,C_without_SLBIC_initial,hist_gradient_boosting,test,SLBIC,0.9090909090909091,11,10
120,C_without_SLBIC_initial,hist_gradient_boosting,test,SLBOC,0.0,10,0
