split_type,split_id,seed,window_s,input_group,model,eval_split,n_train,n_validation,n_test,n_features,retained_raw_features,accuracy,macro_f1_fixed_12,macro_f1_observed_classes,balanced_accuracy,n_classes_eval,minimum_test_support,selected_for_test
random,seed_20260921,20260921.0,90,C_train_only_screened,random_forest,test,303,101,101,190,38,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,False
random,seed_20260921,20260921.0,90,C_train_only_screened,hist_gradient_boosting,validation,303,101,101,190,38,0.43564356435643564,0.21857478748417436,0.32786218122626154,0.3897058823529412,8,6,False
random,seed_20260921,20260921.0,90,C_train_only_screened,hist_gradient_boosting,test,303,101,101,190,38,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,True
random,seed_20260921,20260921.0,120,A_absolute_38,logistic_regression,validation,303,101,101,190,38,0.9603960396039604,0.6469638242894057,0.9704457364341086,0.9677083333333334,8,6,False
random,seed_20260921,20260921.0,120,A_absolute_38,logistic_regression,test,303,101,101,190,38,0.9900990099009901,0.6619459742984527,0.992918961447679,0.9921875,8,5,False
random,seed_20260921,20260921.0,120,A_absolute_38,random_forest,validation,303,101,101,190,38,0.9900990099009901,0.6615975422427035,0.9923963133640553,0.9921875,8,6,False
random,seed_20260921,20260921.0,120,A_absolute_38,random_forest,test,303,101,101,190,38,1.0,0.6666666666666666,1.0,1.0,8,5,False
random,seed_20260921,20260921.0,120,A_absolute_38,hist_gradient_boosting,validation,303,101,101,190,38,0.9900990099009901,0.6615975422427035,0.9923963133640553,0.9921875,8,6,False
random,seed_20260921,20260921.0,120,A_absolute_38,hist_gradient_boosting,test,303,101,101,190,38,1.0,0.6666666666666666,1.0,1.0,8,5,True
random,seed_20260921,20260921.0,120,B_relative_change,logistic_regression,validation,303,101,101,190,38,0.9603960396039604,0.6469638242894057,0.9704457364341086,0.9677083333333334,8,6,False
random,seed_20260921,20260921.0,120,B_relative_change,logistic_regression,test,303,101,101,190,38,0.9900990099009901,0.6619459742984527,0.992918961447679,0.9921875,8,5,False
random,seed_20260921,20260921.0,120,B_relative_change,random_forest,validation,303,101,101,190,38,0.9900990099009901,0.6615975422427035,0.9923963133640553,0.9921875,8,6,False
random,seed_20260921,20260921.0,120,B_relative_change,random_forest,test,303,101,101,190,38,1.0,0.6666666666666666,1.0,1.0,8,5,False
random,seed_20260921,20260921.0,120,B_relative_change,hist_gradient_boosting,validation,303,101,101,190,38,0.9900990099009901,0.6615975422427035,0.9923963133640553,0.9921875,8,6,False
random,seed_20260921,20260921.0,120,B_relative_change,hist_gradient_boosting,test,303,101,101,190,38,1.0,0.6666666666666666,1.0,1.0,8,5,True
random,seed_20260921,20260921.0,120,C_train_only_screened,logistic_regression,validation,303,101,101,190,38,0.9603960396039604,0.6469638242894057,0.9704457364341086,0.9677083333333334,8,6,False
random,seed_20260921,20260921.0,120,C_train_only_screened,logistic_regression,test,303,101,101,190,38,0.9900990099009901,0.6619459742984527,0.992918961447679,0.9921875,8,5,False
random,seed_20260921,20260921.0,120,C_train_only_screened,random_forest,validation,303,101,101,190,38,0.9900990099009901,0.6615975422427035,0.9923963133640553,0.9921875,8,6,False
random,seed_20260921,20260921.0,120,C_train_only_screened,random_forest,test,303,101,101,190,38,1.0,0.6666666666666666,1.0,1.0,8,5,False
random,seed_20260921,20260921.0,120,C_train_only_screened,hist_gradient_boosting,validation,303,101,101,190,38,0.9900990099009901,0.6615975422427035,0.9923963133640553,0.9921875,8,6,False
random,seed_20260921,20260921.0,120,C_train_only_screened,hist_gradient_boosting,test,303,101,101,190,38,1.0,0.6666666666666666,1.0,1.0,8,5,True
random,seed_20261930,20261930.0,60,A_absolute_38,logistic_regression,validation,303,101,101,190,38,0.42574257425742573,0.20473463153875524,0.2729795087183403,0.3398692810457516,9,1,False
random,seed_20261930,20261930.0,60,A_absolute_38,logistic_regression,test,303,101,101,190,38,0.42574257425742573,0.20945220193340494,0.3141783029001074,0.3819444444444444,8,5,False
random,seed_20261930,20261930.0,60,A_absolute_38,random_forest,validation,303,101,101,190,38,0.42574257425742573,0.20473463153875524,0.2729795087183403,0.3398692810457516,9,1,False
random,seed_20261930,20261930.0,60,A_absolute_38,random_forest,test,303,101,101,190,38,0.42574257425742573,0.20945220193340494,0.3141783029001074,0.3819444444444444,8,5,False
random,seed_20261930,20261930.0,60,A_absolute_38,hist_gradient_boosting,validation,303,101,101,190,38,0.42574257425742573,0.20473463153875524,0.2729795087183403,0.3398692810457516,9,1,False
random,seed_20261930,20261930.0,60,A_absolute_38,hist_gradient_boosting,test,303,101,101,190,38,0.42574257425742573,0.20945220193340494,0.3141783029001074,0.3819444444444444,8,5,True
random,seed_20261930,20261930.0,60,B_relative_change,logistic_regression,validation,303,101,101,190,38,0.42574257425742573,0.20473463153875524,0.2729795087183403,0.3398692810457516,9,1,False
random,seed_20261930,20261930.0,60,B_relative_change,logistic_regression,test,303,101,101,190,38,0.42574257425742573,0.20945220193340494,0.3141783029001074,0.3819444444444444,8,5,False
random,seed_20261930,20261930.0,60,B_relative_change,random_forest,validation,303,101,101,190,38,0.42574257425742573,0.20473463153875524,0.2729795087183403,0.3398692810457516,9,1,False
random,seed_20261930,20261930.0,60,B_relative_change,random_forest,test,303,101,101,190,38,0.42574257425742573,0.20945220193340494,0.3141783029001074,0.3819444444444444,8,5,False
random,seed_20261930,20261930.0,60,B_relative_change,hist_gradient_boosting,validation,303,101,101,190,38,0.42574257425742573,0.20473463153875524,0.2729795087183403,0.3398692810457516,9,1,False
random,seed_20261930,20261930.0,60,B_relative_change,hist_gradient_boosting,test,303,101,101,190,38,0.42574257425742573,0.20945220193340494,0.3141783029001074,0.3819444444444444,8,5,True
random,seed_20261930,20261930.0,60,C_train_only_screened,logistic_regression,validation,303,101,101,190,38,0.42574257425742573,0.20473463153875524,0.2729795087183403,0.3398692810457516,9,1,False
random,seed_20261930,20261930.0,60,C_train_only_screened,logistic_regression,test,303,101,101,190,38,0.42574257425742573,0.20945220193340494,0.3141783029001074,0.3819444444444444,8,5,False
random,seed_20261930,20261930.0,60,C_train_only_screened,random_forest,validation,303,101,101,190,38,0.42574257425742573,0.20473463153875524,0.2729795087183403,0.3398692810457516,9,1,False
random,seed_20261930,20261930.0,60,C_train_only_screened,random_forest,test,303,101,101,190,38,0.42574257425742573,0.20945220193340494,0.3141783029001074,0.3819444444444444,8,5,False
random,seed_20261930,20261930.0,60,C_train_only_screened,hist_gradient_boosting,validation,303,101,101,190,38,0.42574257425742573,0.20473463153875524,0.2729795087183403,0.3398692810457516,9,1,False
random,seed_20261930,20261930.0,60,C_train_only_screened,hist_gradient_boosting,test,303,101,101,190,38,0.42574257425742573,0.20945220193340494,0.3141783029001074,0.3819444444444444,8,5,True
random,seed_20261930,20261930.0,90,A_absolute_38,logistic_regression,validation,303,101,101,190,38,0.42574257425742573,0.20473463153875524,0.2729795087183403,0.3398692810457516,9,1,False
random,seed_20261930,20261930.0,90,A_absolute_38,logistic_regression,test,303,101,101,190,38,0.42574257425742573,0.20945220193340494,0.3141783029001074,0.3819444444444444,8,5,False
random,seed_20261930,20261930.0,90,A_absolute_38,random_forest,validation,303,101,101,190,38,0.42574257425742573,0.20473463153875524,0.2729795087183403,0.3398692810457516,9,1,False
random,seed_20261930,20261930.0,90,A_absolute_38,random_forest,test,303,101,101,190,38,0.42574257425742573,0.20945220193340494,0.3141783029001074,0.3819444444444444,8,5,False
random,seed_20261930,20261930.0,90,A_absolute_38,hist_gradient_boosting,validation,303,101,101,190,38,0.42574257425742573,0.20473463153875524,0.2729795087183403,0.3398692810457516,9,1,False
random,seed_20261930,20261930.0,90,A_absolute_38,hist_gradient_boosting,test,303,101,101,190,38,0.42574257425742573,0.20945220193340494,0.3141783029001074,0.3819444444444444,8,5,True
random,seed_20261930,20261930.0,90,B_relative_change,logistic_regression,validation,303,101,101,190,38,0.42574257425742573,0.20473463153875524,0.2729795087183403,0.3398692810457516,9,1,False
random,seed_20261930,20261930.0,90,B_relative_change,logistic_regression,test,303,101,101,190,38,0.42574257425742573,0.20945220193340494,0.3141783029001074,0.3819444444444444,8,5,False
random,seed_20261930,20261930.0,90,B_relative_change,random_forest,validation,303,101,101,190,38,0.42574257425742573,0.20473463153875524,0.2729795087183403,0.3398692810457516,9,1,False
random,seed_20261930,20261930.0,90,B_relative_change,random_forest,test,303,101,101,190,38,0.42574257425742573,0.20945220193340494,0.3141783029001074,0.3819444444444444,8,5,False
random,seed_20261930,20261930.0,90,B_relative_change,hist_gradient_boosting,validation,303,101,101,190,38,0.42574257425742573,0.20473463153875524,0.2729795087183403,0.3398692810457516,9,1,False
random,seed_20261930,20261930.0,90,B_relative_change,hist_gradient_boosting,test,303,101,101,190,38,0.42574257425742573,0.20945220193340494,0.3141783029001074,0.3819444444444444,8,5,True
random,seed_20261930,20261930.0,90,C_train_only_screened,logistic_regression,validation,303,101,101,190,38,0.42574257425742573,0.20473463153875524,0.2729795087183403,0.3398692810457516,9,1,False
random,seed_20261930,20261930.0,90,C_train_only_screened,logistic_regression,test,303,101,101,190,38,0.42574257425742573,0.20945220193340494,0.3141783029001074,0.3819444444444444,8,5,False
random,seed_20261930,20261930.0,90,C_train_only_screened,random_forest,validation,303,101,101,190,38,0.42574257425742573,0.20473463153875524,0.2729795087183403,0.3398692810457516,9,1,False
random,seed_20261930,20261930.0,90,C_train_only_screened,random_forest,test,303,101,101,190,38,0.42574257425742573,0.20945220193340494,0.3141783029001074,0.3819444444444444,8,5,False
random,seed_20261930,20261930.0,90,C_train_only_screened,hist_gradient_boosting,validation,303,101,101,190,38,0.42574257425742573,0.20473463153875524,0.2729795087183403,0.3398692810457516,9,1,False
random,seed_20261930,20261930.0,90,C_train_only_screened,hist_gradient_boosting,test,303,101,101,190,38,0.42574257425742573,0.20945220193340494,0.3141783029001074,0.3819444444444444,8,5,True
random,seed_20261930,20261930.0,120,A_absolute_38,logistic_regression,validation,303,101,101,190,38,0.9504950495049505,0.7156045125292207,0.9541393500389612,0.9500000000000001,9,1,False
random,seed_20261930,20261930.0,120,A_absolute_38,logistic_regression,test,303,101,101,190,38,0.9207920792079208,0.6168450542805001,0.9252675814207502,0.9192708333333334,8,5,False
random,seed_20261930,20261930.0,120,A_absolute_38,random_forest,validation,303,101,101,190,38,1.0,0.75,1.0,1.0,9,1,False
random,seed_20261930,20261930.0,120,A_absolute_38,random_forest,test,303,101,101,190,38,0.9900990099009901,0.6617262423714037,0.9925893635571055,0.9921875,8,5,False
random,seed_20261930,20261930.0,120,A_absolute_38,hist_gradient_boosting,validation,303,101,101,190,38,1.0,0.75,1.0,1.0,9,1,False
random,seed_20261930,20261930.0,120,A_absolute_38,hist_gradient_boosting,test,303,101,101,190,38,0.9900990099009901,0.6617262423714037,0.9925893635571055,0.9921875,8,5,True
random,seed_20261930,20261930.0,120,B_relative_change,logistic_regression,validation,303,101,101,190,38,0.9504950495049505,0.7156045125292207,0.9541393500389612,0.9500000000000001,9,1,False
random,seed_20261930,20261930.0,120,B_relative_change,logistic_regression,test,303,101,101,190,38,0.9207920792079208,0.6168450542805001,0.9252675814207502,0.9192708333333334,8,5,False
random,seed_20261930,20261930.0,120,B_relative_change,random_forest,validation,303,101,101,190,38,1.0,0.75,1.0,1.0,9,1,False
random,seed_20261930,20261930.0,120,B_relative_change,random_forest,test,303,101,101,190,38,0.9900990099009901,0.6617262423714037,0.9925893635571055,0.9921875,8,5,False
random,seed_20261930,20261930.0,120,B_relative_change,hist_gradient_boosting,validation,303,101,101,190,38,1.0,0.75,1.0,1.0,9,1,False
random,seed_20261930,20261930.0,120,B_relative_change,hist_gradient_boosting,test,303,101,101,190,38,0.9900990099009901,0.6617262423714037,0.9925893635571055,0.9921875,8,5,True
random,seed_20261930,20261930.0,120,C_train_only_screened,logistic_regression,validation,303,101,101,190,38,0.9504950495049505,0.7156045125292207,0.9541393500389612,0.9500000000000001,9,1,False
random,seed_20261930,20261930.0,120,C_train_only_screened,logistic_regression,test,303,101,101,190,38,0.9207920792079208,0.6168450542805001,0.9252675814207502,0.9192708333333334,8,5,False
random,seed_20261930,20261930.0,120,C_train_only_screened,random_forest,validation,303,101,101,190,38,1.0,0.75,1.0,1.0,9,1,False
random,seed_20261930,20261930.0,120,C_train_only_screened,random_forest,test,303,101,101,190,38,0.9900990099009901,0.6617262423714037,0.9925893635571055,0.9921875,8,5,False
random,seed_20261930,20261930.0,120,C_train_only_screened,hist_gradient_boosting,validation,303,101,101,190,38,1.0,0.75,1.0,1.0,9,1,False
random,seed_20261930,20261930.0,120,C_train_only_screened,hist_gradient_boosting,test,303,101,101,190,38,0.9900990099009901,0.6617262423714037,0.9925893635571055,0.9921875,8,5,True
random,seed_20262939,20262939.0,60,A_absolute_38,logistic_regression,validation,303,101,101,190,38,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20262939,20262939.0,60,A_absolute_38,logistic_regression,test,303,101,101,190,38,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,False
random,seed_20262939,20262939.0,60,A_absolute_38,random_forest,validation,303,101,101,190,38,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20262939,20262939.0,60,A_absolute_38,random_forest,test,303,101,101,190,38,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,False
random,seed_20262939,20262939.0,60,A_absolute_38,hist_gradient_boosting,validation,303,101,101,190,38,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20262939,20262939.0,60,A_absolute_38,hist_gradient_boosting,test,303,101,101,190,38,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,True
random,seed_20262939,20262939.0,60,B_relative_change,logistic_regression,validation,303,101,101,190,38,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20262939,20262939.0,60,B_relative_change,logistic_regression,test,303,101,101,190,38,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,False
random,seed_20262939,20262939.0,60,B_relative_change,random_forest,validation,303,101,101,190,38,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20262939,20262939.0,60,B_relative_change,random_forest,test,303,101,101,190,38,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,False
random,seed_20262939,20262939.0,60,B_relative_change,hist_gradient_boosting,validation,303,101,101,190,38,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20262939,20262939.0,60,B_relative_change,hist_gradient_boosting,test,303,101,101,190,38,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,True
random,seed_20262939,20262939.0,60,C_train_only_screened,logistic_regression,validation,303,101,101,190,38,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20262939,20262939.0,60,C_train_only_screened,logistic_regression,test,303,101,101,190,38,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,False
random,seed_20262939,20262939.0,60,C_train_only_screened,random_forest,validation,303,101,101,190,38,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20262939,20262939.0,60,C_train_only_screened,random_forest,test,303,101,101,190,38,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,False
random,seed_20262939,20262939.0,60,C_train_only_screened,hist_gradient_boosting,validation,303,101,101,190,38,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20262939,20262939.0,60,C_train_only_screened,hist_gradient_boosting,test,303,101,101,190,38,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,True
random,seed_20262939,20262939.0,90,A_absolute_38,logistic_regression,validation,303,101,101,190,38,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20262939,20262939.0,90,A_absolute_38,logistic_regression,test,303,101,101,190,38,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,False
random,seed_20262939,20262939.0,90,A_absolute_38,random_forest,validation,303,101,101,190,38,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20262939,20262939.0,90,A_absolute_38,random_forest,test,303,101,101,190,38,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,False
random,seed_20262939,20262939.0,90,A_absolute_38,hist_gradient_boosting,validation,303,101,101,190,38,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20262939,20262939.0,90,A_absolute_38,hist_gradient_boosting,test,303,101,101,190,38,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,True
random,seed_20262939,20262939.0,90,B_relative_change,logistic_regression,validation,303,101,101,190,38,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20262939,20262939.0,90,B_relative_change,logistic_regression,test,303,101,101,190,38,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,False
random,seed_20262939,20262939.0,90,B_relative_change,random_forest,validation,303,101,101,190,38,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20262939,20262939.0,90,B_relative_change,random_forest,test,303,101,101,190,38,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,False
random,seed_20262939,20262939.0,90,B_relative_change,hist_gradient_boosting,validation,303,101,101,190,38,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20262939,20262939.0,90,B_relative_change,hist_gradient_boosting,test,303,101,101,190,38,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,True
random,seed_20262939,20262939.0,90,C_train_only_screened,logistic_regression,validation,303,101,101,190,38,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20262939,20262939.0,90,C_train_only_screened,logistic_regression,test,303,101,101,190,38,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,False
random,seed_20262939,20262939.0,90,C_train_only_screened,random_forest,validation,303,101,101,190,38,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20262939,20262939.0,90,C_train_only_screened,random_forest,test,303,101,101,190,38,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,False
random,seed_20262939,20262939.0,90,C_train_only_screened,hist_gradient_boosting,validation,303,101,101,190,38,0.44554455445544555,0.2211988304093567,0.29493177387914227,0.3529411764705882,9,1,False
random,seed_20262939,20262939.0,90,C_train_only_screened,hist_gradient_boosting,test,303,101,101,190,38,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,True
random,seed_20262939,20262939.0,120,A_absolute_38,logistic_regression,validation,303,101,101,190,38,1.0,0.75,1.0,1.0,9,1,False
random,seed_20262939,20262939.0,120,A_absolute_38,logistic_regression,test,303,101,101,190,38,0.9603960396039604,0.6470925244181058,0.9706387866271587,0.9677083333333334,8,5,True
random,seed_20262939,20262939.0,120,A_absolute_38,random_forest,validation,303,101,101,190,38,1.0,0.75,1.0,1.0,9,1,False
random,seed_20262939,20262939.0,120,A_absolute_38,random_forest,test,303,101,101,190,38,0.9900990099009901,0.6617262423714037,0.9925893635571055,0.9921875,8,5,False
random,seed_20262939,20262939.0,120,A_absolute_38,hist_gradient_boosting,validation,303,101,101,190,38,0.9900990099009901,0.7447454844006568,0.9929939792008757,0.9925925925925926,9,1,False
random,seed_20262939,20262939.0,120,A_absolute_38,hist_gradient_boosting,test,303,101,101,190,38,0.9702970297029703,0.651607628433791,0.9774114426506866,0.9755208333333334,8,5,False
random,seed_20262939,20262939.0,120,B_relative_change,logistic_regression,validation,303,101,101,190,38,1.0,0.75,1.0,1.0,9,1,False
random,seed_20262939,20262939.0,120,B_relative_change,logistic_regression,test,303,101,101,190,38,0.9603960396039604,0.6470925244181058,0.9706387866271587,0.9677083333333334,8,5,True
random,seed_20262939,20262939.0,120,B_relative_change,random_forest,validation,303,101,101,190,38,1.0,0.75,1.0,1.0,9,1,False
random,seed_20262939,20262939.0,120,B_relative_change,random_forest,test,303,101,101,190,38,0.9900990099009901,0.6617262423714037,0.9925893635571055,0.9921875,8,5,False
random,seed_20262939,20262939.0,120,B_relative_change,hist_gradient_boosting,validation,303,101,101,190,38,0.9900990099009901,0.7447454844006568,0.9929939792008757,0.9925925925925926,9,1,False
random,seed_20262939,20262939.0,120,B_relative_change,hist_gradient_boosting,test,303,101,101,190,38,0.9702970297029703,0.651607628433791,0.9774114426506866,0.9755208333333334,8,5,False
random,seed_20262939,20262939.0,120,C_train_only_screened,logistic_regression,validation,303,101,101,190,38,1.0,0.75,1.0,1.0,9,1,False
random,seed_20262939,20262939.0,120,C_train_only_screened,logistic_regression,test,303,101,101,190,38,0.9603960396039604,0.6470925244181058,0.9706387866271587,0.9677083333333334,8,5,True
random,seed_20262939,20262939.0,120,C_train_only_screened,random_forest,validation,303,101,101,190,38,1.0,0.75,1.0,1.0,9,1,False
random,seed_20262939,20262939.0,120,C_train_only_screened,random_forest,test,303,101,101,190,38,0.9900990099009901,0.6617262423714037,0.9925893635571055,0.9921875,8,5,False
random,seed_20262939,20262939.0,120,C_train_only_screened,hist_gradient_boosting,validation,303,101,101,190,38,0.9900990099009901,0.7447454844006568,0.9929939792008757,0.9925925925925926,9,1,False
random,seed_20262939,20262939.0,120,C_train_only_screened,hist_gradient_boosting,test,303,101,101,190,38,0.9702970297029703,0.651607628433791,0.9774114426506866,0.9755208333333334,8,5,False
