split_type,window_s,input_group,accuracy_n,accuracy_mean,accuracy_std,accuracy_ci95_low,accuracy_ci95_high,macro_f1_fixed_12_n,macro_f1_fixed_12_mean,macro_f1_fixed_12_std,macro_f1_fixed_12_ci95_low,macro_f1_fixed_12_ci95_high,macro_f1_observed_classes_n,macro_f1_observed_classes_mean,macro_f1_observed_classes_std,macro_f1_observed_classes_ci95_low,macro_f1_observed_classes_ci95_high,balanced_accuracy_n,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_ci95_low,balanced_accuracy_ci95_high,selected_model_counts
random,60,A_absolute_38,10,0.44257425742574263,0.012392728287471027,0.4348931648545894,0.45025534999689587,10,0.22255102035642788,0.00918080902666736,0.2168606959681166,0.22824134474473914,10,0.33382653053464184,0.013771213540001036,0.32529104395217495,0.34236201711710873,10,0.3937500000000001,0.008692121923851208,0.38836256701606625,0.39913743298393395,hist_gradient_boosting=10
random,60,B_relative_change,10,0.44257425742574263,0.012392728287471027,0.4348931648545894,0.45025534999689587,10,0.22255102035642788,0.00918080902666736,0.2168606959681166,0.22824134474473914,10,0.33382653053464184,0.013771213540001036,0.32529104395217495,0.34236201711710873,10,0.3937500000000001,0.008692121923851208,0.38836256701606625,0.39913743298393395,hist_gradient_boosting=10
random,60,C_train_only_screened,10,0.44257425742574263,0.012392728287471027,0.4348931648545894,0.45025534999689587,10,0.22255102035642788,0.00918080902666736,0.2168606959681166,0.22824134474473914,10,0.33382653053464184,0.013771213540001036,0.32529104395217495,0.34236201711710873,10,0.3937500000000001,0.008692121923851208,0.38836256701606625,0.39913743298393395,hist_gradient_boosting=10
random,90,A_absolute_38,10,0.44257425742574263,0.012392728287471027,0.4348931648545894,0.45025534999689587,10,0.22255102035642788,0.00918080902666736,0.2168606959681166,0.22824134474473914,10,0.33382653053464184,0.013771213540001036,0.32529104395217495,0.34236201711710873,10,0.3937500000000001,0.008692121923851208,0.38836256701606625,0.39913743298393395,hist_gradient_boosting=10
random,90,B_relative_change,10,0.44257425742574263,0.012392728287471027,0.4348931648545894,0.45025534999689587,10,0.22255102035642788,0.00918080902666736,0.2168606959681166,0.22824134474473914,10,0.33382653053464184,0.013771213540001036,0.32529104395217495,0.34236201711710873,10,0.3937500000000001,0.008692121923851208,0.38836256701606625,0.39913743298393395,hist_gradient_boosting=10
random,90,C_train_only_screened,10,0.44257425742574263,0.012392728287471027,0.4348931648545894,0.45025534999689587,10,0.22255102035642788,0.00918080902666736,0.2168606959681166,0.22824134474473914,10,0.33382653053464184,0.013771213540001036,0.32529104395217495,0.34236201711710873,10,0.3937500000000001,0.008692121923851208,0.38836256701606625,0.39913743298393395,hist_gradient_boosting=10
random,120,A_absolute_38,10,0.9831683168316833,0.017494862416763807,0.9723248887643859,0.9940117448989806,10,0.6572514731014946,0.009479309782906255,0.6513761360276757,0.6631268101753134,10,0.985877209652242,0.014218964674359406,0.9770642040415138,0.9946902152629702,10,0.9838963293650795,0.016421240020067392,0.973718339353406,0.9940743193767531,hist_gradient_boosting=6;logistic_regression=2;random_forest=2
random,120,B_relative_change,10,0.9841584158415841,0.015620012628645865,0.9744770317121096,0.9938397999710586,10,0.6575024383524598,0.008737502671333382,0.6520868780898289,0.6629179986150907,10,0.98625365752869,0.0131062540070001,0.9781303171347435,0.9943769979226365,10,0.9846775793650796,0.014932651046502132,0.9754222263580367,0.9939329323721225,hist_gradient_boosting=6;logistic_regression=2;random_forest=2
random,120,C_train_only_screened,10,0.9831683168316833,0.017494862416763807,0.9723248887643859,0.9940117448989806,10,0.6572514731014946,0.009479309782906255,0.6513761360276757,0.6631268101753134,10,0.985877209652242,0.014218964674359406,0.9770642040415138,0.9946902152629702,10,0.9838963293650795,0.016421240020067392,0.973718339353406,0.9940743193767531,hist_gradient_boosting=6;logistic_regression=2;random_forest=2
severity_blocked,60,A_absolute_38,3,0.4174757281553398,0.0,0.4174757281553398,0.4174757281553398,3,0.18869463869463868,0.019581460178808987,0.16653613053613053,0.21085314685314682,3,0.28304195804195803,0.02937219026821348,0.2498041958041958,0.3162797202797203,3,0.375,0.0,0.375,0.375,hist_gradient_boosting=3
severity_blocked,60,B_relative_change,3,0.4174757281553398,0.0,0.4174757281553398,0.4174757281553398,3,0.18869463869463868,0.019581460178808987,0.16653613053613053,0.21085314685314682,3,0.28304195804195803,0.02937219026821348,0.2498041958041958,0.3162797202797203,3,0.375,0.0,0.375,0.375,hist_gradient_boosting=3
severity_blocked,60,C_train_only_screened,3,0.4174757281553398,0.0,0.4174757281553398,0.4174757281553398,3,0.18869463869463868,0.019581460178808987,0.16653613053613053,0.21085314685314682,3,0.28304195804195803,0.02937219026821348,0.2498041958041958,0.3162797202797203,3,0.375,0.0,0.375,0.375,hist_gradient_boosting=3
severity_blocked,90,A_absolute_38,3,0.4174757281553398,0.0,0.4174757281553398,0.4174757281553398,3,0.18869463869463868,0.019581460178808987,0.16653613053613053,0.21085314685314682,3,0.28304195804195803,0.02937219026821348,0.2498041958041958,0.3162797202797203,3,0.375,0.0,0.375,0.375,hist_gradient_boosting=3
severity_blocked,90,B_relative_change,3,0.4174757281553398,0.0,0.4174757281553398,0.4174757281553398,3,0.18869463869463868,0.019581460178808987,0.16653613053613053,0.21085314685314682,3,0.28304195804195803,0.02937219026821348,0.2498041958041958,0.3162797202797203,3,0.375,0.0,0.375,0.375,hist_gradient_boosting=3
severity_blocked,90,C_train_only_screened,3,0.4174757281553398,0.0,0.4174757281553398,0.4174757281553398,3,0.18869463869463868,0.019581460178808987,0.16653613053613053,0.21085314685314682,3,0.28304195804195803,0.02937219026821348,0.2498041958041958,0.3162797202797203,3,0.375,0.0,0.375,0.375,hist_gradient_boosting=3
severity_blocked,120,A_absolute_38,3,0.9255663430420712,0.07787190560204511,0.8374459863452375,1.013686699738905,3,0.5931285851575706,0.06381642630135483,0.5209135005861086,0.6653436697290326,3,0.8896928777363561,0.09572463945203234,0.781370250879163,0.9980155045935492,3,0.9212962962962963,0.06851226197661456,0.8437673734221187,0.9988252191704738,hist_gradient_boosting=1;random_forest=2
severity_blocked,120,B_relative_change,3,0.9255663430420712,0.07787190560204511,0.8374459863452375,1.013686699738905,3,0.5971688939080243,0.06019062427095183,0.5290567905819941,0.6652809972340545,3,0.8957533408620365,0.09028593640642778,0.793585185872991,0.997921495851082,3,0.9212962962962963,0.06851226197661456,0.8437673734221187,0.9988252191704738,hist_gradient_boosting=1;random_forest=2
severity_blocked,120,C_train_only_screened,3,0.9255663430420712,0.07787190560204511,0.8374459863452375,1.013686699738905,3,0.5931285851575706,0.06381642630135483,0.5209135005861086,0.6653436697290326,3,0.8896928777363561,0.09572463945203234,0.781370250879163,0.9980155045935492,3,0.9212962962962963,0.06851226197661456,0.8437673734221187,0.9988252191704738,hist_gradient_boosting=1;random_forest=2
severity_extrapolation,60,A_absolute_38,2,0.4174757281553398,0.0,0.4174757281553398,0.4174757281553398,2,0.18304195804195802,0.023982292928354933,0.1498041958041958,0.21627972027972026,2,0.27456293706293705,0.0359734393925324,0.2247062937062937,0.3244195804195804,2,0.375,0.0,0.375,0.375,hist_gradient_boosting=2
severity_extrapolation,60,B_relative_change,2,0.4174757281553398,0.0,0.4174757281553398,0.4174757281553398,2,0.18304195804195802,0.023982292928354933,0.1498041958041958,0.21627972027972026,2,0.27456293706293705,0.0359734393925324,0.2247062937062937,0.3244195804195804,2,0.375,0.0,0.375,0.375,hist_gradient_boosting=2
severity_extrapolation,60,C_train_only_screened,2,0.4174757281553398,0.0,0.4174757281553398,0.4174757281553398,2,0.18304195804195802,0.023982292928354933,0.1498041958041958,0.21627972027972026,2,0.27456293706293705,0.0359734393925324,0.2247062937062937,0.3244195804195804,2,0.375,0.0,0.375,0.375,hist_gradient_boosting=2
severity_extrapolation,90,A_absolute_38,2,0.4174757281553398,0.0,0.4174757281553398,0.4174757281553398,2,0.18304195804195802,0.023982292928354933,0.1498041958041958,0.21627972027972026,2,0.27456293706293705,0.0359734393925324,0.2247062937062937,0.3244195804195804,2,0.375,0.0,0.375,0.375,hist_gradient_boosting=2
severity_extrapolation,90,B_relative_change,2,0.4174757281553398,0.0,0.4174757281553398,0.4174757281553398,2,0.18304195804195802,0.023982292928354933,0.1498041958041958,0.21627972027972026,2,0.27456293706293705,0.0359734393925324,0.2247062937062937,0.3244195804195804,2,0.375,0.0,0.375,0.375,hist_gradient_boosting=2
severity_extrapolation,90,C_train_only_screened,2,0.4174757281553398,0.0,0.4174757281553398,0.4174757281553398,2,0.18304195804195802,0.023982292928354933,0.1498041958041958,0.21627972027972026,2,0.27456293706293705,0.0359734393925324,0.2247062937062937,0.3244195804195804,2,0.375,0.0,0.375,0.375,hist_gradient_boosting=2
severity_extrapolation,120,A_absolute_38,2,0.8009708737864079,0.1853580882722018,0.5440776699029126,1.057864077669903,2,0.48258843494350745,0.11009857867958563,0.32999958984016964,0.6351772800468453,2,0.7238826524152611,0.1651478680193784,0.4949993847602544,0.9527659200702677,2,0.8125,0.08838834764831845,0.6900000000000001,0.9349999999999999,hist_gradient_boosting=1;random_forest=1
severity_extrapolation,120,B_relative_change,2,0.8009708737864079,0.1853580882722018,0.5440776699029126,1.057864077669903,2,0.4904761904761905,0.10269884202947474,0.3481428571428572,0.6328095238095238,2,0.7357142857142858,0.15404826304421215,0.5222142857142857,0.9492142857142858,2,0.8125,0.08838834764831845,0.6900000000000001,0.9349999999999999,hist_gradient_boosting=1;random_forest=1
severity_extrapolation,120,C_train_only_screened,2,0.8009708737864079,0.1853580882722018,0.5440776699029126,1.057864077669903,2,0.48258843494350745,0.11009857867958563,0.32999958984016964,0.6351772800468453,2,0.7238826524152611,0.1651478680193784,0.4949993847602544,0.9527659200702677,2,0.8125,0.08838834764831845,0.6900000000000001,0.9349999999999999,hist_gradient_boosting=1;random_forest=1
