split_type,split_id,window_s,feature_group,analysis_scope,eval_split,alpha,calibration_n,probability_cutoff,empirical_set_coverage,average_prediction_set_size,single_label_rate,ambiguous_multi_label_rate,empty_unknown_rate,coverage,selective_accuracy,selective_macro_f1,selective_balanced_accuracy,risk,reject_rate,selected_model,calibration_status
severity_blocked,middle_block,120,A_strict_38,main,test,0.1,77,0.6428357983439371,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8571428571428571,1.0,0.0,0.0,hist_gradient_boosting,train_only_sigmoid_cv
severity_blocked,middle_block,120,A_strict_38,main,test,0.2,77,0.8772912193892075,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8571428571428571,1.0,0.0,0.0,hist_gradient_boosting,train_only_sigmoid_cv
severity_blocked,middle_block,60,A_strict_38,control,test,0.05,77,0.07197337292144135,1.0,4.553398058252427,0.0,1.0,0.0,0.0,,,,,1.0,hist_gradient_boosting,train_only_sigmoid_cv
severity_blocked,middle_block,60,A_strict_38,control,test,0.1,77,0.18777250328148232,0.941747572815534,3.3300970873786406,0.22330097087378642,0.7766990291262136,0.0,0.22330097087378642,1.0,0.2857142857142857,1.0,0.0,0.7766990291262136,hist_gradient_boosting,train_only_sigmoid_cv
severity_blocked,middle_block,60,A_strict_38,control,test,0.2,77,0.18777250328148232,0.941747572815534,3.3300970873786406,0.22330097087378642,0.7766990291262136,0.0,0.22330097087378642,1.0,0.2857142857142857,1.0,0.0,0.7766990291262136,hist_gradient_boosting,train_only_sigmoid_cv
severity_blocked,middle_block,90,A_strict_38,control,test,0.05,77,0.07197337292144135,1.0,4.553398058252427,0.0,1.0,0.0,0.0,,,,,1.0,hist_gradient_boosting,train_only_sigmoid_cv
severity_blocked,middle_block,90,A_strict_38,control,test,0.1,77,0.18777250328148232,0.941747572815534,3.3300970873786406,0.22330097087378642,0.7766990291262136,0.0,0.22330097087378642,1.0,0.2857142857142857,1.0,0.0,0.7766990291262136,hist_gradient_boosting,train_only_sigmoid_cv
severity_blocked,middle_block,90,A_strict_38,control,test,0.2,77,0.18777250328148232,0.941747572815534,3.3300970873786406,0.22330097087378642,0.7766990291262136,0.0,0.22330097087378642,1.0,0.2857142857142857,1.0,0.0,0.7766990291262136,hist_gradient_boosting,train_only_sigmoid_cv
severity_blocked,high_block,120,A_strict_38,main,test,0.05,78,0.6060682551120671,0.8349514563106796,0.8349514563106796,0.8349514563106796,0.0,0.1650485436893204,0.8349514563106796,1.0,0.7142857142857143,1.0,0.0,0.16504854368932043,hist_gradient_boosting,train_only_sigmoid_cv
severity_blocked,high_block,120,A_strict_38,main,test,0.1,78,0.7140549332124714,0.7475728155339806,0.7475728155339806,0.7475728155339806,0.0,0.2524271844660194,0.7475728155339806,1.0,0.7142857142857143,1.0,0.0,0.2524271844660194,hist_gradient_boosting,train_only_sigmoid_cv
severity_blocked,high_block,120,A_strict_38,main,test,0.2,78,0.8162367552468234,0.7087378640776699,0.7087378640776699,0.7087378640776699,0.0,0.2912621359223301,0.7087378640776699,1.0,0.5714285714285714,1.0,0.0,0.2912621359223301,hist_gradient_boosting,train_only_sigmoid_cv
severity_blocked,high_block,60,A_strict_38,control,test,0.05,78,0.07441451384201947,1.0,4.553398058252427,0.0,1.0,0.0,0.0,,,,,1.0,hist_gradient_boosting,train_only_sigmoid_cv
severity_blocked,high_block,60,A_strict_38,control,test,0.1,78,0.18719933641643227,0.941747572815534,3.4854368932038833,0.06796116504854369,0.9320388349514563,0.0,0.06796116504854369,1.0,0.14285714285714285,1.0,0.0,0.9320388349514563,hist_gradient_boosting,train_only_sigmoid_cv
severity_blocked,high_block,60,A_strict_38,control,test,0.2,78,0.18719933641643227,0.941747572815534,3.4854368932038833,0.06796116504854369,0.9320388349514563,0.0,0.06796116504854369,1.0,0.14285714285714285,1.0,0.0,0.9320388349514563,hist_gradient_boosting,train_only_sigmoid_cv
severity_blocked,high_block,90,A_strict_38,control,test,0.05,78,0.07441451384201947,1.0,4.553398058252427,0.0,1.0,0.0,0.0,,,,,1.0,hist_gradient_boosting,train_only_sigmoid_cv
severity_blocked,high_block,90,A_strict_38,control,test,0.1,78,0.18719933641643227,0.941747572815534,3.4854368932038833,0.06796116504854369,0.9320388349514563,0.0,0.06796116504854369,1.0,0.14285714285714285,1.0,0.0,0.9320388349514563,hist_gradient_boosting,train_only_sigmoid_cv
severity_blocked,high_block,90,A_strict_38,control,test,0.2,78,0.18719933641643227,0.941747572815534,3.4854368932038833,0.06796116504854369,0.9320388349514563,0.0,0.06796116504854369,1.0,0.14285714285714285,1.0,0.0,0.9320388349514563,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,low_train_to_high_test,120,A_strict_38,main,test,0.05,78,0.6060682551120671,0.8349514563106796,0.8349514563106796,0.8349514563106796,0.0,0.1650485436893204,0.8349514563106796,1.0,0.7142857142857143,1.0,0.0,0.16504854368932043,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,low_train_to_high_test,120,A_strict_38,main,test,0.1,78,0.7140549332124714,0.7475728155339806,0.7475728155339806,0.7475728155339806,0.0,0.2524271844660194,0.7475728155339806,1.0,0.7142857142857143,1.0,0.0,0.2524271844660194,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,low_train_to_high_test,120,A_strict_38,main,test,0.2,78,0.8162367552468234,0.7087378640776699,0.7087378640776699,0.7087378640776699,0.0,0.2912621359223301,0.7087378640776699,1.0,0.5714285714285714,1.0,0.0,0.2912621359223301,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,low_train_to_high_test,60,A_strict_38,control,test,0.05,78,0.07441451384201947,1.0,4.553398058252427,0.0,1.0,0.0,0.0,,,,,1.0,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,low_train_to_high_test,60,A_strict_38,control,test,0.1,78,0.18719933641643227,0.941747572815534,3.4854368932038833,0.06796116504854369,0.9320388349514563,0.0,0.06796116504854369,1.0,0.14285714285714285,1.0,0.0,0.9320388349514563,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,low_train_to_high_test,60,A_strict_38,control,test,0.2,78,0.18719933641643227,0.941747572815534,3.4854368932038833,0.06796116504854369,0.9320388349514563,0.0,0.06796116504854369,1.0,0.14285714285714285,1.0,0.0,0.9320388349514563,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,low_train_to_high_test,90,A_strict_38,control,test,0.05,78,0.07441451384201947,1.0,4.553398058252427,0.0,1.0,0.0,0.0,,,,,1.0,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,low_train_to_high_test,90,A_strict_38,control,test,0.1,78,0.18719933641643227,0.941747572815534,3.4854368932038833,0.06796116504854369,0.9320388349514563,0.0,0.06796116504854369,1.0,0.14285714285714285,1.0,0.0,0.9320388349514563,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,low_train_to_high_test,90,A_strict_38,control,test,0.2,78,0.18719933641643227,0.941747572815534,3.4854368932038833,0.06796116504854369,0.9320388349514563,0.0,0.06796116504854369,1.0,0.14285714285714285,1.0,0.0,0.9320388349514563,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,low_train_to_high_test,120,B_without_potential_leakage,sensitivity,test,0.05,78,0.6060682551120671,0.8349514563106796,0.8349514563106796,0.8349514563106796,0.0,0.1650485436893204,0.8349514563106796,1.0,0.7142857142857143,1.0,0.0,0.16504854368932043,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,low_train_to_high_test,120,B_without_potential_leakage,sensitivity,test,0.1,78,0.7140549332124714,0.7475728155339806,0.7475728155339806,0.7475728155339806,0.0,0.2524271844660194,0.7475728155339806,1.0,0.7142857142857143,1.0,0.0,0.2524271844660194,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,low_train_to_high_test,120,B_without_potential_leakage,sensitivity,test,0.2,78,0.8162367552468234,0.7087378640776699,0.7087378640776699,0.7087378640776699,0.0,0.2912621359223301,0.7087378640776699,1.0,0.5714285714285714,1.0,0.0,0.2912621359223301,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,low_train_to_high_test,120,C_without_SLBIC_initial,sensitivity,test,0.05,78,0.3903597770129754,0.7864077669902912,1.0,0.9805825242718447,0.009708737864077669,0.009708737864077669,0.9805825242718447,0.7920792079207921,0.6414489774370311,0.7777777777777778,0.20792079207920788,0.01941747572815533,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,low_train_to_high_test,120,C_without_SLBIC_initial,sensitivity,test,0.1,78,0.458268895308257,0.7766990291262136,0.9514563106796117,0.9514563106796117,0.0,0.04854368932038835,0.9514563106796117,0.8163265306122449,0.6887888151118707,0.8055555555555555,0.18367346938775508,0.04854368932038833,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,low_train_to_high_test,120,C_without_SLBIC_initial,sensitivity,test,0.2,78,0.7021030103516864,0.6796116504854369,0.6796116504854369,0.6796116504854369,0.0,0.32038834951456313,0.6796116504854369,1.0,0.7142857142857143,1.0,0.0,0.3203883495145631,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,high_train_to_low_test,120,A_strict_38,main,test,0.05,78,0.5914380987949157,0.6310679611650486,0.7669902912621359,0.7669902912621359,0.0,0.23300970873786409,0.7669902912621359,0.8227848101265823,0.6257425787976126,0.7999999999999999,0.17721518987341767,0.23300970873786409,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,high_train_to_low_test,120,A_strict_38,main,test,0.1,78,0.6013729743561983,0.6310679611650486,0.7669902912621359,0.7669902912621359,0.0,0.23300970873786409,0.7669902912621359,0.8227848101265823,0.6257425787976126,0.7999999999999999,0.17721518987341767,0.23300970873786409,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,high_train_to_low_test,120,A_strict_38,main,test,0.2,78,0.7476439309483465,0.5242718446601942,0.6601941747572816,0.6601941747572816,0.0,0.33980582524271846,0.6601941747572816,0.7941176470588235,0.5822279952372627,0.75,0.20588235294117652,0.3398058252427184,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,high_train_to_low_test,60,A_strict_38,control,test,0.05,78,0.07099305700588121,0.883495145631068,3.9805825242718447,0.0,1.0,0.0,0.0,,,,,1.0,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,high_train_to_low_test,60,A_strict_38,control,test,0.1,78,0.17662782502410723,0.8252427184466019,3.320388349514563,0.0,1.0,0.0,0.0,,,,,1.0,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,high_train_to_low_test,60,A_strict_38,control,test,0.2,78,0.17662782502410723,0.8252427184466019,3.320388349514563,0.0,1.0,0.0,0.0,,,,,1.0,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,high_train_to_low_test,90,A_strict_38,control,test,0.05,78,0.07099305700588121,0.883495145631068,3.9805825242718447,0.0,1.0,0.0,0.0,,,,,1.0,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,high_train_to_low_test,90,A_strict_38,control,test,0.1,78,0.17662782502410723,0.8252427184466019,3.320388349514563,0.0,1.0,0.0,0.0,,,,,1.0,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,high_train_to_low_test,90,A_strict_38,control,test,0.2,78,0.17662782502410723,0.8252427184466019,3.320388349514563,0.0,1.0,0.0,0.0,,,,,1.0,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,high_train_to_low_test,120,B_without_potential_leakage,sensitivity,test,0.05,78,0.5914380987949157,0.6310679611650486,0.7669902912621359,0.7669902912621359,0.0,0.23300970873786409,0.7669902912621359,0.8227848101265823,0.6257425787976126,0.7999999999999999,0.17721518987341767,0.23300970873786409,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,high_train_to_low_test,120,B_without_potential_leakage,sensitivity,test,0.1,78,0.6013729743561983,0.6310679611650486,0.7669902912621359,0.7669902912621359,0.0,0.23300970873786409,0.7669902912621359,0.8227848101265823,0.6257425787976126,0.7999999999999999,0.17721518987341767,0.23300970873786409,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,high_train_to_low_test,120,B_without_potential_leakage,sensitivity,test,0.2,78,0.7476439309483465,0.5242718446601942,0.6601941747572816,0.6601941747572816,0.0,0.33980582524271846,0.6601941747572816,0.7941176470588235,0.5822279952372627,0.75,0.20588235294117652,0.3398058252427184,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,high_train_to_low_test,120,C_without_SLBIC_initial,sensitivity,test,0.05,78,0.07044043348992324,0.912621359223301,2.0097087378640777,0.33980582524271846,0.6601941747572816,0.0,0.33980582524271846,1.0,0.42857142857142855,1.0,0.0,0.6601941747572815,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,high_train_to_low_test,120,C_without_SLBIC_initial,sensitivity,test,0.1,78,0.5027528546335656,0.5533980582524272,0.8252427184466019,0.8252427184466019,0.0,0.17475728155339806,0.8252427184466019,0.6705882352941176,0.520132723522554,0.6956521739130435,0.3294117647058824,0.1747572815533981,hist_gradient_boosting,train_only_sigmoid_cv
severity_extrapolation,high_train_to_low_test,120,C_without_SLBIC_initial,sensitivity,test,0.2,78,0.5800188601705236,0.5436893203883495,0.7766990291262136,0.7766990291262136,0.0,0.22330097087378642,0.7766990291262136,0.7,0.5438364272262577,0.6893939393939394,0.30000000000000004,0.22330097087378642,hist_gradient_boosting,train_only_sigmoid_cv
