split_type,split_id,window_s,feature_group,analysis_scope,eval_split,alpha,calibration_n,probability_cutoff,empirical_set_coverage,average_prediction_set_size,single_label_rate,ambiguous_multi_label_rate,empty_unknown_rate,coverage,selective_accuracy,selective_macro_f1,selective_balanced_accuracy,risk,reject_rate,selected_model,calibration_status
random,seed_20263948,120,A_strict_38,main,test,0.2,101,0.8368671035282559,0.8415841584158416,0.8415841584158416,0.8415841584158416,0.0,0.15841584158415842,0.8415841584158416,1.0,0.7142857142857143,1.0,0.0,0.15841584158415845,hist_gradient_boosting,train_only_sigmoid_cv
random,seed_20263948,60,A_strict_38,control,test,0.05,101,0.07749682946454772,1.0,4.5049504950495045,0.0,1.0,0.0,0.0,,,,,1.0,hist_gradient_boosting,train_only_sigmoid_cv
random,seed_20263948,60,A_strict_38,control,test,0.1,101,0.1796232942146836,0.9504950495049505,3.3564356435643563,0.1485148514851485,0.8514851485148515,0.0,0.1485148514851485,1.0,0.14285714285714285,1.0,0.0,0.8514851485148515,hist_gradient_boosting,train_only_sigmoid_cv
random,seed_20263948,60,A_strict_38,control,test,0.2,101,0.1796232942146836,0.9504950495049505,3.3564356435643563,0.1485148514851485,0.8514851485148515,0.0,0.1485148514851485,1.0,0.14285714285714285,1.0,0.0,0.8514851485148515,hist_gradient_boosting,train_only_sigmoid_cv
random,seed_20263948,90,A_strict_38,control,test,0.05,101,0.07749682946454772,1.0,4.5049504950495045,0.0,1.0,0.0,0.0,,,,,1.0,hist_gradient_boosting,train_only_sigmoid_cv
random,seed_20263948,90,A_strict_38,control,test,0.1,101,0.1796232942146836,0.9504950495049505,3.3564356435643563,0.1485148514851485,0.8514851485148515,0.0,0.1485148514851485,1.0,0.14285714285714285,1.0,0.0,0.8514851485148515,hist_gradient_boosting,train_only_sigmoid_cv
random,seed_20263948,90,A_strict_38,control,test,0.2,101,0.1796232942146836,0.9504950495049505,3.3564356435643563,0.1485148514851485,0.8514851485148515,0.0,0.1485148514851485,1.0,0.14285714285714285,1.0,0.0,0.8514851485148515,hist_gradient_boosting,train_only_sigmoid_cv
random,seed_20264957,120,A_strict_38,main,test,0.05,101,0.8574140507496395,0.9801980198019802,0.9801980198019802,0.9801980198019802,0.0,0.019801980198019802,0.9801980198019802,1.0,0.8571428571428571,1.0,0.0,0.01980198019801982,random_forest,train_only_sigmoid_cv
random,seed_20264957,120,A_strict_38,main,test,0.1,101,0.9142821728933989,0.9306930693069307,0.9306930693069307,0.9306930693069307,0.0,0.06930693069306931,0.9306930693069307,1.0,0.8571428571428571,1.0,0.0,0.06930693069306926,random_forest,train_only_sigmoid_cv
random,seed_20264957,120,A_strict_38,main,test,0.2,101,0.9294026279660936,0.8514851485148515,0.8514851485148515,0.8514851485148515,0.0,0.1485148514851485,0.8514851485148515,1.0,0.8571428571428571,1.0,0.0,0.14851485148514854,random_forest,train_only_sigmoid_cv
random,seed_20264957,60,A_strict_38,control,test,0.05,101,0.0810029270851409,1.0,4.524752475247524,0.0,1.0,0.0,0.0,,,,,1.0,hist_gradient_boosting,train_only_sigmoid_cv
random,seed_20264957,60,A_strict_38,control,test,0.1,101,0.18159770752649196,0.9504950495049505,3.287128712871287,0.2376237623762376,0.7623762376237624,0.0,0.2376237623762376,1.0,0.42857142857142855,1.0,0.0,0.7623762376237624,hist_gradient_boosting,train_only_sigmoid_cv
random,seed_20264957,60,A_strict_38,control,test,0.2,101,0.18159770752649196,0.9504950495049505,3.287128712871287,0.2376237623762376,0.7623762376237624,0.0,0.2376237623762376,1.0,0.42857142857142855,1.0,0.0,0.7623762376237624,hist_gradient_boosting,train_only_sigmoid_cv
random,seed_20264957,90,A_strict_38,control,test,0.05,101,0.0810029270851409,1.0,4.524752475247524,0.0,1.0,0.0,0.0,,,,,1.0,hist_gradient_boosting,train_only_sigmoid_cv
random,seed_20264957,90,A_strict_38,control,test,0.1,101,0.18159770752649196,0.9504950495049505,3.287128712871287,0.2376237623762376,0.7623762376237624,0.0,0.2376237623762376,1.0,0.42857142857142855,1.0,0.0,0.7623762376237624,hist_gradient_boosting,train_only_sigmoid_cv
random,seed_20264957,90,A_strict_38,control,test,0.2,101,0.18159770752649196,0.9504950495049505,3.287128712871287,0.2376237623762376,0.7623762376237624,0.0,0.2376237623762376,1.0,0.42857142857142855,1.0,0.0,0.7623762376237624,hist_gradient_boosting,train_only_sigmoid_cv
random,seed_20265966,120,A_strict_38,main,test,0.05,101,0.7986497835907037,0.9504950495049505,0.9504950495049505,0.9504950495049505,0.0,0.04950495049504951,0.9504950495049505,1.0,0.8571428571428571,1.0,0.0,0.04950495049504955,hist_gradient_boosting,train_only_sigmoid_cv
random,seed_20265966,120,A_strict_38,main,test,0.1,101,0.820511269666843,0.8316831683168316,0.8316831683168316,0.8316831683168316,0.0,0.16831683168316833,0.8316831683168316,1.0,0.7142857142857143,1.0,0.0,0.16831683168316836,hist_gradient_boosting,train_only_sigmoid_cv
random,seed_20265966,120,A_strict_38,main,test,0.2,101,0.9036093609308644,0.801980198019802,0.801980198019802,0.801980198019802,0.0,0.19801980198019803,0.801980198019802,1.0,0.7142857142857143,1.0,0.0,0.19801980198019797,hist_gradient_boosting,train_only_sigmoid_cv
random,seed_20265966,60,A_strict_38,control,test,0.05,101,0.07683869521984754,1.0,4.485148514851486,0.0,1.0,0.0,0.0,,,,,1.0,hist_gradient_boosting,train_only_sigmoid_cv
random,seed_20265966,60,A_strict_38,control,test,0.1,101,0.1819618853756193,0.9504950495049505,3.227722772277228,0.25742574257425743,0.7425742574257426,0.0,0.25742574257425743,1.0,0.42857142857142855,1.0,0.0,0.7425742574257426,hist_gradient_boosting,train_only_sigmoid_cv
