scope,window_s,input_group,model,eval_split,n_samples,n_features,n_classes_train,n_classes_eval,n_unknown_protection,accuracy,macro_f1,macro_f1_observed_classes,balanced_accuracy,fit_status
strict_pre_protection_only,30,B_without_potential_leakage,hist_gradient_boosting,validation,64,185,8,8,0,0.484375,0.19981213097155126,0.2997181964573269,0.390625,fitted
strict_pre_protection_only,30,B_without_potential_leakage,hist_gradient_boosting,test,64,185,8,8,0,0.46875,0.19506172839506175,0.29259259259259257,0.3888888888888889,fitted
strict_pre_protection_only,30,C_without_SLBIC_initial,naive_majority,validation,64,120,8,8,0,0.15625,0.022522522522522525,0.033783783783783786,0.125,majority_baseline
strict_pre_protection_only,30,C_without_SLBIC_initial,naive_majority,test,64,120,8,8,0,0.140625,0.02054794520547945,0.030821917808219176,0.125,majority_baseline
strict_pre_protection_only,30,C_without_SLBIC_initial,logistic_regression,validation,64,120,8,8,0,0.484375,0.19981213097155126,0.2997181964573269,0.390625,fitted
strict_pre_protection_only,30,C_without_SLBIC_initial,logistic_regression,test,64,120,8,8,0,0.484375,0.1979602791196994,0.2969404186795491,0.3888888888888889,fitted
strict_pre_protection_only,30,C_without_SLBIC_initial,random_forest,validation,64,120,8,8,0,0.484375,0.19981213097155126,0.2997181964573269,0.390625,fitted
strict_pre_protection_only,30,C_without_SLBIC_initial,random_forest,test,64,120,8,8,0,0.46875,0.19506172839506175,0.29259259259259257,0.3888888888888889,fitted
strict_pre_protection_only,30,C_without_SLBIC_initial,hist_gradient_boosting,validation,64,120,8,8,0,0.484375,0.19981213097155126,0.2997181964573269,0.390625,fitted
strict_pre_protection_only,30,C_without_SLBIC_initial,hist_gradient_boosting,test,64,120,8,8,0,0.46875,0.19506172839506175,0.29259259259259257,0.3888888888888889,fitted
strict_pre_protection_only,40,A_strict_38,naive_majority,validation,64,190,8,8,0,0.15625,0.022522522522522525,0.033783783783783786,0.125,majority_baseline
strict_pre_protection_only,40,A_strict_38,naive_majority,test,64,190,8,8,0,0.140625,0.02054794520547945,0.030821917808219176,0.125,majority_baseline
strict_pre_protection_only,40,A_strict_38,logistic_regression,validation,64,190,8,8,0,0.484375,0.19981213097155126,0.2997181964573269,0.390625,fitted
strict_pre_protection_only,40,A_strict_38,logistic_regression,test,64,190,8,8,0,0.484375,0.1979602791196994,0.2969404186795491,0.3888888888888889,fitted
strict_pre_protection_only,40,A_strict_38,random_forest,validation,64,190,8,8,0,0.484375,0.19981213097155126,0.2997181964573269,0.390625,fitted
strict_pre_protection_only,40,A_strict_38,random_forest,test,64,190,8,8,0,0.46875,0.19506172839506175,0.29259259259259257,0.3888888888888889,fitted
strict_pre_protection_only,40,A_strict_38,hist_gradient_boosting,validation,64,190,8,8,0,0.484375,0.19981213097155126,0.2997181964573269,0.390625,fitted
