split_type,split_id,window_s,evaluation_scope,model,selected_for_test,accuracy,macro_f1,macro_f1_observed,balanced_accuracy,n_classes_eval,minimum_support,level,true_label,predicted_label,count,eligible_families
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,LOCAC,LR,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,LOCAC,MD,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,LOCAC,RI,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,LOCAC,RW,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,LOCAC,SGATR,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,LOCAC,SGBTR,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,LOCAC,SLBIC,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,LOCAC,SLBOC,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,LR,FLB,5,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,LR,LLB,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,LR,LOCA,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,LR,LOCAC,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,LR,LR,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,LR,MD,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,LR,RI,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,LR,RW,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,LR,SGATR,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,LR,SGBTR,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,LR,SLBIC,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,LR,SLBOC,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,MD,FLB,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,MD,LLB,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,MD,LOCA,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,MD,LOCAC,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,MD,LR,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,MD,MD,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,MD,RI,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,MD,RW,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,MD,SGATR,0,
random,seed_20260921,60,fine_grained_12_class,hist_gradient_boosting,True,0.44554455445544555,0.2251984126984127,0.33779761904761907,0.39583333333333337,8,5,subtype,MD,SGBTR,0,
