split_type,window_s,input_group,accident_class,support_mean,support_min,support_max,n_splits,n_evaluable_splits,recall_n,recall_mean,recall_std,recall_ci95_low,recall_ci95_high
severity_blocked,120,C_without_SLBIC_initial,LR,6.0,6,6,3,3,3,0.9444444444444445,0.0962250448649376,0.8355555555555557,1.0533333333333335
severity_blocked,120,C_without_SLBIC_initial,MD,0.0,0,0,3,0,0,,,,
severity_blocked,120,C_without_SLBIC_initial,RI,7.0,7,7,3,3,3,0.6666666666666666,0.5773502691896258,0.013333333333333197,1.32
severity_blocked,120,C_without_SLBIC_initial,RW,0.0,0,0,3,0,0,,,,
severity_blocked,120,C_without_SLBIC_initial,SGATR,9.0,9,9,3,3,3,1.0,0.0,1.0,1.0
severity_blocked,120,C_without_SLBIC_initial,SGBTR,11.0,11,11,3,3,3,1.0,0.0,1.0,1.0
severity_blocked,120,C_without_SLBIC_initial,SLBIC,18.0,18,18,3,3,3,0.7037037037037037,0.5132002392796673,0.12296296296296294,1.2844444444444445
severity_blocked,120,C_without_SLBIC_initial,SLBOC,0.0,0,0,3,0,0,,,,
severity_extrapolation,30,A_strict_38,FLB,20.0,20,20,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,30,A_strict_38,LLB,0.0,0,0,2,0,0,,,,
severity_extrapolation,30,A_strict_38,LOCA,16.0,16,16,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,30,A_strict_38,LOCAC,16.0,16,16,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,30,A_strict_38,LR,6.0,6,6,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,30,A_strict_38,MD,0.0,0,0,2,0,0,,,,
severity_extrapolation,30,A_strict_38,RI,7.0,7,7,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,30,A_strict_38,RW,0.0,0,0,2,0,0,,,,
severity_extrapolation,30,A_strict_38,SGATR,9.0,9,9,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,30,A_strict_38,SGBTR,11.0,11,11,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,30,A_strict_38,SLBIC,18.0,18,18,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,30,A_strict_38,SLBOC,0.0,0,0,2,0,0,,,,
severity_extrapolation,30,B_without_potential_leakage,FLB,20.0,20,20,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,30,B_without_potential_leakage,LLB,0.0,0,0,2,0,0,,,,
severity_extrapolation,30,B_without_potential_leakage,LOCA,16.0,16,16,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,30,B_without_potential_leakage,LOCAC,16.0,16,16,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,30,B_without_potential_leakage,LR,6.0,6,6,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,30,B_without_potential_leakage,MD,0.0,0,0,2,0,0,,,,
severity_extrapolation,30,B_without_potential_leakage,RI,7.0,7,7,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,30,B_without_potential_leakage,RW,0.0,0,0,2,0,0,,,,
severity_extrapolation,30,B_without_potential_leakage,SGATR,9.0,9,9,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,30,B_without_potential_leakage,SGBTR,11.0,11,11,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,30,B_without_potential_leakage,SLBIC,18.0,18,18,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,30,B_without_potential_leakage,SLBOC,0.0,0,0,2,0,0,,,,
severity_extrapolation,30,C_without_SLBIC_initial,FLB,20.0,20,20,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,30,C_without_SLBIC_initial,LLB,0.0,0,0,2,0,0,,,,
severity_extrapolation,30,C_without_SLBIC_initial,LOCA,16.0,16,16,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,30,C_without_SLBIC_initial,LOCAC,16.0,16,16,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,30,C_without_SLBIC_initial,LR,6.0,6,6,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,30,C_without_SLBIC_initial,MD,0.0,0,0,2,0,0,,,,
severity_extrapolation,30,C_without_SLBIC_initial,RI,7.0,7,7,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,30,C_without_SLBIC_initial,RW,0.0,0,0,2,0,0,,,,
severity_extrapolation,30,C_without_SLBIC_initial,SGATR,9.0,9,9,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,30,C_without_SLBIC_initial,SGBTR,11.0,11,11,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,30,C_without_SLBIC_initial,SLBIC,18.0,18,18,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,30,C_without_SLBIC_initial,SLBOC,0.0,0,0,2,0,0,,,,
severity_extrapolation,60,A_strict_38,FLB,20.0,20,20,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,60,A_strict_38,LLB,0.0,0,0,2,0,0,,,,
severity_extrapolation,60,A_strict_38,LOCA,16.0,16,16,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,60,A_strict_38,LOCAC,16.0,16,16,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,60,A_strict_38,LR,6.0,6,6,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,60,A_strict_38,MD,0.0,0,0,2,0,0,,,,
severity_extrapolation,60,A_strict_38,RI,7.0,7,7,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,60,A_strict_38,RW,0.0,0,0,2,0,0,,,,
severity_extrapolation,60,A_strict_38,SGATR,9.0,9,9,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,60,A_strict_38,SGBTR,11.0,11,11,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,60,A_strict_38,SLBIC,18.0,18,18,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,60,A_strict_38,SLBOC,0.0,0,0,2,0,0,,,,
severity_extrapolation,60,B_without_potential_leakage,FLB,20.0,20,20,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,60,B_without_potential_leakage,LLB,0.0,0,0,2,0,0,,,,
severity_extrapolation,60,B_without_potential_leakage,LOCA,16.0,16,16,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,60,B_without_potential_leakage,LOCAC,16.0,16,16,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,60,B_without_potential_leakage,LR,6.0,6,6,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,60,B_without_potential_leakage,MD,0.0,0,0,2,0,0,,,,
severity_extrapolation,60,B_without_potential_leakage,RI,7.0,7,7,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,60,B_without_potential_leakage,RW,0.0,0,0,2,0,0,,,,
severity_extrapolation,60,B_without_potential_leakage,SGATR,9.0,9,9,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,60,B_without_potential_leakage,SGBTR,11.0,11,11,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,60,B_without_potential_leakage,SLBIC,18.0,18,18,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,60,B_without_potential_leakage,SLBOC,0.0,0,0,2,0,0,,,,
severity_extrapolation,60,C_without_SLBIC_initial,FLB,20.0,20,20,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,60,C_without_SLBIC_initial,LLB,0.0,0,0,2,0,0,,,,
severity_extrapolation,60,C_without_SLBIC_initial,LOCA,16.0,16,16,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,60,C_without_SLBIC_initial,LOCAC,16.0,16,16,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,60,C_without_SLBIC_initial,LR,6.0,6,6,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,60,C_without_SLBIC_initial,MD,0.0,0,0,2,0,0,,,,
severity_extrapolation,60,C_without_SLBIC_initial,RI,7.0,7,7,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,60,C_without_SLBIC_initial,RW,0.0,0,0,2,0,0,,,,
severity_extrapolation,60,C_without_SLBIC_initial,SGATR,9.0,9,9,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,60,C_without_SLBIC_initial,SGBTR,11.0,11,11,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,60,C_without_SLBIC_initial,SLBIC,18.0,18,18,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,60,C_without_SLBIC_initial,SLBOC,0.0,0,0,2,0,0,,,,
severity_extrapolation,90,A_strict_38,FLB,20.0,20,20,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,90,A_strict_38,LLB,0.0,0,0,2,0,0,,,,
severity_extrapolation,90,A_strict_38,LOCA,16.0,16,16,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,90,A_strict_38,LOCAC,16.0,16,16,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,90,A_strict_38,LR,6.0,6,6,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,90,A_strict_38,MD,0.0,0,0,2,0,0,,,,
severity_extrapolation,90,A_strict_38,RI,7.0,7,7,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,90,A_strict_38,RW,0.0,0,0,2,0,0,,,,
severity_extrapolation,90,A_strict_38,SGATR,9.0,9,9,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,90,A_strict_38,SGBTR,11.0,11,11,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,90,A_strict_38,SLBIC,18.0,18,18,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,90,A_strict_38,SLBOC,0.0,0,0,2,0,0,,,,
severity_extrapolation,90,B_without_potential_leakage,FLB,20.0,20,20,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,90,B_without_potential_leakage,LLB,0.0,0,0,2,0,0,,,,
severity_extrapolation,90,B_without_potential_leakage,LOCA,16.0,16,16,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,90,B_without_potential_leakage,LOCAC,16.0,16,16,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,90,B_without_potential_leakage,LR,6.0,6,6,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,90,B_without_potential_leakage,MD,0.0,0,0,2,0,0,,,,
severity_extrapolation,90,B_without_potential_leakage,RI,7.0,7,7,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,90,B_without_potential_leakage,RW,0.0,0,0,2,0,0,,,,
severity_extrapolation,90,B_without_potential_leakage,SGATR,9.0,9,9,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,90,B_without_potential_leakage,SGBTR,11.0,11,11,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,90,B_without_potential_leakage,SLBIC,18.0,18,18,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,90,B_without_potential_leakage,SLBOC,0.0,0,0,2,0,0,,,,
severity_extrapolation,90,C_without_SLBIC_initial,FLB,20.0,20,20,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,90,C_without_SLBIC_initial,LLB,0.0,0,0,2,0,0,,,,
severity_extrapolation,90,C_without_SLBIC_initial,LOCA,16.0,16,16,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,90,C_without_SLBIC_initial,LOCAC,16.0,16,16,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,90,C_without_SLBIC_initial,LR,6.0,6,6,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,90,C_without_SLBIC_initial,MD,0.0,0,0,2,0,0,,,,
severity_extrapolation,90,C_without_SLBIC_initial,RI,7.0,7,7,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,90,C_without_SLBIC_initial,RW,0.0,0,0,2,0,0,,,,
severity_extrapolation,90,C_without_SLBIC_initial,SGATR,9.0,9,9,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,90,C_without_SLBIC_initial,SGBTR,11.0,11,11,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,90,C_without_SLBIC_initial,SLBIC,18.0,18,18,2,2,2,0.0,0.0,0.0,0.0
severity_extrapolation,90,C_without_SLBIC_initial,SLBOC,0.0,0,0,2,0,0,,,,
severity_extrapolation,120,A_strict_38,FLB,20.0,20,20,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,120,A_strict_38,LLB,0.0,0,0,2,0,0,,,,
severity_extrapolation,120,A_strict_38,LOCA,16.0,16,16,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,120,A_strict_38,LOCAC,16.0,16,16,2,2,2,0.5,0.7071067811865476,-0.47999999999999987,1.48
severity_extrapolation,120,A_strict_38,LR,6.0,6,6,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,120,A_strict_38,MD,0.0,0,0,2,0,0,,,,
severity_extrapolation,120,A_strict_38,RI,7.0,7,7,2,2,2,0.5,0.7071067811865476,-0.47999999999999987,1.48
severity_extrapolation,120,A_strict_38,RW,0.0,0,0,2,0,0,,,,
severity_extrapolation,120,A_strict_38,SGATR,9.0,9,9,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,120,A_strict_38,SGBTR,11.0,11,11,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,120,A_strict_38,SLBIC,18.0,18,18,2,2,2,0.5,0.7071067811865476,-0.47999999999999987,1.48
severity_extrapolation,120,A_strict_38,SLBOC,0.0,0,0,2,0,0,,,,
severity_extrapolation,120,B_without_potential_leakage,FLB,20.0,20,20,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,120,B_without_potential_leakage,LLB,0.0,0,0,2,0,0,,,,
severity_extrapolation,120,B_without_potential_leakage,LOCA,16.0,16,16,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,120,B_without_potential_leakage,LOCAC,16.0,16,16,2,2,2,0.5,0.7071067811865476,-0.47999999999999987,1.48
severity_extrapolation,120,B_without_potential_leakage,LR,6.0,6,6,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,120,B_without_potential_leakage,MD,0.0,0,0,2,0,0,,,,
severity_extrapolation,120,B_without_potential_leakage,RI,7.0,7,7,2,2,2,0.5,0.7071067811865476,-0.47999999999999987,1.48
severity_extrapolation,120,B_without_potential_leakage,RW,0.0,0,0,2,0,0,,,,
severity_extrapolation,120,B_without_potential_leakage,SGATR,9.0,9,9,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,120,B_without_potential_leakage,SGBTR,11.0,11,11,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,120,B_without_potential_leakage,SLBIC,18.0,18,18,2,2,2,0.5,0.7071067811865476,-0.47999999999999987,1.48
severity_extrapolation,120,B_without_potential_leakage,SLBOC,0.0,0,0,2,0,0,,,,
severity_extrapolation,120,C_without_SLBIC_initial,FLB,20.0,20,20,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,120,C_without_SLBIC_initial,LLB,0.0,0,0,2,0,0,,,,
severity_extrapolation,120,C_without_SLBIC_initial,LOCA,16.0,16,16,2,2,2,0.8125,0.2651650429449553,0.4450000000000001,1.18
severity_extrapolation,120,C_without_SLBIC_initial,LOCAC,16.0,16,16,2,2,2,0.5,0.7071067811865476,-0.47999999999999987,1.48
severity_extrapolation,120,C_without_SLBIC_initial,LR,6.0,6,6,2,2,2,0.9166666666666667,0.11785113019775789,0.7533333333333334,1.08
severity_extrapolation,120,C_without_SLBIC_initial,MD,0.0,0,0,2,0,0,,,,
severity_extrapolation,120,C_without_SLBIC_initial,RI,7.0,7,7,2,2,2,0.5,0.7071067811865476,-0.47999999999999987,1.48
severity_extrapolation,120,C_without_SLBIC_initial,RW,0.0,0,0,2,0,0,,,,
severity_extrapolation,120,C_without_SLBIC_initial,SGATR,9.0,9,9,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,120,C_without_SLBIC_initial,SGBTR,11.0,11,11,2,2,2,1.0,0.0,1.0,1.0
severity_extrapolation,120,C_without_SLBIC_initial,SLBIC,18.0,18,18,2,2,2,0.5,0.7071067811865476,-0.47999999999999987,1.48
severity_extrapolation,120,C_without_SLBIC_initial,SLBOC,0.0,0,0,2,0,0,,,,
