mode,landmark_s,input_group,model,split,n_trajectories,feature_count,excluded_high_coupling_count,suspicious_train_feature_count,mae,rmse,r2
strict,300,severity_plus_process,gradient_boosting,train,3,191,0,138,130.1650064552276,153.27907488915034,-0.001452913255031607
strict,300,severity_plus_process,gradient_boosting,validation,1,191,0,138,508.00498063431723,508.00498063431723,0.0
strict,300,severity_plus_process,gradient_boosting,test,2,191,0,138,845.75,1036.532485894695,-0.5020411222218948
sensitivity,30,severity_only,naive_mean,train,60,1,20,0,54.60666666666667,109.81132682924837,0.0
sensitivity,30,severity_only,naive_mean,validation,20,1,20,0,81.09000000000002,213.5504916875632,-0.021597418531617008
sensitivity,30,severity_only,naive_mean,test,20,1,20,0,130.64000000000001,421.8030316391763,-0.03863294492599878
sensitivity,30,severity_only,ridge,train,60,1,20,0,48.484221605300455,93.67351932569586,0.2723217471733994
sensitivity,30,severity_only,ridge,validation,20,1,20,0,73.7031731801205,193.54502270223878,0.1608441046590553
sensitivity,30,severity_only,ridge,test,20,1,20,0,122.26935211287761,401.3164432100859,0.059807874514902326
sensitivity,30,severity_only,random_forest,train,60,1,20,0,10.876543035513869,38.57403364880573,0.8766054916788807
sensitivity,30,severity_only,random_forest,validation,20,1,20,0,33.873056421356424,127.77146329962989,0.6342819692661832
sensitivity,30,severity_only,random_forest,test,20,1,20,0,87.65204950396824,338.78227642362435,0.3299857117972549
sensitivity,30,severity_only,gradient_boosting,train,60,1,20,0,9.319315112360142,43.82567464674879,0.8407193781958304
sensitivity,30,severity_only,gradient_boosting,validation,20,1,20,0,33.53631269046743,137.7220543925928,0.5751010867652075
sensitivity,30,severity_only,gradient_boosting,test,20,1,20,0,86.03502401767435,348.4847179639786,0.2910588652775127
sensitivity,30,process_only,naive_mean,train,60,170,20,0,54.60666666666667,109.81132682924837,0.0
sensitivity,30,process_only,naive_mean,validation,20,170,20,0,81.09000000000002,213.5504916875632,-0.021597418531617008
sensitivity,30,process_only,naive_mean,test,20,170,20,0,130.64000000000001,421.8030316391763,-0.03863294492599878
sensitivity,30,process_only,ridge,train,60,170,20,0,54.60666666666667,109.81132682924837,0.0
sensitivity,30,process_only,ridge,validation,20,170,20,0,81.09000000000002,213.5504916875632,-0.021597418531617008
sensitivity,30,process_only,ridge,test,20,170,20,0,130.64000000000001,421.8030316391763,-0.03863294492599878
sensitivity,30,process_only,random_forest,train,60,170,20,0,54.55120000000004,109.8113657413262,-7.087080329259976e-07
