mode,landmark_s,input_group,model,split,n_trajectories,feature_count,excluded_high_coupling_count,suspicious_train_feature_count,mae,rmse,r2
sensitivity,300,severity_only,random_forest,validation,1,1,20,118,506.2855555555559,506.2855555555559,0.0
sensitivity,300,severity_only,random_forest,test,2,1,20,118,845.75,1035.5393776448518,-0.4991642710823676
sensitivity,300,severity_only,gradient_boosting,train,3,1,20,118,130.1650064552276,153.27907488915034,-0.001452913255031607
sensitivity,300,severity_only,gradient_boosting,validation,1,1,20,118,508.00498063431723,508.00498063431723,0.0
sensitivity,300,severity_only,gradient_boosting,test,2,1,20,118,845.75,1036.532485894695,-0.5020411222218948
sensitivity,300,process_only,naive_mean,train,3,170,20,118,132.11111111111111,153.16784547968575,0.0
sensitivity,300,process_only,naive_mean,validation,1,170,20,118,502.1666666666667,502.1666666666667,0.0
sensitivity,300,process_only,naive_mean,test,2,170,20,118,845.75,1033.168138677233,-0.49230638285098416
sensitivity,300,process_only,ridge,train,3,170,20,118,5.14506695213844,5.665508183438809,0.9986318222119577
sensitivity,300,process_only,ridge,validation,1,170,20,118,253.86623426783717,253.86623426783717,0.0
sensitivity,300,process_only,ridge,test,2,170,20,118,293.93458307637354,391.1396215046378,0.7861153539276899
sensitivity,300,process_only,random_forest,train,3,170,20,118,130.73814814814804,153.22321669566887,-0.0007231442649719977
sensitivity,300,process_only,random_forest,validation,1,170,20,118,506.2855555555559,506.2855555555559,0.0
sensitivity,300,process_only,random_forest,test,2,170,20,118,845.75,1035.5393776448518,-0.4991642710823676
sensitivity,300,process_only,gradient_boosting,train,3,170,20,118,130.1650064552276,153.27907488915034,-0.001452913255031607
sensitivity,300,process_only,gradient_boosting,validation,1,170,20,118,508.00498063431723,508.00498063431723,0.0
sensitivity,300,process_only,gradient_boosting,test,2,170,20,118,845.75,1036.532485894695,-0.5020411222218948
sensitivity,300,severity_plus_process,naive_mean,train,3,171,20,118,132.11111111111111,153.16784547968575,0.0
sensitivity,300,severity_plus_process,naive_mean,validation,1,171,20,118,502.1666666666667,502.1666666666667,0.0
sensitivity,300,severity_plus_process,naive_mean,test,2,171,20,118,845.75,1033.168138677233,-0.49230638285098416
sensitivity,300,severity_plus_process,ridge,train,3,171,20,118,5.12601331288361,5.6541635828069134,0.9986372959982653
sensitivity,300,severity_plus_process,ridge,validation,1,171,20,118,251.91987467071226,251.91987467071226,0.0
sensitivity,300,severity_plus_process,ridge,test,2,171,20,118,288.574834631831,383.1670418252677,0.7947456928660951
sensitivity,300,severity_plus_process,random_forest,train,3,171,20,118,130.73814814814804,153.22321669566887,-0.0007231442649719977
sensitivity,300,severity_plus_process,random_forest,validation,1,171,20,118,506.2855555555559,506.2855555555559,0.0
sensitivity,300,severity_plus_process,random_forest,test,2,171,20,118,845.75,1035.5393776448518,-0.4991642710823676
sensitivity,300,severity_plus_process,gradient_boosting,train,3,171,20,118,130.1650064552276,153.27907488915034,-0.001452913255031607
sensitivity,300,severity_plus_process,gradient_boosting,validation,1,171,20,118,508.00498063431723,508.00498063431723,0.0
sensitivity,300,severity_plus_process,gradient_boosting,test,2,171,20,118,845.75,1036.532485894695,-0.5020411222218948
