scope,window_s,input_group,model,eval_split,true_class,predicted_class,count
all_sample,20,A_strict_38,logistic_regression,test,SGATR,LOCAC,0
all_sample,20,A_strict_38,logistic_regression,test,SGATR,LR,0
all_sample,20,A_strict_38,logistic_regression,test,SGATR,MD,0
all_sample,20,A_strict_38,logistic_regression,test,SGATR,RI,0
all_sample,20,A_strict_38,logistic_regression,test,SGATR,RW,0
all_sample,20,A_strict_38,logistic_regression,test,SGATR,SGATR,0
all_sample,20,A_strict_38,logistic_regression,test,SGATR,SGBTR,10
all_sample,20,A_strict_38,logistic_regression,test,SGATR,SLBIC,0
all_sample,20,A_strict_38,logistic_regression,test,SGATR,SLBOC,0
all_sample,20,A_strict_38,logistic_regression,test,SGBTR,FLB,0
all_sample,20,A_strict_38,logistic_regression,test,SGBTR,LLB,0
all_sample,20,A_strict_38,logistic_regression,test,SGBTR,LOCA,0
all_sample,20,A_strict_38,logistic_regression,test,SGBTR,LOCAC,0
all_sample,20,A_strict_38,logistic_regression,test,SGBTR,LR,0
all_sample,20,A_strict_38,logistic_regression,test,SGBTR,MD,0
all_sample,20,A_strict_38,logistic_regression,test,SGBTR,RI,0
all_sample,20,A_strict_38,logistic_regression,test,SGBTR,RW,0
all_sample,20,A_strict_38,logistic_regression,test,SGBTR,SGATR,0
all_sample,20,A_strict_38,logistic_regression,test,SGBTR,SGBTR,11
all_sample,20,A_strict_38,logistic_regression,test,SGBTR,SLBIC,0
all_sample,20,A_strict_38,logistic_regression,test,SGBTR,SLBOC,0
all_sample,20,A_strict_38,logistic_regression,test,SLBIC,FLB,0
all_sample,20,A_strict_38,logistic_regression,test,SLBIC,LLB,0
all_sample,20,A_strict_38,logistic_regression,test,SLBIC,LOCA,0
all_sample,20,A_strict_38,logistic_regression,test,SLBIC,LOCAC,0
all_sample,20,A_strict_38,logistic_regression,test,SLBIC,LR,0
all_sample,20,A_strict_38,logistic_regression,test,SLBIC,MD,0
all_sample,20,A_strict_38,logistic_regression,test,SLBIC,RI,0
all_sample,20,A_strict_38,logistic_regression,test,SLBIC,RW,0
all_sample,20,A_strict_38,logistic_regression,test,SLBIC,SGATR,0
all_sample,20,A_strict_38,logistic_regression,test,SLBIC,SGBTR,8
all_sample,20,A_strict_38,logistic_regression,test,SLBIC,SLBIC,3
all_sample,20,A_strict_38,logistic_regression,test,SLBIC,SLBOC,0
all_sample,20,A_strict_38,logistic_regression,test,SLBOC,FLB,0
all_sample,20,A_strict_38,logistic_regression,test,SLBOC,LLB,0
all_sample,20,A_strict_38,logistic_regression,test,SLBOC,LOCA,0
all_sample,20,A_strict_38,logistic_regression,test,SLBOC,LOCAC,0
all_sample,20,A_strict_38,logistic_regression,test,SLBOC,LR,0
all_sample,20,A_strict_38,logistic_regression,test,SLBOC,MD,0
all_sample,20,A_strict_38,logistic_regression,test,SLBOC,RI,0
all_sample,20,A_strict_38,logistic_regression,test,SLBOC,RW,0
all_sample,20,A_strict_38,logistic_regression,test,SLBOC,SGATR,0
all_sample,20,A_strict_38,logistic_regression,test,SLBOC,SGBTR,10
all_sample,20,A_strict_38,logistic_regression,test,SLBOC,SLBIC,0
all_sample,20,A_strict_38,logistic_regression,test,SLBOC,SLBOC,0
all_sample,20,A_strict_38,random_forest,validation,FLB,FLB,0
all_sample,20,A_strict_38,random_forest,validation,FLB,LLB,0
all_sample,20,A_strict_38,random_forest,validation,FLB,LOCA,0
all_sample,20,A_strict_38,random_forest,validation,FLB,LOCAC,0
all_sample,20,A_strict_38,random_forest,validation,FLB,LR,0
all_sample,20,A_strict_38,random_forest,validation,FLB,MD,0
all_sample,20,A_strict_38,random_forest,validation,FLB,RI,0
all_sample,20,A_strict_38,random_forest,validation,FLB,RW,0
all_sample,20,A_strict_38,random_forest,validation,FLB,SGATR,0
all_sample,20,A_strict_38,random_forest,validation,FLB,SGBTR,10
all_sample,20,A_strict_38,random_forest,validation,FLB,SLBIC,0
all_sample,20,A_strict_38,random_forest,validation,FLB,SLBOC,0
all_sample,20,A_strict_38,random_forest,validation,LLB,FLB,0
all_sample,20,A_strict_38,random_forest,validation,LLB,LLB,0
all_sample,20,A_strict_38,random_forest,validation,LLB,LOCA,0
all_sample,20,A_strict_38,random_forest,validation,LLB,LOCAC,0
all_sample,20,A_strict_38,random_forest,validation,LLB,LR,0
all_sample,20,A_strict_38,random_forest,validation,LLB,MD,0
all_sample,20,A_strict_38,random_forest,validation,LLB,RI,0
all_sample,20,A_strict_38,random_forest,validation,LLB,RW,0
all_sample,20,A_strict_38,random_forest,validation,LLB,SGATR,0
all_sample,20,A_strict_38,random_forest,validation,LLB,SGBTR,10
all_sample,20,A_strict_38,random_forest,validation,LLB,SLBIC,0
all_sample,20,A_strict_38,random_forest,validation,LLB,SLBOC,0
all_sample,20,A_strict_38,random_forest,validation,LOCA,FLB,0
all_sample,20,A_strict_38,random_forest,validation,LOCA,LLB,0
all_sample,20,A_strict_38,random_forest,validation,LOCA,LOCA,10
all_sample,20,A_strict_38,random_forest,validation,LOCA,LOCAC,0
all_sample,20,A_strict_38,random_forest,validation,LOCA,LR,0
all_sample,20,A_strict_38,random_forest,validation,LOCA,MD,0
all_sample,20,A_strict_38,random_forest,validation,LOCA,RI,0
all_sample,20,A_strict_38,random_forest,validation,LOCA,RW,0
all_sample,20,A_strict_38,random_forest,validation,LOCA,SGATR,0
all_sample,20,A_strict_38,random_forest,validation,LOCA,SGBTR,0
all_sample,20,A_strict_38,random_forest,validation,LOCA,SLBIC,0
all_sample,20,A_strict_38,random_forest,validation,LOCA,SLBOC,0
all_sample,20,A_strict_38,random_forest,validation,LOCAC,FLB,0
all_sample,20,A_strict_38,random_forest,validation,LOCAC,LLB,0
all_sample,20,A_strict_38,random_forest,validation,LOCAC,LOCA,0
all_sample,20,A_strict_38,random_forest,validation,LOCAC,LOCAC,0
all_sample,20,A_strict_38,random_forest,validation,LOCAC,LR,0
all_sample,20,A_strict_38,random_forest,validation,LOCAC,MD,0
all_sample,20,A_strict_38,random_forest,validation,LOCAC,RI,0
all_sample,20,A_strict_38,random_forest,validation,LOCAC,RW,0
all_sample,20,A_strict_38,random_forest,validation,LOCAC,SGATR,0
all_sample,20,A_strict_38,random_forest,validation,LOCAC,SGBTR,10
all_sample,20,A_strict_38,random_forest,validation,LOCAC,SLBIC,0
all_sample,20,A_strict_38,random_forest,validation,LOCAC,SLBOC,0
all_sample,20,A_strict_38,random_forest,validation,LR,FLB,0
all_sample,20,A_strict_38,random_forest,validation,LR,LLB,0
all_sample,20,A_strict_38,random_forest,validation,LR,LOCA,0
all_sample,20,A_strict_38,random_forest,validation,LR,LOCAC,0
all_sample,20,A_strict_38,random_forest,validation,LR,LR,0
all_sample,20,A_strict_38,random_forest,validation,LR,MD,0
all_sample,20,A_strict_38,random_forest,validation,LR,RI,0
all_sample,20,A_strict_38,random_forest,validation,LR,RW,0
all_sample,20,A_strict_38,random_forest,validation,LR,SGATR,0
all_sample,20,A_strict_38,random_forest,validation,LR,SGBTR,10
all_sample,20,A_strict_38,random_forest,validation,LR,SLBIC,0
all_sample,20,A_strict_38,random_forest,validation,LR,SLBOC,0
all_sample,20,A_strict_38,random_forest,validation,MD,FLB,0
all_sample,20,A_strict_38,random_forest,validation,MD,LLB,0
all_sample,20,A_strict_38,random_forest,validation,MD,LOCA,0
all_sample,20,A_strict_38,random_forest,validation,MD,LOCAC,0
all_sample,20,A_strict_38,random_forest,validation,MD,LR,0
all_sample,20,A_strict_38,random_forest,validation,MD,MD,0
all_sample,20,A_strict_38,random_forest,validation,MD,RI,0
all_sample,20,A_strict_38,random_forest,validation,MD,RW,0
all_sample,20,A_strict_38,random_forest,validation,MD,SGATR,0
all_sample,20,A_strict_38,random_forest,validation,MD,SGBTR,10
all_sample,20,A_strict_38,random_forest,validation,MD,SLBIC,0
all_sample,20,A_strict_38,random_forest,validation,MD,SLBOC,0
all_sample,20,A_strict_38,random_forest,validation,RI,FLB,0
all_sample,20,A_strict_38,random_forest,validation,RI,LLB,0
all_sample,20,A_strict_38,random_forest,validation,RI,LOCA,0
all_sample,20,A_strict_38,random_forest,validation,RI,LOCAC,0
all_sample,20,A_strict_38,random_forest,validation,RI,LR,0
all_sample,20,A_strict_38,random_forest,validation,RI,MD,0
all_sample,20,A_strict_38,random_forest,validation,RI,RI,10
all_sample,20,A_strict_38,random_forest,validation,RI,RW,0
all_sample,20,A_strict_38,random_forest,validation,RI,SGATR,0
all_sample,20,A_strict_38,random_forest,validation,RI,SGBTR,0
all_sample,20,A_strict_38,random_forest,validation,RI,SLBIC,0
all_sample,20,A_strict_38,random_forest,validation,RI,SLBOC,0
all_sample,20,A_strict_38,random_forest,validation,RW,FLB,0
all_sample,20,A_strict_38,random_forest,validation,RW,LLB,0
all_sample,20,A_strict_38,random_forest,validation,RW,LOCA,0
all_sample,20,A_strict_38,random_forest,validation,RW,LOCAC,0
all_sample,20,A_strict_38,random_forest,validation,RW,LR,0
all_sample,20,A_strict_38,random_forest,validation,RW,MD,0
all_sample,20,A_strict_38,random_forest,validation,RW,RI,10
all_sample,20,A_strict_38,random_forest,validation,RW,RW,0
all_sample,20,A_strict_38,random_forest,validation,RW,SGATR,0
all_sample,20,A_strict_38,random_forest,validation,RW,SGBTR,0
all_sample,20,A_strict_38,random_forest,validation,RW,SLBIC,0
all_sample,20,A_strict_38,random_forest,validation,RW,SLBOC,0
all_sample,20,A_strict_38,random_forest,validation,SGATR,FLB,0
all_sample,20,A_strict_38,random_forest,validation,SGATR,LLB,0
all_sample,20,A_strict_38,random_forest,validation,SGATR,LOCA,0
all_sample,20,A_strict_38,random_forest,validation,SGATR,LOCAC,0
all_sample,20,A_strict_38,random_forest,validation,SGATR,LR,0
all_sample,20,A_strict_38,random_forest,validation,SGATR,MD,0
all_sample,20,A_strict_38,random_forest,validation,SGATR,RI,0
all_sample,20,A_strict_38,random_forest,validation,SGATR,RW,0
all_sample,20,A_strict_38,random_forest,validation,SGATR,SGATR,0
all_sample,20,A_strict_38,random_forest,validation,SGATR,SGBTR,10
all_sample,20,A_strict_38,random_forest,validation,SGATR,SLBIC,0
all_sample,20,A_strict_38,random_forest,validation,SGATR,SLBOC,0
all_sample,20,A_strict_38,random_forest,validation,SGBTR,FLB,0
all_sample,20,A_strict_38,random_forest,validation,SGBTR,LLB,0
all_sample,20,A_strict_38,random_forest,validation,SGBTR,LOCA,0
all_sample,20,A_strict_38,random_forest,validation,SGBTR,LOCAC,0
all_sample,20,A_strict_38,random_forest,validation,SGBTR,LR,0
all_sample,20,A_strict_38,random_forest,validation,SGBTR,MD,0
all_sample,20,A_strict_38,random_forest,validation,SGBTR,RI,0
all_sample,20,A_strict_38,random_forest,validation,SGBTR,RW,0
all_sample,20,A_strict_38,random_forest,validation,SGBTR,SGATR,0
all_sample,20,A_strict_38,random_forest,validation,SGBTR,SGBTR,11
all_sample,20,A_strict_38,random_forest,validation,SGBTR,SLBIC,0
all_sample,20,A_strict_38,random_forest,validation,SGBTR,SLBOC,0
all_sample,20,A_strict_38,random_forest,validation,SLBIC,FLB,0
all_sample,20,A_strict_38,random_forest,validation,SLBIC,LLB,0
all_sample,20,A_strict_38,random_forest,validation,SLBIC,LOCA,0
all_sample,20,A_strict_38,random_forest,validation,SLBIC,LOCAC,0
all_sample,20,A_strict_38,random_forest,validation,SLBIC,LR,0
all_sample,20,A_strict_38,random_forest,validation,SLBIC,MD,0
all_sample,20,A_strict_38,random_forest,validation,SLBIC,RI,0
all_sample,20,A_strict_38,random_forest,validation,SLBIC,RW,0
all_sample,20,A_strict_38,random_forest,validation,SLBIC,SGATR,0
all_sample,20,A_strict_38,random_forest,validation,SLBIC,SGBTR,7
all_sample,20,A_strict_38,random_forest,validation,SLBIC,SLBIC,3
all_sample,20,A_strict_38,random_forest,validation,SLBIC,SLBOC,0
all_sample,20,A_strict_38,random_forest,validation,SLBOC,FLB,0
all_sample,20,A_strict_38,random_forest,validation,SLBOC,LLB,0
all_sample,20,A_strict_38,random_forest,validation,SLBOC,LOCA,0
all_sample,20,A_strict_38,random_forest,validation,SLBOC,LOCAC,0
all_sample,20,A_strict_38,random_forest,validation,SLBOC,LR,0
all_sample,20,A_strict_38,random_forest,validation,SLBOC,MD,0
all_sample,20,A_strict_38,random_forest,validation,SLBOC,RI,0
all_sample,20,A_strict_38,random_forest,validation,SLBOC,RW,0
all_sample,20,A_strict_38,random_forest,validation,SLBOC,SGATR,0
all_sample,20,A_strict_38,random_forest,validation,SLBOC,SGBTR,10
all_sample,20,A_strict_38,random_forest,validation,SLBOC,SLBIC,0
all_sample,20,A_strict_38,random_forest,validation,SLBOC,SLBOC,0
all_sample,20,A_strict_38,random_forest,test,FLB,FLB,0
all_sample,20,A_strict_38,random_forest,test,FLB,LLB,0
all_sample,20,A_strict_38,random_forest,test,FLB,LOCA,0
all_sample,20,A_strict_38,random_forest,test,FLB,LOCAC,0
all_sample,20,A_strict_38,random_forest,test,FLB,LR,0
all_sample,20,A_strict_38,random_forest,test,FLB,MD,0
all_sample,20,A_strict_38,random_forest,test,FLB,RI,0
all_sample,20,A_strict_38,random_forest,test,FLB,RW,0
all_sample,20,A_strict_38,random_forest,test,FLB,SGATR,0
all_sample,20,A_strict_38,random_forest,test,FLB,SGBTR,10
all_sample,20,A_strict_38,random_forest,test,FLB,SLBIC,0
all_sample,20,A_strict_38,random_forest,test,FLB,SLBOC,0
all_sample,20,A_strict_38,random_forest,test,LLB,FLB,0
all_sample,20,A_strict_38,random_forest,test,LLB,LLB,0
all_sample,20,A_strict_38,random_forest,test,LLB,LOCA,0
all_sample,20,A_strict_38,random_forest,test,LLB,LOCAC,0
all_sample,20,A_strict_38,random_forest,test,LLB,LR,0
all_sample,20,A_strict_38,random_forest,test,LLB,MD,0
all_sample,20,A_strict_38,random_forest,test,LLB,RI,0
all_sample,20,A_strict_38,random_forest,test,LLB,RW,0
all_sample,20,A_strict_38,random_forest,test,LLB,SGATR,0
all_sample,20,A_strict_38,random_forest,test,LLB,SGBTR,11
all_sample,20,A_strict_38,random_forest,test,LLB,SLBIC,0
all_sample,20,A_strict_38,random_forest,test,LLB,SLBOC,0
all_sample,20,A_strict_38,random_forest,test,LOCA,FLB,0
all_sample,20,A_strict_38,random_forest,test,LOCA,LLB,0
all_sample,20,A_strict_38,random_forest,test,LOCA,LOCA,10
all_sample,20,A_strict_38,random_forest,test,LOCA,LOCAC,0
all_sample,20,A_strict_38,random_forest,test,LOCA,LR,0
all_sample,20,A_strict_38,random_forest,test,LOCA,MD,0
all_sample,20,A_strict_38,random_forest,test,LOCA,RI,0
all_sample,20,A_strict_38,random_forest,test,LOCA,RW,0
all_sample,20,A_strict_38,random_forest,test,LOCA,SGATR,0
all_sample,20,A_strict_38,random_forest,test,LOCA,SGBTR,0
all_sample,20,A_strict_38,random_forest,test,LOCA,SLBIC,0
all_sample,20,A_strict_38,random_forest,test,LOCA,SLBOC,0
all_sample,20,A_strict_38,random_forest,test,LOCAC,FLB,0
all_sample,20,A_strict_38,random_forest,test,LOCAC,LLB,0
all_sample,20,A_strict_38,random_forest,test,LOCAC,LOCA,0
all_sample,20,A_strict_38,random_forest,test,LOCAC,LOCAC,0
all_sample,20,A_strict_38,random_forest,test,LOCAC,LR,0
all_sample,20,A_strict_38,random_forest,test,LOCAC,MD,0
all_sample,20,A_strict_38,random_forest,test,LOCAC,RI,0
all_sample,20,A_strict_38,random_forest,test,LOCAC,RW,0
all_sample,20,A_strict_38,random_forest,test,LOCAC,SGATR,0
all_sample,20,A_strict_38,random_forest,test,LOCAC,SGBTR,10
all_sample,20,A_strict_38,random_forest,test,LOCAC,SLBIC,0
all_sample,20,A_strict_38,random_forest,test,LOCAC,SLBOC,0
all_sample,20,A_strict_38,random_forest,test,LR,FLB,0
all_sample,20,A_strict_38,random_forest,test,LR,LLB,0
all_sample,20,A_strict_38,random_forest,test,LR,LOCA,0
all_sample,20,A_strict_38,random_forest,test,LR,LOCAC,0
all_sample,20,A_strict_38,random_forest,test,LR,LR,0
all_sample,20,A_strict_38,random_forest,test,LR,MD,0
all_sample,20,A_strict_38,random_forest,test,LR,RI,0
all_sample,20,A_strict_38,random_forest,test,LR,RW,0
all_sample,20,A_strict_38,random_forest,test,LR,SGATR,0
all_sample,20,A_strict_38,random_forest,test,LR,SGBTR,10
all_sample,20,A_strict_38,random_forest,test,LR,SLBIC,0
all_sample,20,A_strict_38,random_forest,test,LR,SLBOC,0
all_sample,20,A_strict_38,random_forest,test,MD,FLB,0
all_sample,20,A_strict_38,random_forest,test,MD,LLB,0
all_sample,20,A_strict_38,random_forest,test,MD,LOCA,0
all_sample,20,A_strict_38,random_forest,test,MD,LOCAC,0
all_sample,20,A_strict_38,random_forest,test,MD,LR,0
all_sample,20,A_strict_38,random_forest,test,MD,MD,0
all_sample,20,A_strict_38,random_forest,test,MD,RI,0
all_sample,20,A_strict_38,random_forest,test,MD,RW,0
all_sample,20,A_strict_38,random_forest,test,MD,SGATR,0
all_sample,20,A_strict_38,random_forest,test,MD,SGBTR,10
all_sample,20,A_strict_38,random_forest,test,MD,SLBIC,0
all_sample,20,A_strict_38,random_forest,test,MD,SLBOC,0
all_sample,20,A_strict_38,random_forest,test,RI,FLB,0
all_sample,20,A_strict_38,random_forest,test,RI,LLB,0
all_sample,20,A_strict_38,random_forest,test,RI,LOCA,0
all_sample,20,A_strict_38,random_forest,test,RI,LOCAC,0
all_sample,20,A_strict_38,random_forest,test,RI,LR,0
all_sample,20,A_strict_38,random_forest,test,RI,MD,0
all_sample,20,A_strict_38,random_forest,test,RI,RI,10
all_sample,20,A_strict_38,random_forest,test,RI,RW,0
all_sample,20,A_strict_38,random_forest,test,RI,SGATR,0
all_sample,20,A_strict_38,random_forest,test,RI,SGBTR,0
all_sample,20,A_strict_38,random_forest,test,RI,SLBIC,0
all_sample,20,A_strict_38,random_forest,test,RI,SLBOC,0
all_sample,20,A_strict_38,random_forest,test,RW,FLB,0
all_sample,20,A_strict_38,random_forest,test,RW,LLB,0
all_sample,20,A_strict_38,random_forest,test,RW,LOCA,0
all_sample,20,A_strict_38,random_forest,test,RW,LOCAC,0
all_sample,20,A_strict_38,random_forest,test,RW,LR,0
all_sample,20,A_strict_38,random_forest,test,RW,MD,0
all_sample,20,A_strict_38,random_forest,test,RW,RI,10
all_sample,20,A_strict_38,random_forest,test,RW,RW,0
all_sample,20,A_strict_38,random_forest,test,RW,SGATR,0
all_sample,20,A_strict_38,random_forest,test,RW,SGBTR,0
all_sample,20,A_strict_38,random_forest,test,RW,SLBIC,0
all_sample,20,A_strict_38,random_forest,test,RW,SLBOC,0
all_sample,20,A_strict_38,random_forest,test,SGATR,FLB,0
all_sample,20,A_strict_38,random_forest,test,SGATR,LLB,0
all_sample,20,A_strict_38,random_forest,test,SGATR,LOCA,0
all_sample,20,A_strict_38,random_forest,test,SGATR,LOCAC,0
all_sample,20,A_strict_38,random_forest,test,SGATR,LR,0
all_sample,20,A_strict_38,random_forest,test,SGATR,MD,0
all_sample,20,A_strict_38,random_forest,test,SGATR,RI,0
all_sample,20,A_strict_38,random_forest,test,SGATR,RW,0
all_sample,20,A_strict_38,random_forest,test,SGATR,SGATR,0
all_sample,20,A_strict_38,random_forest,test,SGATR,SGBTR,10
all_sample,20,A_strict_38,random_forest,test,SGATR,SLBIC,0
all_sample,20,A_strict_38,random_forest,test,SGATR,SLBOC,0
all_sample,20,A_strict_38,random_forest,test,SGBTR,FLB,0
all_sample,20,A_strict_38,random_forest,test,SGBTR,LLB,0
all_sample,20,A_strict_38,random_forest,test,SGBTR,LOCA,0
all_sample,20,A_strict_38,random_forest,test,SGBTR,LOCAC,0
all_sample,20,A_strict_38,random_forest,test,SGBTR,LR,0
all_sample,20,A_strict_38,random_forest,test,SGBTR,MD,0
all_sample,20,A_strict_38,random_forest,test,SGBTR,RI,0
all_sample,20,A_strict_38,random_forest,test,SGBTR,RW,0
all_sample,20,A_strict_38,random_forest,test,SGBTR,SGATR,0
all_sample,20,A_strict_38,random_forest,test,SGBTR,SGBTR,11
all_sample,20,A_strict_38,random_forest,test,SGBTR,SLBIC,0
all_sample,20,A_strict_38,random_forest,test,SGBTR,SLBOC,0
all_sample,20,A_strict_38,random_forest,test,SLBIC,FLB,0
all_sample,20,A_strict_38,random_forest,test,SLBIC,LLB,0
all_sample,20,A_strict_38,random_forest,test,SLBIC,LOCA,0
all_sample,20,A_strict_38,random_forest,test,SLBIC,LOCAC,0
all_sample,20,A_strict_38,random_forest,test,SLBIC,LR,0
all_sample,20,A_strict_38,random_forest,test,SLBIC,MD,0
all_sample,20,A_strict_38,random_forest,test,SLBIC,RI,0
all_sample,20,A_strict_38,random_forest,test,SLBIC,RW,0
all_sample,20,A_strict_38,random_forest,test,SLBIC,SGATR,0
all_sample,20,A_strict_38,random_forest,test,SLBIC,SGBTR,8
all_sample,20,A_strict_38,random_forest,test,SLBIC,SLBIC,3
all_sample,20,A_strict_38,random_forest,test,SLBIC,SLBOC,0
all_sample,20,A_strict_38,random_forest,test,SLBOC,FLB,0
all_sample,20,A_strict_38,random_forest,test,SLBOC,LLB,0
all_sample,20,A_strict_38,random_forest,test,SLBOC,LOCA,0
all_sample,20,A_strict_38,random_forest,test,SLBOC,LOCAC,0
all_sample,20,A_strict_38,random_forest,test,SLBOC,LR,0
all_sample,20,A_strict_38,random_forest,test,SLBOC,MD,0
all_sample,20,A_strict_38,random_forest,test,SLBOC,RI,0
all_sample,20,A_strict_38,random_forest,test,SLBOC,RW,0
all_sample,20,A_strict_38,random_forest,test,SLBOC,SGATR,0
all_sample,20,A_strict_38,random_forest,test,SLBOC,SGBTR,10
all_sample,20,A_strict_38,random_forest,test,SLBOC,SLBIC,0
all_sample,20,A_strict_38,random_forest,test,SLBOC,SLBOC,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,FLB,FLB,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,FLB,LLB,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,FLB,LOCA,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,FLB,LOCAC,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,FLB,LR,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,FLB,MD,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,FLB,RI,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,FLB,RW,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,FLB,SGATR,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,FLB,SGBTR,10
all_sample,20,A_strict_38,hist_gradient_boosting,validation,FLB,SLBIC,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,FLB,SLBOC,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LLB,FLB,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LLB,LLB,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LLB,LOCA,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LLB,LOCAC,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LLB,LR,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LLB,MD,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LLB,RI,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LLB,RW,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LLB,SGATR,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LLB,SGBTR,10
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LLB,SLBIC,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LLB,SLBOC,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LOCA,FLB,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LOCA,LLB,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LOCA,LOCA,10
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LOCA,LOCAC,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LOCA,LR,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LOCA,MD,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LOCA,RI,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LOCA,RW,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LOCA,SGATR,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LOCA,SGBTR,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LOCA,SLBIC,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LOCA,SLBOC,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LOCAC,FLB,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LOCAC,LLB,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LOCAC,LOCA,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LOCAC,LOCAC,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LOCAC,LR,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LOCAC,MD,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LOCAC,RI,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LOCAC,RW,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LOCAC,SGATR,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LOCAC,SGBTR,10
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LOCAC,SLBIC,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LOCAC,SLBOC,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LR,FLB,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LR,LLB,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LR,LOCA,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LR,LOCAC,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LR,LR,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LR,MD,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LR,RI,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LR,RW,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LR,SGATR,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LR,SGBTR,10
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LR,SLBIC,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,LR,SLBOC,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,MD,FLB,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,MD,LLB,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,MD,LOCA,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,MD,LOCAC,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,MD,LR,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,MD,MD,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,MD,RI,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,MD,RW,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,MD,SGATR,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,MD,SGBTR,10
all_sample,20,A_strict_38,hist_gradient_boosting,validation,MD,SLBIC,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,MD,SLBOC,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,RI,FLB,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,RI,LLB,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,RI,LOCA,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,RI,LOCAC,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,RI,LR,0
all_sample,20,A_strict_38,hist_gradient_boosting,validation,RI,MD,0
